"ID","SchoolPeriod","Song","Plays"
"5Z8HZM6iQMhhqyPcCGY5g9","Sophomore Year","Young Thug ~ Hot (feat. Gunna)",5
"4tQcyj5488alHT1ZgFduzn","Sophomore Year","Kendrick Lamar ~ How Much A Dollar Cost",5
"4pbG9SUmWIvsROVLF0zF9s","Sophomore Year","The Beatles ~ I Want To Hold Your Hand - Remastered 2015",5
"366wf5kMxgFOWA9ts6ocpa","Sophomore Year","Jack Harlow ~ ICE",5
"0ycIrEpkyb4lrqE7M1emju","Sophomore Year","Bryson Tiller ~ Inhale",5
"6d8HN8MqqbqrEUI2bvx0aG","Sophomore Year","Kanye West ~ Jail",5
"5g1vtHqi9uV7xtYeCcFOBx","Sophomore Year","Kanye West ~ Jesus Walks",5
"4Jz4bjXeiF2SXVj9P4YfY5","Sophomore Year","Andy Grammer ~ Keep Your Head Up",5
"3yk7PJnryiJ8mAPqsrujzf","Sophomore Year","Playboi Carti ~ Location",5
"4rHZZAmHpZrA3iH5zx8frV","Sophomore Year","Justin Timberlake ~ Mirrors",5
"420ZJ2hWsQv7i8IuER1e9e","Sophomore Year","Baby Keem ~ Miss Charlotte",5
"0CjJqkWOpIUXdem5hUcxAk","Sophomore Year","Kendrick Lamar ~ Momma",5
"4VYEnxm7lmtG5sEEbcmORB","Sophomore Year","Kanye West ~ Ok Ok",5
"2dJ4rGtsOHOgvTQawsCRtg","Sophomore Year","Travis Scott ~ Pray 4 Love (feat. The Weeknd)",5
"4uuB4d5HBZauH7XV0rtlAs","Sophomore Year","P-Lo ~ Put Me on Somethin'",5
"7JdarpX08FLhmfNZpxqgUO","Sophomore Year","Aries ~ RACECAR",5
"4UyAtnwhaKv7EG1BdkBYRI","Sophomore Year","Cage The Elephant ~ Ready To Let Go",5
"1nRTH500HbZX8PYwT4ZMby","Sophomore Year","Childish Gambino ~ Retro (Rough)",5
"3gdewACMIVMEWVbyb8O9sY","Sophomore Year","Elton John ~ Rocket Man (I Think It's Going To Be A Long, Long Time)",5
"3DK6m7It6Pw857FcQftMds","Sophomore Year","Kanye West ~ Runaway",5
"6pcO0mAQbpKbqKeiFHuTRR","Sophomore Year","The Beatles ~ Sgt Pepper's Lonely Hearts Club Band",5
"7BgUsF8L4cMhtBlPzo8den","Sophomore Year","The Beatles ~ She's Leaving Home",5
"4gT3mNJA8lnlkYFqGZ8IA2","Sophomore Year","Mac Miller ~ Small Worlds",5
"4LVZlYkhqpCCahc7Ip7S9x","Sophomore Year","Masego ~ Somethin' Ain't Right (feat. JID & Rapsody)",5
"723xQva0yBF7M6K3nDAG8R","Sophomore Year","Dominique Cerejo ~ Sooraj Ki Baahon Mein",5
"0pQskrTITgmCMyr85tb9qq","Sophomore Year","David Bowie ~ Starman - 2012 Remaster",5
"59RSrxkSKSixEWBAIvE5Wa","Sophomore Year","Nicki Minaj ~ Starships",5
"2aPTvyE09vUCRwVvj0I8WK","Sophomore Year","A$AP Rocky ~ Sundress",5
"7snQQk1zcKl8gZ92AnueZW","Sophomore Year","Guns N' Roses ~ Sweet Child O' Mine",5
"1wJRveJZLSb1rjhnUHQiv6","Sophomore Year","A Boogie Wit da Hoodie ~ Swervin (feat. 6ix9ine)",5
"5ujh1I7NZH5agbwf7Hp8Hc","Sophomore Year","Kendrick Lamar ~ Swimming Pools (Drank) - Extended Version",5
"4s7QLoImIwmPi9L6dq1nVW","Sophomore Year","Drake ~ TSU",5
"2WfaOiMkCvy7F5fcp2zZ8L","Sophomore Year","a-ha ~ Take on Me",5
"30KctD1WsHKTIYczXjip5a","Sophomore Year","Kid Cudi ~ Tequila Shots",5
"7fBv7CLKzipRk6EC6TWHOB","Sophomore Year","The Weeknd ~ The Hills",5
"6gU9OKjOE7ghfEd55oRO57","Sophomore Year","SZA ~ The Weekend",5
"7FpP1wsVrrdrmZ5JTZQgDA","Sophomore Year","6LACK ~ Thugger's Interlude",5
"2K9Ovn1o2bTGqbsABGC6m3","Sophomore Year","The Weeknd ~ Too Late",5
"55h7vJchibLdUkxdlX3fK7","Sophomore Year","Bruno Mars ~ Treasure",5
"2CxjDTsUBmVlcMjjy2UETJ","Sophomore Year","Thouxanbanfauni ~ ULTRA VIOLET",5
"3s7MCdXyWmwjdcWh7GWXas","Sophomore Year","Kanye West ~ Violent Crimes",5
"0nrRP2bk19rLc0orkWPQk2","Sophomore Year","Avicii ~ Wake Me Up",5
"790MhTXPFrYkrqCKvpg4t1","Sophomore Year","NAV ~ Wanted You (feat. Lil Uzi Vert)",5
"65OVbaJR5O1RmwOQx0875b","Sophomore Year","Drake ~ Wants and Needs (feat. Lil Baby)",5
"46ymJU8Bt4i3nj91UV1WPk","Sophomore Year","Lil Wayne ~ With You",5
"2tO0QPdCA0jgDBshTuYYkc","Sophomore Year","Shaan ~ Woh Ladki Hai Kahan",5
"48RN2EOOyG2Gs5Pyla7ZJj","Sophomore Year","Drake ~ Worst Behavior",5
"4LmAnpjlhWTahvRkYR8xJa","Sophomore Year","ScHoolboy Q ~ X (with 2 Chainz & Saudi)",5
"4SVTus5gJc5cfkFZ8ELK1p","Sophomore Year","Bryson Tiller ~ Years Go By",5
"0sY6ZUTh4yoctD8VIXz339","Sophomore Year","Taylor Swift ~ champagne problems",5
"4KruBnoVyraGgPHjp8tKtB","Sophomore Year","Baby Keem ~ gorgeous",5
"1h2IHrBJcZxB0XboJQpVWa","Sophomore Year","Baby Keem ~ lost souls",5
"4kjoDwHp9VfHWcEaK6pJ5Z","Sophomore Year","Baby Keem ~ sons & critics freestyle",5
"1Fdugso3XSs5sIeHETN0EN","Sophomore Year","Baby Keem ~ south africa",5
"1bxEpNR75Hq3T2oF9AZjt8","Sophomore Year","Kendrick Lamar ~ u",5
"4MQIDIQjNWkUvpXe5Je7TO","Sophomore-Junior Summer","Baby Keem ~ APOLOGIZE",5
"3ESSGgWzRf1xvP7G5hHMhB","Sophomore-Junior Summer","Fetty Wap ~ Again",5
"66kQ7wr4d2LwwSjr7HXcyr","Sophomore-Junior Summer","Kendrick Lamar ~ All The Stars (with SZA)",5
"3zs0eWdQ9zpWUX8ZbFLJZz","Sophomore-Junior Summer","Brent Faiyaz ~ Allure",5
"1uY1X8YeBixs1FdQ3fQ7d4","Sophomore-Junior Summer","Kendrick Lamar ~ Auntie Diaries",5
"2PLOCIYlFr8XxNsz0Lgs4l","Sophomore-Junior Summer","Tory Lanez ~ Ballad of a Badman",5
"47Bg6IrMed1GPbxRgwH2aC","Sophomore-Junior Summer","Rex Orange County ~ Best Friend",5
"0Kgi9t3ThTECljdYydaDYd","Sophomore-Junior Summer","Beach House ~ Better Times",5
"5cXg9IQS34FzLVdHhp7hu7","Sophomore-Junior Summer","Kendrick Lamar ~ Big Shot (with Travis Scott)",5
"6x0QNM6f0C2JEjK0hFF8Ca","Sophomore-Junior Summer","Roddy Ricch ~ Big Stepper",5
"712uvW1Vezq8WpQi38v2L9","Sophomore-Junior Summer","Kendrick Lamar ~ Bitch, Don't Kill My Vibe",5
"4KXwFI9pgJLpUIAc9oSL8j","Sophomore-Junior Summer","Ab-Soul ~ Bloody Waters (with Anderson .Paak & James Blake)",5
"51QEyJI5M7uyd8DOh9tqQY","Sophomore-Junior Summer","Lorde ~ Buzzcut Season",5
"27a1mYSG5tYg7dmEjWBcmL","Sophomore-Junior Summer","Travis Scott ~ CAN'T SAY",5
"3NxAG2ni1lLa8RKL6a0INc","Sophomore-Junior Summer","Drake ~ Childs Play",5
"0zO8ctW0UiuOefR87OeJOZ","Sophomore-Junior Summer","ScHoolboy Q ~ Collard Greens",5
"4pM4yFNLj3pTiNXOZsWYxf","Sophomore-Junior Summer","Mustard ~ Dangerous World (feat. Travis Scott & YG)",5
"2a1o6ZejUi8U3wzzOtCOYw","Sophomore-Junior Summer","Don Omar ~ Danza Kuduro",5
"7M31WQ0JTbllfAmhwlG62k","Sophomore-Junior Summer","Hippo Campus ~ Deepfake",5
"2VOomzT6VavJOGBeySqaMc","Sophomore-Junior Summer","Rihanna ~ Disturbia",5
"1ttPzkTSpQUFcEGx8bjerL","Sophomore-Junior Summer","Roddy Ricch ~ Every Season",5
"2iUmqdfGZcHIhS3b9E9EWq","Sophomore-Junior Summer","Neon Trees ~ Everybody Talks",5
"70hDklZStSazrExPjHJPfR","Sophomore-Junior Summer","REASON ~ Extinct",5
"5Jshttha8WWo0y3KHs9UYZ","Sophomore-Junior Summer","Baby Keem ~ Extra",5
"4X5f3vT8MRuXF68pfjNte5","Sophomore-Junior Summer","A$AP Rocky ~ F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",5
"70whMGrt6rwbkPlXGNtTBw","Sophomore-Junior Summer","Jack Harlow ~ GHOST",5
"7LaI3mRTJu66r9HKdv7iBx","Sophomore-Junior Summer","Brent Faiyaz ~ Gang Over Luv",5
"6ACiYjq5Q7e6BlhZEHz7cd","Sophomore-Junior Summer","Tyler, The Creator ~ Garden Shed (feat. Estelle)",5
"0W6I02J9xcqK8MtSeosEXb","Sophomore-Junior Summer","Doja Cat ~ Get Into It (Yuh)",5
"07KXEDMj78x68D884wgVEm","Sophomore-Junior Summer","Roddy Ricch ~ High Fashion (feat. Mustard)",5
"2aSC2xhRxOLiiZZVjhbylH","Sophomore-Junior Summer","Drake ~ Hold On, We're Going Home",5
"40riOy7x9W7GXjyGp4pjAv","Sophomore-Junior Summer","Eagles ~ Hotel California - 2013 Remaster",5
"6Hfu9sc7jvv6coyy2LlzBF","Sophomore-Junior Summer","Kanye West ~ Hurricane",5
"6QdnKD1zwEgyOWtkrdzlOF","Sophomore-Junior Summer","The Weeknd ~ Hurt You",5
"5GXAXm5YOmYT0kL5jHvYBt","Sophomore-Junior Summer","The Weeknd ~ I Feel It Coming",5
"1dxqk42KIlMyrSawZ5YjBE","Sophomore-Junior Summer","Rex Orange County ~ KEEP IT UP",5
"748mdHapucXQri7IAO8yFK","Sophomore-Junior Summer","Doja Cat ~ Kiss Me More (feat. SZA)",5
"3uYm4MtU6jUQft2DtGqEoZ","Sophomore-Junior Summer","Mac Miller ~ Knock Knock",5
"6BKeNWeUqxmvQ09Gxd3ZGX","Sophomore-Junior Summer","Major Lazer ~ Know No Better",5
"2SAqBLGA283SUiwJ3xOUVI","Sophomore-Junior Summer","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",5
"02VBYrHfVwfEWXk5DXyf0T","Sophomore-Junior Summer","Bruno Mars ~ Leave The Door Open",5
"1hT9RjgcM7mXpHd0FjcPa8","Sophomore-Junior Summer","Beach House ~ Lover of Mine",5
"3WcC6NH9J77xPEvj1SOL7z","Sophomore-Junior Summer","Future ~ March Madness",5
"5gZYpjakt37G3c58FKcQwJ","Sophomore-Junior Summer","Trippie Redd ~ Miss The Rage (feat. Playboi Carti)",5
"1WT11QmhZutciEv1NsHt1R","Sophomore-Junior Summer","Kendrick Lamar ~ Mortal Man",5
"1Qie4j0lIGN28PzGKeajCO","Sophomore-Junior Summer","Kid Cudi ~ Mr. Rager",5
"0bkTdkWwGk3OGFX0afD3Wj","Sophomore-Junior Summer","Masego ~ Mystery Lady",5
"6OaVWaGfhXn70ZJfdVcabn","Sophomore-Junior Summer","Travis Scott ~ NO BYSTANDERS",5
"2AYEOC02WLhUiOoaig2SEH","Sophomore-Junior Summer","Fitz and The Tantrums ~ Out of My League",5
"5mCPDVBb16L4XQwDdbRUpz","Sophomore-Junior Summer","Drake ~ Passionfruit",5
"3xKsf9qdS1CyvXSMEid6g8","Sophomore-Junior Summer","Frank Ocean ~ Pink + White",5
"2P3SLxeQHPqh8qKB6gtJY2","Sophomore-Junior Summer","Kendrick Lamar ~ Poetic Justice",5
"77UjLW8j5UAGAGVGhR5oUK","Sophomore-Junior Summer","The Weeknd ~ Pray For Me (with Kendrick Lamar)",5
"1UgrF0WoZ4OWvM6RmIVFua","Sophomore-Junior Summer","Beach House ~ Real Love",5
"25oOaleife6E2MIKmFkPvg","Sophomore-Junior Summer","Young Thug ~ Relationship (feat. Future)",5
"3FDrI0FLKzrYQiWxPhqV2W","Sophomore-Junior Summer","Calvin Harris ~ Rollin (feat. Future & Khalid)",5
"5MMLS3xm12D7N26xlfFApr","Sophomore-Junior Summer","Bruno Mars ~ Runaway Baby",5
"7GwYENSg87oERcW0Wacd6m","Sophomore-Junior Summer","Gunna ~ SKYBOX",5
"0Fs9cdPDhptWEDJmiCbkEW","Sophomore-Junior Summer","J. Cole ~ She Knows (feat. Amber Coffman & Cults)",5
"6eSU1exzDvBEXmBRxspeh5","Sophomore-Junior Summer","Lil Tecca ~ Shots",5
"7tr2za8SQg2CI8EDgrdtNl","Sophomore-Junior Summer","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",5
"3KkXRkHbMCARz0aVfEt68P","Sophomore-Junior Summer","Post Malone ~ Sunflower - Spider-Man: Into the Spider-Verse",5
"4bDucmQDna7svslTkXP0YR","Sophomore-Junior Summer","Young Thug ~ Surf (feat. Gunna)",5
"6mapJIPnQ23RTAevUoE0DL","Sophomore-Junior Summer","Rae Sremmurd ~ Swang",5
"2eAZfqOm4EnOF9VvN50Tyc","Sophomore-Junior Summer","Lil Uzi Vert ~ The Way Life Goes (feat. Oh Wonder)",5
"0P6AWOA4LG1XOctzaVu5tt","Sophomore-Junior Summer","SZA ~ The Weekend - Funk Wav Remix",5
"0azC730Exh71aQlOt9Zj3y","Sophomore-Junior Summer","Calvin Harris ~ This Is What You Came For",5
"0HCnj7pfrvshnocOJUFeit","Sophomore-Junior Summer","Gunna ~ Top Off",5
"0YAQnYt2oB8OdoaeqnHyTI","Sophomore-Junior Summer","Bas ~ Tribe (with J. Cole)",5
"0XOKietGW4PXK4hs4jyfpO","Sophomore-Junior Summer","Jack Harlow ~ WALK IN THE PARK",5
"5mtfHX4VyY5D81WMaOHgHV","Sophomore-Junior Summer","NxWorries ~ What More Can I Say",5
"6eT7xZZlB2mwyzJ2sUKG6w","Sophomore-Junior Summer","Post Malone ~ White Iverson",5
"0cJPLFrlV7TTCyPLupHzcH","Sophomore-Junior Summer","The Who ~ Won't Get Fooled Again - Original Album Version",5
"4iYRa2btalAzPZoSYfROqF","Sophomore-Junior Summer","Kendrick Lamar ~ XXX. FEAT. U2.",5
"5ZncA9i5xxHs0RuRore7lA","Sophomore-Junior Summer","Larry June ~ You Gotta",5
"5HQVUIKwCEXpe7JIHyY734","Sophomore-Junior Summer","Snoop Dogg ~ Young, Wild & Free (feat. Bruno Mars)",5
"1fxYz1s15pyZLsJT0Hdh1m","Sophomore-Junior Summer","Roddy Ricch ~ late at night",5
"1CwkW8d3LxrMdz99PfN8SQ","Sophomore-Junior Summer","whiterosemoxie ~ trix",5
"794QVQtFNy7hvtjQP1keQd","10th Grade","G-Eazy ~ 1942 (feat. Yo Gotti & YBN Nahmir)",4
"6ScJMrlpiLfZUGtWp4QIVt","10th Grade","Lil Wayne ~ A Milli",4
"43pMPSBzlL4cWRki4ljDNO","10th Grade","Zo ~ BBB",4
"4Km5HrUvYTaSUfiSGPJeQR","10th Grade","Migos ~ Bad and Boujee (feat. Lil Uzi Vert)",4
"4fZxGiES1FKbNqJPrI4L3s","10th Grade","Logic ~ BoomTrap Protocol",4
"3O8NlPh2LByMU9lSRSHedm","10th Grade","Drake ~ Controlla",4
"3PGdPUMdUg7a3Tgr5gkfKK","10th Grade","Maroon 5 ~ Don't Wanna Know (feat. Kendrick Lamar)",4
"39C5FuZ8C8M0QI8CrMsPkR","10th Grade","Boston ~ Foreplay / Long Time",4
"7rdUtXasA973gmrr2Xxh3E","10th Grade","Lorde ~ Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",4
"7yCw7WbWOIRYe7z2aRjAaA","10th Grade","Childish Gambino ~ III. Telegraph Ave. (""""Oakland"""" by Lloyd)",4
"6HR1z11h0ROUlWP4Kx8Z7G","10th Grade","21 Savage ~ Mad Stalkers",4
"1QEEqeFIZktqIpPI4jSVSF","10th Grade","Boston ~ More Than a Feeling",4
"1HOUzEsetdIPSpAgRPhZQt","10th Grade","Trey Songz ~ Nobody Else but You",4
"4iEWnkDewJ72copeODWuOw","10th Grade","Logic ~ Now",4
"6BdgtqiV3oXNqBikezwdvC","10th Grade","Drake ~ Over",4
"4AtZRwSR8BOTTQg5ihSggt","10th Grade","6LACK ~ PRBLMS",4
"1GqlvSEtMx5xbGptxOTTyk","10th Grade","Boston ~ Peace of Mind",4
"3swc6WTsr7rl9DqQKQA55C","10th Grade","Post Malone ~ Psycho (feat. Ty Dolla $ign)",4
"3GpbwCm3YxiWDvy29Uo3vP","10th Grade","Flo Rida ~ Right Round",4
"4FCOFuhLZPSXISQCF7wck5","10th Grade","Drake ~ Started From the Bottom",4
"58cvckETahSOG74RP5WE99","10th Grade","Logic ~ State Of Emergency",4
"2eAlYgiFpUaAkU1xoCC9NI","10th Grade","Migos ~ T-Shirt",4
"5qYp1Wf3gh0lGWdIS5lIrX","10th Grade","Cashmere Cat ~ Trust Nobody (feat. Selena Gomez & Tory Lanez)",4
"6IvespQWGW4USXwexlVKDm","10th Grade","Eminem ~ Untouchable",4
"4lUnFLtn8w3W76FiYDRzmO","10th Grade","Maroon 5 ~ Wait",4
"7ccI9cStQbQdystvc6TvxD","10th Grade","Queen ~ We Are The Champions - Remastered 2011",4
"3QWjljChcOMkRDYSzF33Qr","10th Grade","Kiiara ~ Whippin (feat. Felix Snow)",4
"5tz69p7tJuGPeMGwNTxYuV","10th-11th Summer","Logic ~ 1-800-273-8255",4
"5NQbUaeTEOGdD6hHcre0dZ","10th-11th Summer","Fetty Wap ~ 679 (feat. Remy Boyz)",4
"3iVcZ5G6tvkXZkZKlMpIUs","10th-11th Summer","Kendrick Lamar ~ Alright",4
"1wHZx0LgzFHyeIZkUydNXq","10th-11th Summer","Travis Scott ~ Antidote",4
"5cXg9IQS34FzLVdHhp7hu7","10th-11th Summer","Kendrick Lamar ~ Big Shot (with Travis Scott)",4
"07nH4ifBxUB4lZcsf44Brn","10th-11th Summer","Calvin Harris ~ Blame (feat. John Newman)",4
"4MPTj8lMMvxLwT3EwuXFop","10th-11th Summer","The Weeknd ~ Call Out My Name",4
"6sy3LkhNFjJWlaeSMNwQ62","10th-11th Summer","OneRepublic ~ Counting Stars",4
"5FEXPoPnzueFJQCPRIrC3c","10th-11th Summer","Kid Cudi ~ Day 'N' Nite (nightmare)",4
"3sz2fvkHUhBip8r9i8HqeV","10th-11th Summer","G-Eazy ~ Down For Me (feat. 24hrs)",4
"79XrkTOfV1AqySNjVlygpW","10th-11th Summer","Drake ~ Energy",4
"4QRWA5UqYU1st9aO0UfxOj","10th-11th Summer","Logic ~ Fade Away",4
"6DCZcSspjsKoFjzjrWoCdn","10th-11th Summer","Drake ~ God's Plan",4
"4JehYebiI9JE8sR8MisGVb","10th-11th Summer","Beyonce ~ Halo",4
"4EWCNWgDS8707fNSZ1oaA5","10th-11th Summer","Kanye West ~ Heartless",4
"2xmrfQpmS2iJExTlklLoAL","10th-11th Summer","Clean Bandit ~ I Miss You (feat. Julia Michaels)",4
"1jYiIOC5d6soxkJP81fxq2","10th-11th Summer","DJ Khaled ~ I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",4
"22nyEAEM29tcBRhukR089b","10th-11th Summer","Jaden ~ Icon",4
"6H0AwSQ20mo62jGlPGB8S6","10th-11th Summer","2 Chainz ~ It's A Vibe",4
"5DSr1NMci58MEgS20vivSL","10th-11th Summer","G-Eazy ~ Let's Get Lost (feat. Devon Baldwin)",4
"02pf9lLM8Nb8l4u4ts1GWb","10th-11th Summer","YG ~ My Nigga",4
"1HOUzEsetdIPSpAgRPhZQt","10th-11th Summer","Trey Songz ~ Nobody Else but You",4
"2MO3mSPBH8U9qalH72vqZ1","10th-11th Summer","Young Thug ~ Old English",4
"7MmG8p0F9N3C4AXdK6o6Eb","10th-11th Summer","Calvin Harris ~ Outside (feat. Ellie Goulding)",4
"6BdgtqiV3oXNqBikezwdvC","10th-11th Summer","Drake ~ Over",4
"37zQVgP3aTLKNvluXLB5Ii","10th-11th Summer","2Pac ~ Picture Me Rollin'",4
"2P3SLxeQHPqh8qKB6gtJY2","10th-11th Summer","Kendrick Lamar ~ Poetic Justice",4
"3swc6WTsr7rl9DqQKQA55C","10th-11th Summer","Post Malone ~ Psycho (feat. Ty Dolla $ign)",4
"3kxfsdsCpFgN412fpnW85Y","10th-11th Summer","Childish Gambino ~ Redbone",4
"3FDrI0FLKzrYQiWxPhqV2W","10th-11th Summer","Calvin Harris ~ Rollin (feat. Future & Khalid)",4
"6NMtzpDQBTOfJwMzgMX0zl","10th-11th Summer","Travis Scott ~ SKELETONS",4
"6Z8R6UsFuGXGtiIxiD8ISb","10th-11th Summer","Capital Cities ~ Safe And Sound",4
"7vGuf3Y35N4wmASOKLUVVU","10th-11th Summer","Marshmello ~ Silence",4
"5WoaF1B5XIEnWfmb5NZikf","10th-11th Summer","Miguel ~ Sky Walker (feat. Travis Scott)",4
"0GS2K1xle0UpcAWa3u4BnG","10th-11th Summer","Amine ~ Slide",4
"58cvckETahSOG74RP5WE99","10th-11th Summer","Logic ~ State Of Emergency",4
"1YI0uK36eupTmw9F8kHysr","10th-11th Summer","Maroon 5 ~ Sunday Morning",4
"4dVJyyeCPEONr44NIrXvie","10th-11th Summer","Logic ~ The Jam",4
"0b9oOr2ZgvyQu88wzixux9","10th-11th Summer","Childish Gambino ~ This Is America",4
"2Cd9iWfcOpGDHLz6tVA3G4","10th-11th Summer","Shakira ~ Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",4
"4h8VwCb1MTGoLKueQ1WgbD","10th-11th Summer","Avicii ~ Wake Me Up",4
"5KVciTEfXvpcFHR3RFbtJy","10th-11th Summer","Logic ~ Wassup",4
"7a86XRg84qjasly9f6bPSD","10th-11th Summer","fun. ~ We Are Young (feat. Janelle Monae)",4
"7GX5flRQZVHRAGd6B4TmDO","10th-11th Summer","Lil Uzi Vert ~ XO Tour Llif3",4
"6vN77lE9LK6HP2DewaN6HZ","10th-11th Summer","Lil Baby ~ Yes Indeed",4
"4CstQ0SUkl0YkoeZkIZlIx","11th Grade","Logic ~ 100 Miles and Running (ft. Wale & John Lindahl)",4
"3e7Y6sfFlIdBMJhX7wpqVO","11th Grade","Logic ~ 44 More",4
"63MvWd6T6yoS7h4AJ4Hjrm","11th Grade","Neha Kakkar ~ Aankh Marey (From """"Simmba"""")",4
"1bx4Jw8A7GQtImIQGccI6D","11th Grade","Meek Mill ~ Almost Slipped",4
"1fidCEsYlaVE3pHwKCvpFZ","11th Grade","Nico & Vinz ~ Am I Wrong",4
"5Hroj5K7vLpIG4FNCRIjbP","11th Grade","American Authors ~ Best Day Of My Life",4
"4rgwri7LajWVZvdj2N81SS","11th Grade","Ski Mask The Slump God ~ Catch Me Outside",4
"2uxkxtKbBvHKaERrn6IGUc","11th Grade","Tee Grizzley ~ Colors",4
"3O8NlPh2LByMU9lSRSHedm","11th Grade","Drake ~ Controlla",4
"0V4l4GQhgnWQGtCWpvA7va","11th Grade","Drake ~ Crew Love",4
"4NtUY5IGzHCaqfZemmAu56","11th Grade","ABBA ~ Dancing Queen",4
"0Dc7J9VPV4eOInoxUiZrsL","11th Grade","Jeremih ~ Don't Tell 'Em",4
"2gE95JskwQ1pCACTpGe1Db","11th Grade","Creedence Clearwater Revival ~ Down On The Corner",4
"5hVghJ4KaYES3BFUATCYn0","11th Grade","Tyler, The Creator ~ EARFQUAKE",4
"1EaKU4dMbesXXd3BrLCtYG","11th Grade","Kendrick Lamar ~ ELEMENT.",4
"5IMtdHjJ1OtkxbGe4zfUxQ","11th Grade","Rupert Holmes ~ Escape (The Pina Colada Song)",4
"2sXp9Qmvc7mRaDBjBgcGGi","11th Grade","The Police ~ Every Breath You Take - Remastered 2003",4
"4vwfOiyWxXeEdx4ejAJgdx","11th Grade","Huncho Jack ~ Eye 2 Eye",4
"3qGDwGqdyFq3faUU4BmhdY","11th Grade","Sia ~ Genius",4
"61Q9oJNd9hJQFhSDh6Qlap","11th Grade","The Animals ~ House Of The Rising Sun",4
"2s8w7n22U328L6Pdfwdodg","11th Grade","Logic ~ I Love You Forever",4
"4Az17HfqonKSWNsaLgTBeK","11th Grade","Darius Rucker ~ If I Told You",4
"4qsVPnhbvEooD1bSNqvvh0","11th Grade","The Beatles ~ Let It Be - Remastered 2015",4
"25yQPHgC35WNnnOUqFhgVR","11th Grade","The Beatles ~ Lucy In The Sky With Diamonds - Remastered 2009",4
"3iGNoYKIabGohB9A0C7dKU","11th Grade","Duckwrth ~ MICHUUL.",4
"1U4mweNwisxNj23ffuC9gO","11th Grade","Drake ~ Miss Me",4
"745H5CctFr12Mo7cqa1BMH","11th Grade","The Temptations ~ My Girl",4
"1HOUzEsetdIPSpAgRPhZQt","11th Grade","Trey Songz ~ Nobody Else but You",4
"3XyFQxpSlGowWpZkIn3ISA","11th Grade","Vishal Dadlani ~ One Two Three Four (Get On The Dance Floor)",4
"05RgAMGypEvqhNs5hPCbMS","11th Grade","Van Halen ~ Panama - 2015 Remaster",4
"3A2OHirUAlQp2x73BJlEDA","11th Grade","Mike WiLL Made-It ~ Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",4
"0SYRVn2YF7HBscQEmlkpTI","11th Grade","The Police ~ Roxanne - Remastered 2003",4
"688QpQAwqsLdBR6lr13wK1","11th Grade","Post Malone ~ Same Bitches (feat. G-Eazy & YG)",4
"6urL4lfM0LQe2zGWITrpvP","11th Grade","Maroon 5 ~ Shoot Love",4
"7vGuf3Y35N4wmASOKLUVVU","11th Grade","Marshmello ~ Silence",4
"5IjRKZlpKVBBRn0COL7pik","11th Grade","YG ~ Stop Snitchin",4
"4EpZ4eYuZOwPSSwyqpdHnJ","11th Grade","Rex Orange County ~ Sunflower",4
"7xHWNBFm6ObGEQPaUxHuKO","11th Grade","Sia ~ The Greatest (feat. Kendrick Lamar)",4
"7fBv7CLKzipRk6EC6TWHOB","11th Grade","The Weeknd ~ The Hills",4
"3TO7bbrUKrOSPGRTB5MeCz","11th Grade","Pink Floyd ~ Time",4
"5ZBeML7Lf3FMEVviTyvi8l","11th Grade","The Beatles ~ Twist And Shout - Remastered 2009",4
"11IzgLRXV7Cgek3tEgGgjw","11th Grade","Queen ~ Under Pressure - Remastered 2011",4
"7uSZPbd8DxdkmSauCKnITY","11th Grade","San Holo ~ We Rise",4
"0D5CXSUx8GOCHSY8KWgi9h","11th Grade","Logic ~ Yuck",4
"1pctwlBtIcKIjQMzsVcGHB","11th-12th Summer","The Beatles ~ A Hard Day's Night - Remastered 2015",4
"2nBI3iWLhupR7LyAJ5GGkE","11th-12th Summer","Kanye West ~ Champions",4
"4qDHt2ClApBBzDAvhNGWFd","11th-12th Summer","Noisestorm ~ Crab Rave",4
"4ntsD33Pgsgk8rUyZLLiUV","11th-12th Summer","Joey Bada$$ ~ DEVASTATED",4
"5EV4bGHxVN0kHpcAFvgnTt","11th-12th Summer","boy pablo ~ Dance, Baby!",4
"43DHLzDkncpby82Po5jlOZ","11th-12th Summer","Queen ~ Don't Stop Me Now",4
"2gE95JskwQ1pCACTpGe1Db","11th-12th Summer","Creedence Clearwater Revival ~ Down On The Corner",4
"4X5f3vT8MRuXF68pfjNte5","11th-12th Summer","A$AP Rocky ~ F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4
"0yFvWTLs3iIwDbc91noXGT","11th-12th Summer","Chance the Rapper ~ GRoCERIES",4
"0m1KYWlT6LhFRBDVq9UNx4","11th-12th Summer","Drake ~ HYFR (Hell Ya Fucking Right)",4
"7DD1ojeTUwnW65g5QuZw7X","11th-12th Summer","Gloria Gaynor ~ I Will Survive - 1981 Re-recording",4
