"ID","Season","Song","Plays"
"6MtKObWYda2qnNIpJI21uD","Winter","Kid Cudi ~ Pursuit Of Happiness (Nightmare)",50
"2V4bv1fNWfTcyRJKmej6Sj","Fall","Mike Posner ~ Cooler Than Me - Single Mix",49
"4aVuWgvD0X63hcOCnZtNFA","Fall","TOTO ~ Hold the Line",49
"58k32my5lKofeZRtIvBDg9","Summer","Baby Keem ~ HONEST",49
"6SwRhMLwNqEi6alNPVG00n","Summer","Kendrick Lamar ~ LOYALTY. FEAT. RIHANNA.",49
"58TaFP5j5i9swOf584yon2","Fall","Travis Scott ~ HOUSTONFORNICATION",48
"3iVcZ5G6tvkXZkZKlMpIUs","Spring","Kendrick Lamar ~ Alright",48
"5eqK0tbzUPo2SoeZsov04s","Summer","21 Savage ~ Bank Account",48
"3sTN90bIP2cJ1783ctHykO","Summer","Mura Masa ~ Love$ick (feat. A$AP Rocky)",48
"68Dni7IE4VyPkTOH9mRWHr","Summer","J. Cole ~ No Role Modelz",48
"7iN1s7xHE4ifF5povM6A48","Winter","The Beatles ~ Let It Be - Remastered 2009",48
"393MDhe62s8hbH8ETrlxe5","Winter","Kid Cudi ~ Mr. Rager",48
"20MuVazoNMv6xjKPnRFOxG","Winter","Travis Scott ~ WAKE UP",48
"2p8IUWQDrpjuFltbdgLOag","Fall","The Weeknd ~ After Hours",47
"5SkRLpaGtvYPhw02vZhQQ9","Fall","Kanye West ~ All Falls Down",47
"124NFj84ppZ5pAxTuVQYCQ","Fall","Drake ~ Take Care",47
"6ECp64rv50XVz93WvxXMGF","Fall","Maroon 5 ~ This Love",47
"6gBFPUFcJLzWGx4lenP6h2","Spring","Travis Scott ~ goosebumps",47
"4EWCNWgDS8707fNSZ1oaA5","Summer","Kanye West ~ Heartless",47
"6Nle9hKrkL1wQpwNfEkxjh","Winter","Frank Ocean ~ Chanel",47
"43DHLzDkncpby82Po5jlOZ","Winter","Queen ~ Don't Stop Me Now",47
"6Iw6fQVKZi0fWtEQBrTFcP","Winter","Bryson Tiller ~ Timeless Interlude",47
"3ojTJaonfkL96iIWa47SU3","Fall","Chris Brown ~ Questions",46
"6HZILIRieu8S0iqY8kIKhj","Spring","Kendrick Lamar ~ DNA.",46
"1EaKU4dMbesXXd3BrLCtYG","Spring","Kendrick Lamar ~ ELEMENT.",46
"6LxSe8YmdPxy095Ux6znaQ","Spring","Drake ~ Headlines",46
"6ECp64rv50XVz93WvxXMGF","Spring","Maroon 5 ~ This Love",46
"7lAK3oHbfEnvUQWosrMMpR","Spring","Travis Scott ~ YOSEMITE",46
"6HZILIRieu8S0iqY8kIKhj","Summer","Kendrick Lamar ~ DNA.",46
"2pClJ2sX3lMEXUG6FUaRqO","Summer","Pacific Air ~ Float",46
"4rHZZAmHpZrA3iH5zx8frV","Summer","Justin Timberlake ~ Mirrors",46
"52ztI2AthLbmFHyGE3CzSl","Summer","Roy Woods ~ Monday to Monday",46
"6y6jbcPG4Yn3Du4moXaenr","Summer","blackbear ~ idfc",46
"2cDCojn6uIBM6A5xTAbl3H","Summer","Kendrick Lamar ~ m.A.A.d city",46
"20dP2DaMHIAmwWAbp7peSr","Summer","Young Thug ~ pick up the phone",46
"5bvnqVuq7UFl0txSlHpsfS","Winter","PARTYNEXTDOOR ~ LOYAL (feat. Drake)",46
"0qdQUeKVyevrbKhAo0ibxS","Winter","George Harrison ~ My Sweet Lord - Remastered 2014",46
"608xszaAxVh4m7NcKJiAbF","Winter","Eagles ~ One of These Nights - 2013 Remaster",46
"4ppTAJUbNXELZcoUaL90wo","Winter","The Weeknd ~ Try Me",46
"5cc9Zbfp9u10sfJeKZ3h16","Fall","Childish Gambino ~ 3005",45
"6LxSe8YmdPxy095Ux6znaQ","Fall","Drake ~ Headlines",45
"5hVghJ4KaYES3BFUATCYn0","Spring","Tyler, The Creator ~ EARFQUAKE",45
"560zE7eP6taPhWFErzRFD3","Spring","Jon Bellion ~ Guillotine",45
"58TaFP5j5i9swOf584yon2","Summer","Travis Scott ~ HOUSTONFORNICATION",45
"4iz9lGMjU1lXS51oPmUmTe","Summer","Kanye West ~ Homecoming",45
"7wBJfHzpfI3032CSD7CE2m","Summer","Travis Scott ~ STARGAZING",45
"2Zy7XVdxyZQB8xp5xbpJdl","Summer","Travis Scott ~ way back",45
"2HbKqm4o0w5wEeEFXm2sD4","Winter","Kendrick Lamar ~ Money Trees",45
"6G0FACzGN80Dj2v4ass5rq","Winter","iann dior ~ gone girl",45
"2cYqizR4lgvp4Qu6IQ3qGN","Fall","Travis Scott ~ BUTTERFLY EFFECT",44
"6nO3tr47nr2P7f3hXb8JIo","Fall","NAV ~ Champion (feat. Travis Scott)",44
"2xLMifQCjDGFmkHkpNLD9h","Fall","Travis Scott ~ SICKO MODE",44
"5jyyPsIGM2yqkZN9R3TmvN","Fall","Khalid ~ The Ways (with Swae Lee)",44
"7lAK3oHbfEnvUQWosrMMpR","Fall","Travis Scott ~ YOSEMITE",44
"58k32my5lKofeZRtIvBDg9","Spring","Baby Keem ~ HONEST",44
"6SwRhMLwNqEi6alNPVG00n","Spring","Kendrick Lamar ~ LOYALTY. FEAT. RIHANNA.",44
"2K9Ovn1o2bTGqbsABGC6m3","Spring","The Weeknd ~ Too Late",44
"4Pwjz3DfvfQWV0rO2V8jyh","Summer","Kendrick Lamar ~ Bitch, Don't Kill My Vibe",44
"6sy3LkhNFjJWlaeSMNwQ62","Summer","OneRepublic ~ Counting Stars",44
"4RVbK6cV0VqWdpCDcx3hiT","Summer","KIDS SEE GHOSTS ~ Reborn",44
"5WoaF1B5XIEnWfmb5NZikf","Summer","Miguel ~ Sky Walker (feat. Travis Scott)",44
"3pXF1nA74528Edde4of9CC","Winter","Bryson Tiller ~ Don't",44
"4aVuWgvD0X63hcOCnZtNFA","Winter","TOTO ~ Hold the Line",44
"2aPTvyE09vUCRwVvj0I8WK","Winter","A$AP Rocky ~ Sundress",44
"0DJBgBiYeSn6n1AXAkFVE8","Fall","Jorja Smith ~ I Am",43
"7Ks4VCY1wFebnOdJrM13t6","Spring","Kendrick Lamar ~ Wesley's Theory",43
"2EEeOnHehOozLq4aS0n6SL","Spring","KYLE ~ iSpy (feat. Lil Yachty)",43
"6vWEAOUSxohKxhp0K1BsxL","Summer","YNW Melly ~ Mixed Personalities (feat. Kanye West)",43
"4XNrMwGx1SqP01sqkGTDmo","Summer","Maroon 5 ~ One More Night",43
"2tPcTFiQF9MbVUyjZ3zDhA","Summer","SOB X RBE ~ Paramedic!",43
"5aqUqSq0SqGBAqEn27PEzc","Summer","Kanye West ~ Pure Souls",43
"1NrJYpdAi7uosDRPmSYrsG","Fall","OneRepublic ~ Apologize",42
"6QdnKD1zwEgyOWtkrdzlOF","Fall","The Weeknd ~ Hurt You",42
"0uxSUdBrJy9Un0EYoBowng","Spring","Lil Uzi Vert ~ 20 Min",42
"6I6NX6tjGsxFAsIfGzY9lJ","Spring","J. Cole ~ Deja Vu",42
"69kOkLUCkxIZYexIgSG8rq","Spring","Daft Punk ~ Get Lucky (feat. Pharrell Williams and Nile Rodgers)",42
"6kWxIqQDsKFYCJGbU4AjCX","Spring","The Weeknd ~ Hardest To Love",42
"0IFMbLUK5ttPmXyK16qUQu","Spring","6ix9ine ~ KIKA",42
"1ua3sHd7ojyTKzQNqQdSU4","Spring","Future ~ Mask Off",42
"5ujh1I7NZH5agbwf7Hp8Hc","Spring","Kendrick Lamar ~ Swimming Pools (Drank) - Extended Version",42
"39qRdHcl2tizWbzlM9kUlN","Spring","Coldplay ~ What If",42
"1wHZx0LgzFHyeIZkUydNXq","Summer","Travis Scott ~ Antidote",42
"5hVghJ4KaYES3BFUATCYn0","Summer","Tyler, The Creator ~ EARFQUAKE",42
"6Ozh9Ok6h4Oi1wUSLtBseN","Winter","DaBaby ~ BOP",42
"7EiZI6JVHllARrX9PUvAdX","Winter","Future ~ Low Life (feat. The Weeknd)",42
"5jyyPsIGM2yqkZN9R3TmvN","Winter","Khalid ~ The Ways (with Swae Lee)",42
"3nAq2hCr1oWsIU54tS98pL","Winter","Kanye West ~ Waves",42
"2wAJTrFhCnQyNSD3oUgTZO","Winter","J. Cole ~ Work Out",42
"1D2L6MefbXon28PzIk9I3r","Fall","Post Malone ~ 92 Explorer",41
"3O8NlPh2LByMU9lSRSHedm","Fall","Drake ~ Controlla",41
"3orEOtd8CPL8GFlpRpKuoE","Fall","The Weeknd ~ Faith",41
"7KXjTSCq5nL1LoYtL7XAwS","Fall","Kendrick Lamar ~ HUMBLE.",41
"1LmN9SSHISbtp9LoaR5ZVJ","Fall","Maroon 5 ~ Payphone",41
"1xYpVRspgaLxdJLOTQkTjg","Fall","Travis Scott ~ STOP TRYING TO BE GOD",41
"3orEOtd8CPL8GFlpRpKuoE","Spring","The Weeknd ~ Faith",41
"6xxvhqxfBAhAOsf8OJ5shT","Spring","Baby Keem ~ INVENTED IT",41
"6wpx4u1PeQlXEvZMPQ49sU","Spring","Crystal Fighters ~ Love Natural",41
"0AOvNRgl0SMfOibWA5bP8o","Spring","Kendrick Lamar ~ Money Trees",41
"3aGibUHhQyBsyumYHylw0K","Summer","Kendrick Lamar ~ Backseat Freestyle",41
"0y9uTzK9cNKSAEHnpeRG8C","Summer","Kendrick Lamar ~ DUCKWORTH.",41
"5TRPicyLGbAF2LGBFbHGvO","Summer","Kanye West ~ Flashing Lights",41
"7lAK3oHbfEnvUQWosrMMpR","Summer","Travis Scott ~ YOSEMITE",41
"23SZWX2IaDnxmhFsSLvkG2","Winter","Kanye West ~ Gorgeous",41
"5mCPDVBb16L4XQwDdbRUpz","Winter","Drake ~ Passionfruit",41
"1GqlvSEtMx5xbGptxOTTyk","Winter","Boston ~ Peace of Mind",41
"5TRPicyLGbAF2LGBFbHGvO","Fall","Kanye West ~ Flashing Lights",40
"2ncLdwTd8qzkxiJjlbiOgC","Fall","Kid Cudi ~ Mr. Rager",40
"0WtDGnWL2KrMCk0mI1Gpwz","Fall","Childish Gambino ~ Redbone",40
"7aiClxsDWFRQ0Kzk5KI5ku","Fall","blackbear ~ hot girl bummer",40
"3a1lNhkSLSkpJE4MSHpDu9","Spring","Post Malone ~ Congratulations",40
"0LcsvJQSFIQo3RjNhPcYqT","Spring","Jack Harlow ~ Luv Is Dro (feat. Static Major & Bryson Tiller)",40
"1xpXnpIpuvzpx9jz15baJF","Summer","NAV ~ Call Me",40
"0TSyYtpSnQrLqsnbSTALTP","Summer","Baby Keem ~ no sense",40
"6I6NX6tjGsxFAsIfGzY9lJ","Winter","J. Cole ~ Deja Vu",40
"3rbRruu8hsnbGPBra7xxh1","Winter","Bryce Hase ~ Off the Planet",40
"5GG3knKdxKWrNboRijxeKF","Winter","Bryson Tiller ~ Run Me Dry",40
"0sd6BRTa0O96tfEbFGhJF9","Winter","Kendrick Lamar ~ Sing About Me, I'm Dying Of Thirst",40
"5hVghJ4KaYES3BFUATCYn0","Fall","Tyler, The Creator ~ EARFQUAKE",39
"2OSfEYKhlSsLx6vn4O75RK","Fall","The Jackson 5 ~ I Want You Back",39
"1xzBco0xcoJEDXktl7Jxrr","Fall","Sheck Wes ~ Mo Bamba",39
"7tr2za8SQg2CI8EDgrdtNl","Fall","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",39
"3QzAOrNlsabgbMwlZt7TAY","Spring","Mustard ~ Ballin' (with Roddy Ricch)",39
"4KW1lqgSr8TKrvBII0Brf8","Spring","Kanye West ~ Father Stretch My Hands Pt. 1",39
"58TaFP5j5i9swOf584yon2","Spring","Travis Scott ~ HOUSTONFORNICATION",39
"4PnNzWe1LJoAMD5j5RHpI0","Summer","Joey Bada$$ ~ DEVASTATED",39
"3B54sVLJ402zGa6Xm4YGNe","Summer","French Montana ~ Unforgettable",39
"7a86XRg84qjasly9f6bPSD","Summer","fun. ~ We Are Young (feat. Janelle Monae)",39
"13JyykwyYQ3T5QxxL34ukQ","Summer","blackbear ~ chateau",39
"2tznHmp70DxMyr2XhWLOW0","Winter","Cage The Elephant ~ Cigarette Daydreams",39
"7AzlLxHn24DxjgQX73F9fU","Winter","Don Toliver ~ No Idea",39
"7KA4W4McWYRpgf0fWsJZWB","Winter","Tyler, The Creator ~ See You Again (feat. Kali Uchis)",39
"40riOy7x9W7GXjyGp4pjAv","Fall","Eagles ~ Hotel California - 2013 Remaster",38
"22VdIZQfgXJea34mQxlt81","Spring","The Weeknd ~ Can't Feel My Face",38
"5FEXPoPnzueFJQCPRIrC3c","Spring","Kid Cudi ~ Day 'N' Nite (nightmare)",38
"1eLSF6HfrRA0AsNmTkUlKx","Spring","Jay Rock ~ King's Dead (with Kendrick Lamar, Future & James Blake)",38
"3w3y8KPTfNeOKPiqUTakBh","Spring","Bruno Mars ~ Locked out of Heaven",38
"4XNrMwGx1SqP01sqkGTDmo","Spring","Maroon 5 ~ One More Night",38
"4P0osvTXoSYZZC2n8IFH3c","Spring","Maroon 5 ~ Payphone",38
"1xYpVRspgaLxdJLOTQkTjg","Spring","Travis Scott ~ STOP TRYING TO BE GOD",38
"4Kz4RdRCceaA9VgTqBhBfa","Spring","Drake ~ The Motto",38
"5IdrsGhB8D7RwNwGra9V6i","Spring","blackbear ~ chateau",38
"6nO3tr47nr2P7f3hXb8JIo","Summer","NAV ~ Champion (feat. Travis Scott)",38
"0Z1nbG2KOuRKntstSAkSox","Summer","Tory Lanez ~ FeRRis WhEEL (feat. Trippie Redd)",38
"7C5atbXdv6nTkjlEKp4jLX","Summer","Major Lazer ~ Know No Better",38
"1GtVGc1UYin3zpMUdNSSpM","Summer","Logic ~ Midnight",38
"1LmN9SSHISbtp9LoaR5ZVJ","Summer","Maroon 5 ~ Payphone",38
"2dxjKgT0li4qBI3QwuN9Ih","Summer","Kanye West ~ Touch The Sky",38
"3Q3myFA7q4Op95DOpHplaY","Summer","blackbear ~ do re mi",38
"2ZltjIqztEpZtafc8w0I9t","Winter","Childish Gambino ~ 3005",38
"3FCto7hnn1shUyZL42YgfO","Winter","Billy Joel ~ Piano Man",38
"4Pwjz3DfvfQWV0rO2V8jyh","Fall","Kendrick Lamar ~ Bitch, Don't Kill My Vibe",37
"6Nle9hKrkL1wQpwNfEkxjh","Fall","Frank Ocean ~ Chanel",37
"7vgTNTaEz3CsBZ1N4YQalM","Fall","Kanye West ~ Ghost Town",37
"2FRnf9qhLbvw8fu4IBXx78","Fall","Wham! ~ Last Christmas",37
"7EiZI6JVHllARrX9PUvAdX","Fall","Future ~ Low Life (feat. The Weeknd)",37
"1GqlvSEtMx5xbGptxOTTyk","Fall","Boston ~ Peace of Mind",37
"76iVOVsliCHlWqKuDnCfhE","Fall","Zacari ~ Redemption (with Babes Wodumo)",37
