"Season","Album","Plays"
"Winter","Mir Fontane ~ Who's Watching the Kids 2",25
"Winter","KYLE ~ iSpy (feat. Lil Yachty) - Single",25
"Fall","Childish Gambino ~ """"Awaken, My Love!""""",24
"Fall","ScHoolboy Q ~ CrasH Talk",24
"Fall","Smokepurpp ~ Deadstar",24
"Fall","Patrick Cc: ~ Launch Sequence",24
"Fall","Amine ~ ONEPOINTFIVE",24
"Fall","Smino ~ Reverend - Single",24
"Fall","Earl Sweatshirt ~ SICK!",24
"Fall","Flatbush Zombies ~ Vacation In Hell",24
"Fall","Joey Bada$$ ~ Waves - Single",24
"Spring","WESTSIDE BOOGIE ~ Everythings for Sale",24
"Spring","Travis Scott, JACKBOYS ~ JACKBOYS",24
"Spring","UB40 ~ New Wave Hits of the 80s",24
"Spring","Kodak Black ~ Painting Pictures",24
"Spring","XXXTENTACION ~ Revenge",24
"Spring","Jonah Zed ~ Summer In Slow Motion",24
"Spring","Drake ~ The Best In The World Pack - Single",24
"Summer","Joey Bada$$ ~ 500 Benz - Single",24
"Summer","A$AP Rocky ~ Babushka Boi - Single",24
"Summer","Amine ~ Caroline - Single",24
"Summer","BORNS ~ Dopamine",24
"Summer","Macklemore ~ GEMINI",24
"Summer","The Instrumentals ~ Karaoke Rap, Vol. 3",24
"Summer","Rick Ross ~ Rather You Than Me",24
"Summer","Aries ~ SAYONARA - Single",24
"Summer","VIC MENSA ~ There's Alot Going On",24
"Winter","ScHoolboy Q ~ CrasH Talk",24
"Winter","The Beach Boys ~ Pet Sounds",24
"Winter","Koi ~ Trial & Error",24
"Fall","Aries ~ DEADMAN WUNDERLAND - Single",23
"Fall","CJ Fly ~ Flytrap",23
"Fall","Roy Woods ~ Say Less",23
"Fall","Drake ~ Scorpion",23
"Fall","Polo G ~ THE GOAT",23
"Fall","Rich The Kid ~ The World Is Yours 2",23
"Spring","Vladimir Fedoseyev, Moscow RTV Symphony Orchestra ~ Beethoven: Eroica and 5th Symphonies",23
"Spring","Calvin Harris ~ Funk Wav Bounces, Vol. 1",23
"Spring","Aries ~ GENIE - Single",23
"Spring","Buddy ~ Harlan & Alondra",23
"Spring","Trippie Redd ~ LIFE'S A TRIP",23
"Spring","Madvillain, Madlib, MF DOOM ~ Madvillainy",23
"Spring","Ye Ali, Jazz Cartier ~ Ring - Single",23
"Spring","VIC MENSA ~ The Manuscript",23
"Spring","Grouplove ~ This Is This",23
"Summer","Arctic Monkeys ~ AM",23
"Summer","Childish Gambino ~ Because the Internet",23
"Summer","The Underachievers ~ Cellar Door: Terminus Ut Exordium",23
"Summer","Mac Miller ~ Circles",23
"Summer","6ix9ine ~ DUMMY BOY",23
"Summer","THE CARTERS ~ EVERYTHING IS LOVE",23
"Summer","Lil Wayne ~ FWA",23
"Summer","Shay Lia, KAYTRANADA ~ NOTHIN LIKE U / CHANCES",23
"Summer","The Beatles ~ Sgt. Pepper's Lonely Hearts Club Band",23
"Summer","Chance the Rapper ~ The Big Day",23
"Summer","Desiigner ~ Tiimmy Turner - Single",23
"Winter","Joyner Lucas ~ 508-507-2209",23
"Winter","The Weeknd ~ After Hours",23
"Winter","whiterosemoxie ~ Applause - Single",23
"Winter","Mura Masa ~ Mura Masa",23
"Winter","Lil Baby ~ Street Gossip",23
"Winter","Logic ~ Under Pressure",23
"Winter","Marco Luka ~ big talk - Single",23
"Fall","Tom The Mail Man ~ .NOTDEAD!. - Single",22
"Fall","Chance the Rapper ~ 10 Day",22
"Fall","Felly ~ Bad Radio",22
"Fall","Future ~ EVOL",22
"Fall","Domo Genesis ~ Genesis",22
"Fall","BJ the Chicago Kid ~ In My Mind",22
"Fall","JID, J. Cole ~ Off Deez - Single",22
"Fall","Ms. Danniboo, DJ Rell ~ The Black Tape",22
"Fall","Joey Bada$$ ~ Unorthodox - Single",22
"Spring","Chance the Rapper ~ 10 Day",22
"Spring","J. Cole ~ 4 Your Eyez Only",22
"Spring","Jay Rock ~ 90059",22
"Spring","Big K.R.I.T. ~ Cadillactica",22
"Spring","ScHoolboy Q ~ Groovy Tony - Single",22
"Spring","Kendrick Lamar ~ HUMBLE. - Single",22
"Spring","Gorillaz ~ Humanz",22
"Spring","DJ Khaled ~ KHALED KHALED",22
"Spring","The Cure ~ Kiss Me, Kiss Me, Kiss Me",22
"Spring","Lil Yachty ~ Lil Boat 2",22
"Spring","Danny Brown ~ Old",22
"Spring","Lil Uzi Vert, Future ~ Pluto x Baby Pluto",22
"Spring","A Boogie wit da Hoodie ~ TBA",22
"Spring","A Tribe Called Quest ~ The Low End Theory",22
"Spring","Odd Future ~ The OF Tape, Vol. 2",22
"Spring","G Herbo ~ Who Run It (Remix) [feat. Lil Uzi Vert] - Single",22
"Spring","Kendrick Lamar ~ untitled 07 l levitate - Single",22
"Summer","midwxst ~ BACK IN ACTION 2.0",22
"Summer","Mac Miller ~ Blue Slide Park",22
"Summer","Tyler, The Creator ~ Cherry Bomb",22
"Summer","Baby Smoove ~ Mr. Perfect",22
"Summer","Swae Lee, Slim Jxmmi, Rae Sremmurd ~ SR3MM",22
"Summer","Kanye West ~ ye",22
"Winter","John Givez ~ ...TO Jalisa",22
"Winter","Knxwledge ~ Buttrskotch",22
"Winter","Meek Mill ~ Championships",22
"Winter","Sol.Luna ~ Chosen - Single",22
"Winter","Cruza ~ Lost Soul (feat. Mick Jenkins) - Single",22
"Winter","Jonah Zed ~ Moonshot - Single",22
"Winter","Kill Jasper ~ Pretend - Single",22
"Winter","Mustard, Migos ~ Pure Water - Single",22
"Winter","SZA ~ SOS",22
"Fall","Daniyel ~ 82",21
"Fall","OutKast ~ Aquemini",21
"Fall","Lil Uzi Vert ~ Futsal Shuffle 2020 - Single",21
"Fall","Jonah Zed ~ Horizons - Single",21
"Fall","Dave East ~ Kairi Chanel",21
"Fall","Flipp Dinero ~ Leave Me Alone - Single",21
"Fall","Phantogram ~ Mouthful of Diamonds - Single",21
"Fall","NAV ~ NAV",21
"Fall","Vince Staples ~ RAMONA PARK BROKE MY HEART",21
"Fall","Buddy ~ Superghetto",21
"Fall","Arctic Monkeys ~ The Car",21
"Fall","Macklemore & Ryan Lewis ~ This Unruly Mess I've Made",21
"Fall","nothing,nowhere. ~ Trauma Factory",21
"Spring","Chance the Rapper ~ Angels (feat. Saba) - Single",21
"Spring","Tyler, The Creator ~ Goblin",21
"Spring","Bhad Bhabie ~ Gucci Flip Flops (feat. Lil Yachty) - Single",21
"Spring","Empire of the Sun ~ Ice On the Dune",21
"Spring","Lupe Fiasco ~ Lupe Fiasco's The Cool",21
"Spring","Lil Keed ~ Pull Up (feat. Lil Uzi Vert & YNW Melly) - Single",21
"Spring","Chance the Rapper ~ Somewhere in Paradise (feat. Jeremih & R. Kelly) - Single",21
"Spring","The Weeknd ~ Starboy",21
"Spring","Joyner Lucas ~ Ultrasound - Single",21
"Spring","Jay Rock ~ WIN - Single",21
"Summer","A$AP Mob ~ Feels So Good (feat. A$AP Rocky, A$AP Ferg, A$AP Nast & A$AP Twelvyy) - Single",21
"Summer","BJ the Chicago Kid ~ In My Mind",21
"Summer","Tory Lanez ~ LoVE me NOw",21
"Summer","Metro Boomin ~ NOT ALL HEROES WEAR CAPES",21
"Summer","Young Thug, Young Stoner Life ~ Slime Language",21
"Summer","Earl Sweatshirt ~ Some Rap Songs",21
"Summer","Ugly God ~ The Booty Tape",21
"Summer","Macklemore & Ryan Lewis ~ The Heist",21
"Summer","Tyler, The Creator ~ Who Dat Boy / 911 - Single",21
"Summer","Kanye West ~ Yeezus",21
"Winter","Koi ~ 10&2",21
"Winter","Tory Lanez ~ Alone At Prom",21
"Winter","GoldLink ~ And After That, We Didn't Talk",21
"Winter","Comethazine ~ Bawskee",21
"Winter","The 1975 ~ Being Funny In a Foreign Language",21
"Winter","Rick Ross ~ Buy Back the Block (feat. 2 Chainz & Gucci Mane) - Single",21
"Winter","Mere Raj ~ Come Inside It's Getting Dark",21
"Winter","Big Sean ~ Def Jam Presents: Direct Deposit, Vol. 2",21
"Winter","Metro Boomin, Big Sean ~ Double Or Nothing",21
"Winter","Dion ~ Runaround Sue",21
"Winter","Aries ~ SANTA MONICA - Single",21
"Winter","Drake ~ Scary Hours",21
"Winter","VIC MENSA ~ U Mad (feat. Kanye West) - Single",21
"Winter","Lil Baby ~ Woah - Single",21
"Fall","midwxst ~ BACK IN ACTION 3.0",20
"Fall","Frank Ocean ~ Channel ORANGE",20
"Fall","Mustard ~ Dangerous World (feat. Travis Scott & YG) - Single",20
"Fall","The Weeknd ~ Dawn FM",20
"Fall","Koi ~ Do You Agree? - Single",20
"Fall","Calvin Harris ~ Funk Wav Bounces, Vol. 1",20
"Fall","Post Malone ~ Hollywood's Bleeding",20
"Fall","Nas ~ Illmatic XX",20
"Fall","Hippo Campus ~ LP3",20
"Fall","Jeezy ~ Pressure",20
"Fall","Kanye West, JAY-Z ~ Watch the Throne",20
"Fall","Felly ~ Young Fel 2",20
"Fall","Kanye West ~ ye",20
"Spring","midwxst ~ BACK IN ACTION 2.0",20
"Spring","Action Bronson ~ Blue Chips 7000",20
"Spring","50 Cent ~ Get Rich or Die Tryin'",20
"Spring","A Boogie wit da Hoodie ~ Hoodie SZN",20
"Spring","Future ~ I NEVER LIKED YOU",20
"Spring","Doja Cat ~ Kiss Me More (feat. SZA) - Single",20
"Spring","Tory Lanez ~ LoVE me NOw",20
"Spring","Juice WRLD ~ Lucid Dreams - Single",20
"Spring","Drake ~ Nice For What - Single",20
"Spring","Denzel Curry ~ Percs - Single",20
"Spring","2 Chainz ~ Rap or Go to the League",20
"Spring","A Boogie wit da Hoodie ~ The Bigger Artist",20
"Spring","Common ~ The Dreamer, The Believer",20
"Spring","Baby Keem ~ The Melodic Blue",20
"Summer","Lil Baby, Gunna ~ Drip Too Hard - Single",20
"Summer","Polo G ~ Hall of Fame",20
"Summer","The Cure ~ Kiss Me, Kiss Me, Kiss Me",20
"Summer","The Beach Boys ~ Pet Sounds",20
"Summer","Lil Skies ~ Shelby",20
"Summer","Mick Jenkins ~ The Circus",20
"Summer","Pink Floyd ~ The Dark Side of the Moon",20
"Summer","Cordae ~ The Lost Boy",20
"Summer","YoungBoy Never Broke Again ~ Top",20
"Winter","Kanye West ~ 808s & Heartbreak",20
"Winter","Kenny Beats, Denzel Curry ~ ?Cosmic?.m4a (The Alchemist Version) [feat. Joey Bada$$] - Single",20
"Winter","Arctic Monkeys ~ AM",20
"Winter","Dro Kenji ~ ANYWHERE BUT HERE",20
"Winter","Rich The Kid ~ BOSS MAN",20
"Winter","Childish Gambino ~ Because the Internet",20
"Winter","Frank Ocean ~ Channel ORANGE",20
"Winter","The Chords ~ Doo Wop Classics, Vol. 6",20
"Winter","EARTHGANG ~ Mirrorland",20
"Winter","Kendrick Lamar ~ Mr. Morale & The Big Steppers",20
"Winter","DJ Luke Nasty ~ OTW - Single",20
"Winter","PARTYNEXTDOOR ~ PARTYNEXTDOOR",20
"Winter","JID, Dreamville, Bas ~ Revenge of the Dreamers III",20
"Winter","Swae Lee, Slim Jxmmi, Rae Sremmurd ~ SR3MM",20
"Winter","Arctic Monkeys ~ The Car",20
"Winter","whiterosemoxie ~ Twotone",20
"Winter","Lil Skies ~ Unbothered",20
"Winter","Brent Faiyaz ~ WASTELAND",20
"Winter","Post Malone ~ beerbongs & bentleys",20
"Fall","Trippie Redd ~ A Love Letter To You",19
"Fall","PARTYNEXTDOOR ~ COLOURS",19
"Fall","Chief Keef ~ Dedication",19
"Fall","Earl Sweatshirt ~ FEET OF CLAY",19
"Fall","Elroy ~ Fairytale - Single",19
"Fall","Kota the Friend ~ Lyrics to GO, Vol. 2",19
"Fall","UB40 ~ New Wave Hits of the 80s",19
"Fall","Lil Uzi Vert ~ RED & WHITE",19
"Fall","XXXTENTACION ~ SKINS",19
"Fall","Ski Mask the Slump God ~ You Will Regret (Reloaded)",19
"Spring","Rae Sremmurd ~ By Chance - Single",19
"Spring","Kendrick Lamar ~ County Building Blues - Single",19
"Spring","Fekky ~ Gossip (feat. Giggs) - Single",19
"Spring","Rae Sremmurd ~ Over Here (feat. Bobo Swae) - Single",19
"Spring","Quality Control, Lil Baby, DaBaby ~ Quality Control: Control The Streets, Vol. 2",19
"Spring","Olivia Rodrigo ~ SOUR",19
"Spring","BlocBoy JB ~ Simi",19
"Spring","Blaccmass ~ Starseed",19
"Spring","Lil Wayne ~ Tha Carter IV",19
"Summer","Yeat ~ 2 Alive",19
"Summer","twenty one pilots ~ Blurryface",19
"Summer","Big K.R.I.T. ~ Cadillactica",19
"Summer","Haiti Babii ~ Change Ya Life - Single",19
"Summer","Logic ~ Everybody",19
"Summer","J.I the Prince of N.Y ~ Hood Life Krisis, Vol. 1",19
"Summer","Tee Grizzley ~ My Moment",19
"Summer","Jack Harlow ~ THRU THE NIGHT (feat. Bryson Tiller) - Single",19
"Winter","twenty one pilots ~ Blurryface",19
"Winter","Bankrol Hayden ~ Cabo - Single",19
"Winter","Beast Coast ~ Escape From New York",19
"Winter","KIDS SEE GHOSTS ~ KIDS SEE GHOSTS",19
"Winter","J. Cole ~ MIDDLE CHILD - Single",19
"Winter","Ye Ali, Jazz Cartier ~ Ring - Single",19
"Winter","Calvin Harris ~ Slide (feat. Frank Ocean & Migos) - Single",19
"Winter","Lil Baby ~ Sum 2 Prove - Single",19
"Winter","Common ~ The Dreamer, The Believer",19
"Winter","midwxst ~ better luck next time.",19
"Fall","Travis Scott ~ A-Team - Single",18
"Fall","midwxst ~ BACK IN ACTION 2.0",18
"Fall","Jay Rock ~ Gumbo - Single",18
"Fall","Slippery Salazar ~ Misty (feat. Aries) - Single",18
"Fall","Nas ~ NASIR",18
"Fall","Roddy Ricch, Mustard ~ Perfect Ten",18
"Fall","D Smoke ~ Rhythm + Flow Soundtrack: The Final Episode (Music from the Netflix Original Series)",18
"Fall","convolk ~ Sinister - Single",18
"Fall","Khalid ~ Suncity",18
"Fall","MadeinTYO ~ True's World",18
"Fall","Slippery Salazar, Aries ~ UR NOT PRECIOUS - Single",18
"Spring","Greta Van Fleet ~ Anthem of the Peaceful Army",18
"Spring","DaBaby ~ BLAME IT ON BABY",18
"Spring","Jack Harlow, Felly ~ Cheap Cheap - Single",18
"Spring","Tyler, The Creator ~ Cherry Bomb",18
"Spring","J. Cole ~ Cole World - The Sideline Story",18
"Spring","Dr. Dre ~ Compton",18
"Spring","Logic ~ Confessions of a Dangerous Mind",18
"Spring","Juice WRLD, Future ~ Future & Juice WRLD Present... WRLD ON DRUGS",18
"Spring","Isaiah Rashad ~ Lay Wit Ya (feat. Duke Deuce) - Single",18
"Spring","Amine ~ Limbo",18
"Spring","Ski Mask the Slump God ~ STOKELEY",18
"Spring","Lil Uzi Vert ~ XO TOUR Llif3 - Single",18
"Summer","Tee Grizzley ~ Activated",18
"Summer","Guns N' Roses ~ Appetite for Destruction (Super Deluxe)",18
"Summer","PnB Rock ~ Catch These Vibes",18
"Summer","Jalen Santoy ~ Charlie Eastern",18
"Summer","Gunna ~ Drip Season 3",18
"Summer","Imagine Dragons ~ Evolve",18
"Summer","Pop Smoke ~ Faith",18
"Summer","Future ~ I NEVER LIKED YOU",18
"Summer","Don Toliver ~ JACKBOYS",18
"Summer","Hippo Campus ~ Landmark",18
"Summer","Young Thug ~ On the Rvn",18
"Summer","A$AP Mob ~ RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean) - Single",18
"Summer","Smino ~ Reverend - Single",18
"Summer","KAMI ~ Right Now (feat. Vic Mensa) - Single",18
"Summer","Fun. ~ Some Nights",18
"Summer","Rauw Alejandro ~ VICE VERSA",18
"Summer","Kendrick Lamar, Baby Keem ~ family ties - Single",18
"Summer","Kendrick Lamar ~ untitled 07 l levitate - Single",18
"Winter","Ramzoid ~ Castle - Single",18
"Winter","Polo G ~ Hall of Fame",18
"Winter","DaBaby ~ KIRK",18
"Winter","Buddy ~ Shine - Single",18
"Winter","Fun. ~ Some Nights",18
"Winter","Pink Floyd ~ The Dark Side of the Moon",18
"Winter","Takeoff ~ The Last Rocket",18
"Winter","Kanye West ~ Yeezus",18
"Fall","Statik Selektah ~ 8",17
"Fall","Van Morrison ~ Blowin' Your Mind!",17
"Fall","Royce da 5'9 ~ Book of Ryan",17
"Fall","Dr. Dre ~ Compton",17
"Fall","Joey Bada$$ ~ Front & Center - Single",17
"Fall","Roddy Ricch ~ LIVE LIFE FAST",17
"Fall","Rapsody ~ Laila's Wisdom",17
"Fall","Lil Yachty ~ Summer Songs 2",17
"Fall","A Boogie wit da Hoodie ~ The Bigger Artist",17
"Spring","Kanye West ~ All Day (feat. Theophilus London, Allan Kingdom & Paul McCartney) - Single",17
"Spring","Hippo Campus ~ Bambi",17
"Spring","Aries ~ CONVERSATIONS - Single",17
"Spring","Future ~ DS2",17
"Spring","Drake ~ Honestly, Nevermind",17
"Spring","J.I the Prince of N.Y ~ Hood Life Krisis, Vol. 1",17
"Spring","Juice WRLD ~ Legends Never Die (Video Version)",17
"Spring","YFN Lucci ~ Long Live Nut",17
"Spring","DJ Khaled ~ Major Key",17
"Spring","Trippie Redd, Playboi Carti ~ Miss the Rage - Single",17
"Spring","Young Thug ~ On the Rvn",17
"Spring","Joey Purp ~ QUARTERTHING",17
"Spring","Drake ~ Take Care",17
"Summer","Dr. Dre ~ 2001 (Instrumentals Only)",17
"Summer","Denzel Curry ~ 32 Zel / Planet Shrooms",17
"Summer","Ramzoid ~ 9 Lives - Single",17
"Summer","Snoop Dogg ~ BUSH",17
"Summer","Don Toliver, CHASE B ~ Cafeteria (feat. Gunna) - Single",17
"Summer","ScHoolboy Q ~ CrasH Talk",17
"Summer","Future ~ High Off Life",17
"Summer","Nas ~ I Am...",17
"Summer","DJ Khaled ~ KHALED KHALED",17
"Summer","Baby Smoove ~ La Vibes",17
"Summer","JAY-Z ~ Magna Carta... Holy Grail",17
"Summer","Pop Smoke ~ Meet the Woo 2",17
"Summer","Lil Baby ~ Street Gossip",17
"Summer","Drake ~ Take Care",17
"Summer","Lil Yachty ~ Teenage Emotions",17
"Summer","Young Thug, Travis ~ Trap Still Boomin' 3",17
"Summer","tsubi club ~ burbank house - Single",17
"Summer","blackbear ~ digital druglord",17
"Winter","Freddie Gibbs ~ $oul $old $eparately",17
"Winter","Guapdad 4000, !llmind ~ 1176",17
"Winter","Young Thug ~ Barter 6",17
"Winter","Van Morrison ~ Blowin' Your Mind!",17
"Winter","Metro Boomin ~ Blue Pill (feat. Travis Scott) - Single",17
"Winter","Sting, Shaggy ~ Don't Make Me Wait - Single",17
"Winter","Kota the Friend ~ Everything",17
"Winter","Domo Genesis ~ Genesis",17
"Winter","Jonah Zed ~ Horizons - Single",17
"Winter","Kodak Black ~ Lil Big Pac",17
"Winter","Action Bronson ~ Mr. Wonderful",17
"Winter","Beach House ~ Once Twice Melody",17
"Winter","Swae Lee, Slim Jxmmi, Rae Sremmurd ~ Powerglide (feat. Juicy J) - Single",17
"Winter","Ramzoid ~ RED BEAMS - Single",17
"Winter","YBN Nahmir ~ Rubbin Off the Paint - Single",17
"Winter","Macklemore & Ryan Lewis ~ The Heist",17
"Winter","DJ ESCO ~ Too Much Sauce (feat. Future & Lil Uzi Vert) - Single",17
"Winter","Yung Lean ~ Warlord",17
"Winter","Ugly God ~ Water - Single",17
"Winter","Logic ~ YSIV",17
"Fall","Vince Guaraldi Trio ~ A Charlie Brown Christmas (Original 1965 TV Soundtrack)",16
"Fall","Baby Smoove ~ Baby",16
"Fall","Bazzi ~ COSMIC",16
"Fall","Mac Miller ~ Circles",16
"Fall","Migos ~ Culture II",16
"Fall","Juice WRLD ~ Fighting Demons",16
"Fall","Tory Lanez ~ I Told You",16
"Fall","Young M.A ~ Ooouuu - Single",16
"Fall","Talib Kweli ~ Radio Silence",16
"Fall","Swae Lee, Slim Jxmmi, Rae Sremmurd ~ SR3MM",16
"Fall","Mick Jenkins ~ The Circus",16
"Fall","OneRepublic ~ Waking Up",16
"Fall","Offset, Metro Boomin ~ Without Warning",16
"Spring","Travis Scott ~ A-Team - Single",16
"Spring","Danny Brown ~ Atrocity Exhibition",16
"Spring","DaBaby ~ Baby on Baby",16
"Spring","Rob $tone ~ Chill Bill (feat. J. Davi$ & Spooks) - Single",16
"Spring","Snoh Aalegra ~ FEELS",16
"Spring","MIKNNA, Kadhja Bonet, JID, Free Nationals ~ Free Nationals",16
"Spring","Post Malone ~ Hollywood's Bleeding",16
"Spring","Nas ~ I Am...",16
"Spring","Big Sean ~ I Decided.",16
"Spring","Athan ~ Lifeless - Single",16
"Spring","Kanye West ~ Lift Yourself - Single",16
"Spring","EARTHGANG ~ Mirrorland",16
"Spring","Dave East ~ Paranoia: A True Story",16
"Spring","Maroon 5 ~ Songs About Jane",16
"Spring","Nas ~ Stillmatic",16
"Spring","Future, Drake ~ What a Time To Be Alive",16
"Spring","Isaiah Rashad ~ Why Worry - Single",16
"Summer","Tay-K ~ #SantanaWorld",16
"Summer","Guapdad 4000, !llmind ~ 1176",16
"Summer","Knxwledge ~ 1988",16
"Summer","Aries ~ CONVERSATIONS - Single",16
"Summer","Kendrick Lamar ~ County Building Blues - Single",16
"Summer","BROCKHAMPTON ~ Junky - Single",16
"Summer","Lil Uzi Vert ~ Luv Is Rage",16
"Summer","NAV ~ NAV",16
"Summer","J.I the Prince of N.Y ~ Need Me - Single",16
"Summer","BROCKHAMPTON ~ ROADRUNNER: NEW LIGHT, NEW MACHINE",16
"Summer","Zacari ~ Run Wild Run Free",16
"Summer","Macklemore & Ryan Lewis ~ This Unruly Mess I've Made",16
"Summer","Slippery Salazar, Aries ~ UR NOT PRECIOUS - Single",16
"Summer","A Tribe Called Quest ~ We Got It from Here... Thank You 4 Your Service",16
"Winter","Denzel Curry, Charlie Heat ~ Aloha - Single",16
"Winter","Drake ~ Certified Lover Boy",16
"Winter","Aries ~ FOOL'S GOLD - Single",16
"Winter","Drake ~ Fake Love - Single",16
"Winter","MAVI ~ Laughing so Hard, it Hurts",16
"Winter","Sheck Wes ~ MUDBOY",16
"Winter","Elton John ~ Madman Across the Water",16
"Winter","Jazz Cartier ~ Marauding in Paradise",16
"Winter","Slippery Salazar ~ Misty (feat. Aries) - Single",16
"Winter","Nicki Minaj, Migos, Cardi B ~ MotorSport - Single",16
"Winter","$uicideboy$ ~ My Liver Will Handle What My Heart Can't",16
"Winter","BROCKHAMPTON ~ ROADRUNNER: NEW LIGHT, NEW MACHINE",16
"Winter","Rick Ross ~ Rather You Than Me",16
"Winter","DNCE ~ SWAAY",16
"Winter","Young Thug, Young Stoner Life ~ Slime Language",16
"Winter","Young Thug, Young Stoner Life ~ Slime Language 2",16
"Winter","Joyner Lucas, Chris Brown ~ Stranger Things - Single",16
"Winter","Rae Sremmurd ~ T'd Up - Single",16
"Fall","Aries ~ BLOSSOM - Single",15
"Fall","Lupe Fiasco ~ DROGAS Light",15
"Fall","Joey Bada$$ ~ Devastated - Single",15
"Fall","Thundercat ~ Drunk",15
"Fall","ALLBLACK ~ Outcalls",15
"Fall","Dion ~ Runaround Sue",15
"Fall","Amine ~ Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",15
"Fall","Southside, G Herbo ~ Swervo",15
"Fall","Beach House ~ Teen Dream",15
"Fall","Eminem ~ The Marshall Mathers LP2",15
"Fall","DJ ESCO ~ Too Much Sauce (feat. Future & Lil Uzi Vert) - Single",15
"Spring","Kirk Knight ~ Black Noise",15
"Spring","The Chainsmokers ~ Bouquet",15
"Spring","Aries ~ FOOL'S GOLD - Single",15
"Spring","Injury Reserve ~ Injury Reserve",15
"Spring","Landon Cube ~ Makeup - Single",15
"Spring","Lil Mosey ~ Northsbest",15
"Spring","Desiigner ~ Outlet - Single",15
"Spring","Chester Watson ~ Past Cloaks",15
"Spring","Pop Smoke ~ Shoot For The Stars Aim For The Moon",15
"Spring","$uicideboy$ ~ Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway",15
"Spring","REASON ~ There You Have It",15
"Spring","Logic ~ YSIV",15
"Summer","Kanye West ~ 808s & Heartbreak",15
"Summer","KAYTRANADA ~ 99.9%",15
"Summer","whiterosemoxie ~ ALL i've HEARD - Single",15
"Summer","The Beatles ~ Abbey Road (Remastered)",15
"Summer","Tyler, The Creator ~ BEST INTEREST - Single",15
"Summer","J. Cole ~ Cole World - The Sideline Story",15
"Summer","Aries ~ DITTO - Single",15
"Summer","WESTSIDE BOOGIE ~ Everythings for Sale",15
"Summer","Don Toliver ~ Heaven Or Hell",15
"Summer","Lil Nas X, Jack Harlow ~ INDUSTRY BABY - Single",15
"Summer","Athan ~ Lifeless - Single",15
"Summer","Kodak Black ~ Lil Big Pac",15
"Summer","Sheck Wes ~ MUDBOY",15
"Summer","whiterosemoxie, Kato On The Track ~ NOTHING is IDEAL - Single",15
"Summer","Lil Uzi Vert ~ New Patek - Single",15
"Summer","UB40 ~ New Wave Hits of the 80s",15
"Summer","Lynchparty ~ She Likes Me (feat. KC the Plug) - Single",15
"Winter","Childish Gambino ~ """"Awaken, My Love!""""",15
"Winter","YoungBoy Never Broke Again ~ AI YoungBoy 2",15
"Winter","Silk Sonic, Bruno Mars, Anderson .Paak ~ An Evening With Silk Sonic",15
"Winter","Trippie Redd ~ Dark Knight Dummo (feat. Travis Scott) - Single",15
"Winter","TyFontaine ~ Duse N Juice (feat. Lil Keed) - Single",15
"Winter","Nas ~ I Am...",15
"Winter","Jazz Cartier ~ Just In Case - Single",15
"Winter","Syndicate Sound Labs ~ Kendrick's Instrumentals, Vol. 1",15
"Winter","Juice WRLD ~ Legends Never Die (Video Version)",15
"Winter","Mere Raj ~ Nasty - Single",15
"Winter","Baby Keem ~ ORANGE SODA - Single",15
"Winter","Young Thug ~ On the Rvn",15
"Winter","Roddy Ricch, Mustard ~ Perfect Ten",15
"Winter","Isaiah Rashad ~ Smile - Single",15
"Winter","Smokepurpp ~ Up Now Fuck Next",15
"Winter","Rauw Alejandro ~ VICE VERSA",15
"Winter","Post Malone ~ rockstar (feat. 21 Savage) - Single",15
"Fall","Guns N' Roses ~ Appetite for Destruction (Super Deluxe)",14
"Fall","A Boogie wit da Hoodie ~ B4 AVA",14
"Fall","Snoop Dogg ~ BUSH",14
"Fall","The Weeknd ~ Beauty Behind the Madness",14
"Fall","Sigurd Barrett ~ Bornesange Fra Sigurds Bjornetime - Bornemusik Med Sigurd Barrett",14
"Fall","Cage the Elephant ~ Cage the Elephant",14
"Fall","The Beach Boys ~ Christmas with The Beach Boys",14
"Fall","Gunna ~ Drip Season 3",14
"Fall","Gucci Mane ~ Droptopwop",14
"Fall","Astrel K ~ Flickering I",14
"Fall","50 Cent ~ Get Rich or Die Tryin'",14
"Fall","Lance Skiiiwalker ~ Introverted Intuition",14
"Fall","Lil Yachty ~ Lil Boat",14
"Fall","Lil Uzi Vert ~ New Patek - Single",14
"Fall","Vince Staples ~ Sheet Music (Episode 02) - Single",14
"Fall","The Game ~ The R.E.D. Album",14
"Fall","Denzel Curry ~ ZUU",14
"Spring","Playboi Carti ~ @ MEH - Single",14
"Spring","James Blake ~ Assume Form",14
"Spring","Comethazine ~ Bawskee 2",14
"Spring","Young Thug ~ Best Friend - Single",14
"Spring","Ramzoid ~ Castle - Single",14
"Spring","Lupe Fiasco ~ DROGAS Light",14
"Spring","Mick Jenkins ~ Elephant in the Room",14
"Spring","Smokepurpp ~ Florida Jit",14
"Spring","John Legend ~ Love in the Future",14
"Spring","Sheck Wes ~ MUDBOY",14
"Spring","Slippery Salazar ~ Misty (feat. Aries) - Single",14
"Spring","Jonah Zed ~ Night Fever - Single",14
"Spring","Lil Uzi Vert ~ That's a Rack - Single",14
"Spring","Eminem ~ The Marshall Mathers LP",14
"Spring","G Herbo ~ Who Run It - Single",14
