"Season","Album","Plays"
"Summer","Peer Lynge ~ Nuuk",3
"Summer","Ozuna ~ Odisea",3
"Summer","Little Venice ~ One",3
"Summer","Keith Urban ~ One Too Many",3
"Summer","Carlie Hanson ~ Only One",3
"Summer","Flo Rida ~ Only One Flo (Part 1)",3
"Summer","Imagine Dragons ~ Origins",3
"Summer","J Balvin ~ Otra Noche Sin Ti",3
"Summer","Calvin Harris ~ Over Now (with The Weeknd)",3
"Summer","Minik Knudsen ~ Over skyerne",3
"Summer","Russ ~ Overdue",3
"Summer","Maluma ~ PB.DB. The Mixtape",3
"Summer","PRETTYMUCH ~ PRETTYMUCH an EP",3
"Summer","Rod Wave ~ PTSD",3
"Summer","Savannah De Lucia ~ Pacific",3
"Summer","Rochak Kohli ~ Paniyon Sa (From """"Satyameva Jayate"""")",3
"Summer","Moments of Clarity ~ Paradigm Shift",3
"Summer","Shae Gill ~ Pasoori",3
"Summer","Rando ~ Passionfruit",3
"Summer","Weston Estate ~ Pears",3
"Summer","Trippie Redd ~ Pegasus: Neon Shark vs Pegasus Presented By Travis Barker",3
"Summer","Chieloka ~ Pendwmpian",3
"Summer","Hayley Williams ~ Petals For Armor",3
"Summer","Arin Ray ~ Phases II",3
"Summer","Petit Biscuit ~ Pick Your Battles",3
"Summer","Henrietta Kuipers ~ Pillow",3
"Summer","Doja Cat ~ Planet Her",3
"Summer","Roddy Ricch ~ Please Excuse Me for Being Antisocial",3
"Summer","Skofee ~ Polished",3
"Summer","Yo Gotti ~ Pose (feat. Lil Uzi Vert)",3
"Summer","Tunji Ige ~ Pounds",3
"Summer","Robin Schulz ~ Prayer",3
"Summer","Joan Magana ~ Primrose",3
"Summer","Bryce Vine ~ Problems",3
"Summer","iann dior ~ Prospect (feat. Lil Baby)",3
"Summer","Ritt Momney ~ Put Your Records On",3
"Summer","Quality Control ~ Quality Control: Control The Streets Volume 1",3
"Summer","Iyaz ~ R&B Essentials",3
"Summer","Sofia Reyes ~ R.I.P. (feat. Rita Ora & Anitta)",3
"Summer","Pritam ~ Raabta",3
"Summer","Roop Kumar Rathod ~ Rab Ne Bana Di Jodi",3
"Summer","Atif Aslam ~ Race",3
"Summer","Sergei Rachmaninoff ~ Rachmaninov: Prelude in G Minor, Op. 23, No. 5",3
"Summer","Pritam ~ Radha (From """"Jab Harry Met Sejal"""")",3
"Summer","Eryk Kamylla ~ Radiant Dream",3
"Summer","Lucas Estrada ~ Radio Love",3
"Summer","Majestic ~ Rasputin",3
"Summer","Sigrid ~ Raw",3
"Summer","Ruel ~ Real Thing",3
"Summer","Spacetactular ~ Reappearance",3
"Summer","Madison Beer ~ Reckless",3
"Summer","Ludovico Einaudi ~ Reimagined. Volume 1, Chapter 1",3
"Summer","Jamie Soner ~ Release U",3
"Summer","OneRepublic ~ Rescue Me",3
"Summer","Billy Marchiafava ~ Rings",3
"Summer","Robyn Sherwell ~ Robyn Sherwell",3
"Summer","Calvin Harris ~ Rollin (feat. Future & Khalid)",3
"Summer","The Chainsmokers ~ Roses",3
"Summer","BROCKHAMPTON ~ SUGAR (Remix) [feat. Dua Lipa]",3
"Summer","Jaden ~ SYRE: THE ELECTRIC ALBUM",3
"Summer","Maisie Peters ~ Sad Girl Summer",3
"Summer","Daya ~ Safe",3
"Summer","Gryffin ~ Safe With Me (with Audrey Mika)",3
"Summer","Vishal Mishra ~ Sajna Ve",3
"Summer","Erik Satie ~ Satie: Avant-dernieres pensees",3
"Summer","Jawsh 685 ~ Savage Love (Laxed - Siren Beat)",3
"Summer","The Weeknd ~ Save Your Tears",3
"Summer","Mark Harding ~ Say It Too",3
"Summer","James Blake ~ Say What You Will",3
"Summer","Sarcastic Sounds ~ Scared of the World",3
"Summer","Nils Frahm ~ Screws",3
"Summer","Quinn Joshua ~ Sedate Dawn",3
"Summer","Madison Beer ~ Selfish",3
"Summer","Dave Bawa ~ Side Man",3
"Summer","Intentional Vibes ~ Silence of the Minds",3
"Summer","Petros Idris ~ Simien",3
"Summer","Binaural Beats Study Music ~ Simple Binaural Study Beats",3
"Summer","Kali Uchis ~ Sin Miedo (del Amor y Otros Demonios) 8",3
"Summer","Sabrina Carpenter ~ Singular Act II",3
"Summer","Huma ~ Sisargas",3
"Summer","ODIE ~ Slowly",3
"Summer","Chelsea Cutler ~ Snow In October EP",3
"Summer","Drake ~ So Far Gone",3
"Summer","Major Lazer ~ Soca Storm",3
"Summer","BlunD ~ Soft featherS",3
"Summer","Brent Faiyaz ~ Sonder Son",3
"Summer","John Vincent III ~ Songs from the Valley",3
"Summer","Guru Randhawa ~ Sonu Ke Titu Ki Sweety",3
"Summer","Faime ~ Sorry",3
"Summer","Rod Wave ~ SoulFly",3
"Summer","Borgeous ~ Souls (feat. M.BRONX)",3
"Summer","Herve Pagez ~ Spicy (with Diplo & Charli XCX)",3
"Summer","Sunwell ~ Spiritual Alignment",3
"Summer","Blewbird ~ Staring at the Sun",3
"Summer","Hailee Steinfeld ~ Starving",3
"Summer","Lugar ~ State of Unreality",3
"Summer","Devault ~ Stay",3
"Summer","Omar Apollo ~ Stereo",3
"Summer","L.Dre ~ Steven Universe",3
"Summer","Sinead Harnett ~ Stickin' (feat. Masego & VanJess)",3
"Summer","Lost Kings ~ Stuck",3
"Summer","Taylor Manns ~ Sucker",3
"Summer","Sech ~ Suenos",3
"Summer","YNW Melly ~ Suicidal (Remix) [feat. Juice WRLD]",3
"Summer","Chloe Lilac ~ Summer",3
"Summer","Faime ~ Sunrise",3
"Summer","Jawsh 685 ~ Sweet & Sour (feat. Lauv & Tyga)",3
"Summer","SYML ~ Sweet Home",3
"Summer","DVBBS ~ Swim",3
"Summer","6LACK ~ Switch",3
"Summer","J Elle ~ Take Me Away",3
"Summer","Sanjeev T ~ Take My Life with You",3
"Summer","Barrie ~ Tal Uno",3
"Summer","Paulo Londra ~ Tal Vez",3
"Summer","Y.V.E. 48 ~ Tale of Rise and Fall",3
"Summer","MOWE ~ Talk To Me (feat. Conor Maynard & RANI)",3
"Summer","MOWE ~ Talk To Me (feat. Conor Maynard, Sam Feldt & RANI)",3
"Summer","Alka Yagnik ~ Tamasha",3
"Summer","Hovvdy ~ Taster",3
"Summer","Nio Garcia ~ Te Bote (Remix)",3
"Summer","Noah Cyrus ~ Team",3
"Summer","Katy Perry ~ Teenage Dream: The Complete Confection",3
"Summer","Wallows ~ Tell Me That It's Over",3
"Summer","Rahat Fateh Ali Khan ~ Tere Bin (From """"Simmba"""")",3
"Summer","SDJM ~ That Way",3
"Summer","Passenger ~ The Boy Who Cried Wolf",3
"Summer","Kid Cudi ~ The Boy Who Flew To The Moon",3
"Summer","R. Kelly ~ The Essential R. Kelly",3
"Summer","Instrumental Performers ~ The Hits Of Kishore Kumar - An Instrumental Tribute",3
"Summer","Isaiah Rashad ~ The House Is Burning",3
"Summer","Ruth B. ~ The Intro",3
"Summer","Emotional Oranges ~ The Juice: Vol. II",3
"Summer","Nick Cannon ~ The Miseducation of The Negro You Love to Hate",3
"Summer","beabadoobee ~ The Moon Song",3
"Summer","Kid Quill ~ The Name Above the Title",3
"Summer","Yowler ~ The Offer",3
"Summer","Alessia Cara ~ The Pains Of Growing",3
"Summer","Johannes Bornlof ~ The Road To Meteora",3
"Summer","The PropheC ~ The Season",3
"Summer","Obadiah Parker ~ The Tip Jar Volume One",3
"Summer","UB40 ~ The Very Best Of",3
"Summer","Clouds Come Down ~ The View From Here",3
"Summer","Rich The Kid ~ The World Is Yours 2",3
"Summer","Gia Margaret ~ There's Always Glimmer",3
"Summer","Lauv ~ There's No Way (feat. Julia Michaels)",3
"Summer","Why Don't We ~ These Girls",3
"Summer","Nasty C ~ They Don't",3
"Summer","Sarcastic Sounds ~ Thief",3
"Summer","Kina ~ Things I Wanted To Tell You",3
"Summer","Khalid ~ This Way",3
"Summer","khai dreams ~ Through and Through",3
"Summer","Timmy T ~ Time After Time",3
"Summer","Sailors Of The 7 Seas ~ Timeframe",3
"Summer","JT Roach ~ Tipsy Love",3
"Summer","Major Lazer ~ Titans (feat. Sia & Labrinth)",3
"Summer","Rudimental ~ Toast to Our Differences",3
"Summer","Kidswaste ~ Tonight",3
"Summer","Lil Mosey ~ Top Gone (with Lunay)",3
"Summer","Gary Jules ~ Trading Snakeoil for Wolftickets",3
"Summer","Escape Velocity ~ Trojan",3
"Summer","Akon ~ Trouble Deluxe Edition",3
"Summer","Rochak Kohli ~ Tu Hi Yaar Mera (From """"Pati Patni Aur Woh"""")",3
"Summer","Jome ~ Tunnels",3
"Summer","NLSN ~ Turn You Down",3
"Summer","Djo ~ Twenty Twenty",3
"Summer","Bad Bunny ~ Un Verano Sin Ti",3
"Summer","Chance Pena ~ Up, Up & Away",3
"Summer","WDNG Crshrs ~ Utdinfiniti",3
"Summer","Arijit Singh ~ Veere Di Wedding",3
"Summer","Jakob ~ Velvet Light",3
"Summer","Thomas Welker ~ Vespers",3
"Summer","Darshan Raval ~ Vilayati Sharaab",3
"Summer","Lucas Estrada ~ Villa In Ibiza (feat. Stevie Appleton)",3
"Summer","Daniel Jang ~ Violin Covers Pt. III",3
"Summer","Tilman Stoiber ~ Vorsichtig",3
"Summer","EVAN GIIA ~ WESTWORLD",3
"Summer","Facading ~ Walk Away",3
"Summer","Hollow Coves ~ Wanderlust",3
"Summer","Szymon Kowalczyk ~ Warszawa",3
"Summer","Tones And I ~ Welcome To The Madhouse",3
"Summer","Jonas Blue ~ What I Like About You (feat. Theresa Rex)",3
"Summer","Sylvan Esso ~ What Now",3
"Summer","Kirko Bangz ~ What Yo Name Iz?",3
"Summer","Emiel Samandar ~ What is War",3
"Summer","Dimitri Vegas & Like Mike ~ When I Grow Up (feat. Wiz Khalifa)",3
"Summer","SLANDER ~ When I'm With You (feat. neverwaves)",3
"Summer","Boombox Cartel ~ Whisper",3
"Summer","SRTW ~ Whispering Still",3
"Summer","Armaan Malik ~ Why Cheat India",3
"Summer","Charlotte Lawrence ~ Why Do You Love Me",3
"Summer","Dabin ~ Wild Youth",3
"Summer","Fabrizio Paterlini ~ Winter Stories",3
"Summer","Niko Rubio ~ Wish You Were Here",3
"Summer","Gemma Casimaty ~ Wishing to Dream",3
"Summer","Offset ~ Without Warning",3
"Summer","Selena Gomez ~ Wolves",3
"Summer","Shawn Mendes ~ Wonder",3
"Summer","MAX ~ Working For The Weekend (feat. bbno$)",3
"Summer","Skrillex ~ Would You Ever",3
"Summer","Karasama Beats ~ Ye Kabira Lofi Cover",3
"Summer","Rochak Kohli ~ Yeh Saari Baat",3
"Summer","Billy Marchiafava ~ Yikes!",3
"Summer","Fickle Friends ~ You Are Someone Else",3
"Summer","Teqkoi ~ You Broke My Heart Again",3
"Summer","Great Good Fine Ok ~ You Don't Look at Me the Same",3
"Summer","Taylor Swift ~ You Need To Calm Down",3
"Summer","Jye ~ You on My Mind",3
"Summer","5 Seconds of Summer ~ Youngblood",3
"Summer","Mauve ~ Your Words",3
"Summer","Glass Animals ~ ZABA",3
"Summer","Eddy Kenzo ~ Zero to Hero",3
"Summer","Ari Lennox ~ age/sex/location",3
"Summer","keshi ~ always",3
"Summer","Billie Eilish ~ bad guy (with Justin Bieber)",3
"Summer","San Holo ~ bb u ok? deluxe",3
"Summer","Jeremy Zucker ~ better off",3
"Summer","Austin George ~ bluebonnets",3
"Summer","Mokita ~ colorblind",3
"Summer","Troye Sivan ~ could cry just thinkin about you",3
"Summer","blackbear ~ cybersex",3
"Summer","marcos g ~ dancefloor",3
"Summer","Powfu ~ death bed (coffee for your head)",3
"Summer","lovelytheband ~ finding it hard to smile",3
"Summer","iann dior ~ gone girl",3
"Summer","blackbear ~ i feel bad",3
"Summer","remy ~ i know why you stay out",3
"Summer","Christian French ~ i think too much",3
"Summer","sad alex ~ i'm glad that you found someone",3
"Summer","LANY ~ if this is the last time",3
"Summer","Lewis Watson ~ little light (acoustic version)",3
"Summer","ROLE MODEL ~ minimal",3
"Summer","yaeow ~ my first songs",3
"Summer","Alaskan Tapes ~ ppp",3
"Summer","SEB ~ seaside_demo",3
"Summer","LIL DUSTY G ~ siix",3
"Summer","Tate McRae ~ slower",3
"Summer","Lykke Li ~ so sad so sexy",3
"Summer","Mokita ~ speeding up",3
"Summer","Christian French ~ superstars",3
"Summer","Zaeden ~ tere bina",3
"Summer","Powfu ~ the long way home (feat. Sara Kays & Sarcastic Sounds)",3
"Summer","keshi ~ trilogy remixes",3
"Summer","Kamal. ~ two missed calls",3
"Summer","Gulay de Wind ~ zomerochtend",3
"Winter","Snoh Aalegra ~ - Ugh, those feels again",3
"Winter","Sofia Reyes ~ 1, 2, 3 (feat. Jason Derulo & De La Ghetto)",3
"Winter","AJR ~ 100 Bad Days",3
"Winter","Calvin Harris ~ 18 Months",3
"Winter","Adele ~ 21",3
"Winter","Ta-ku ~ 25 Nights for Nujabes",3
"Winter","Mike Posner ~ 31 Minutes to Takeoff",3
"Winter","Ed Sheeran ~ =",3
"Winter","Forester ~ A Range of Light",3
"Winter","Tiesto ~ A Town Called Paradise",3
"Winter","Ambar Lucid ~ A letter to my younger self",3
"Winter","Priya Saraiya ~ ABCD 2",3
"Winter","Andrew Garcia ~ AGOUSTIC PACK",3
"Winter","Pearl Melendez ~ Ace?rcate",3
"Winter","Ammachi ~ Aerofoil",3
"Winter","mell-o ~ Afloat Again",3
"Winter","The Weeknd ~ After Hours",3
"Winter","Ed Sheeran ~ Afterglow",3
"Winter","Flovry ~ Ages Ago",3
"Winter","Amaranth Cove ~ All Around Us",3
"Winter","Kehlani ~ All Me (feat. Keyshia Cole)",3
"Winter","Jay Sean ~ All Or Nothing",3
"Winter","Tiwa Savage ~ All Over",3
"Winter","Bebe Rexha ~ All Your Fault: Pt. 2",3
"Winter","Mome ~ Aloha",3
"Winter","Aquilo ~ Always Forever",3
"Winter","Wale ~ Ambition",3
"Winter","Noa Sandberg ~ Andas",3
"Winter","Andy Grammer ~ Andy Grammer",3
"Winter","yonderling ~ Another Summer",3
"Winter","Robin Spielberg ~ Another Time, Another Place",3
"Winter","Rex Orange County ~ Apricot Princess",3
"Winter","Niccolo Pagliani ~ Aria",3
"Winter","Maja Balder ~ Arild",3
"Winter","Masked Wolf ~ Astronaut In The Ocean",3
"Winter","Vegedream ~ Ategban",3
"Winter","Sleeping At Last ~ Atlas: Enneagram",3
"Winter","Octave Riviere ~ Aurore",3
"Winter","Jessie Reyez ~ BEFORE LOVE CAME TO KILL US",3
"Winter","Arjun Kanungo ~ Baaki Baatein Peene Baad (Shots) (feat. Badshah)",3
"Winter","Jasleen Royal ~ Baar Baar Dekho",3
"Winter","Dizzy ~ Baby Teeth",3
"Winter","Baba Jay ~ Bachti",3
"Winter","Claire Rosinkranz ~ Backyard Boy",3
"Winter","Recueil ~ Ballad with you",3
"Winter","Conkarah ~ Banana (feat. Shaggy)",3
"Winter","Ramz ~ Barking",3
"Winter","Rex Orange County ~ Bcos U Will Never B Free",3
"Winter","Vanessa Carlton ~ Be Not Nobody",3
"Winter","Junge Junge ~ Beautiful Girl (feat. Kyle Pearce)",3
"Winter","Enlightment Spirits ~ Bedtime Roses",3
"Winter","brillion. ~ Bedtime Stories Pt. 2",3
"Winter","White Noise For Baby Sleep ~ Best Tracks for Spa & Deep Sleep",3
"Winter","Naturally Recurring ~ Beyond the Atmosphere",3
"Winter","Roman Muller ~ Blame",3
"Winter","The Weeknd ~ Blinding Lights",3
"Winter","Cautious Clay ~ Blood Type",3
"Winter","Twenty One Pilots ~ Blurryface",3
"Winter","Gryffin ~ Body Back (feat. Maia Wright)",3
"Winter","Bon Iver ~ Bon Iver",3
"Winter","Lindsey Stirling ~ Brave Enough",3
"Winter","H E R B ~ Break",3
"Winter","Epifania ~ Breather",3
"Winter","Big Gigantic ~ Brighter Future",3
"Winter","Samm Henshaw ~ Broke",3
"Winter","Angele ~ Brol",3
"Winter","Brooklyn Duo ~ Brooklyn Sessions VI",3
"Winter","Clairo ~ Bubble Gum",3
"Winter","Callisto Mazzi ~ Buona notte",3
"Winter","A R I Z O N A ~ COLD NIGHTS // SUMMER DAYS",3
"Winter","Billie Eilish ~ COPYCAT",3
"Winter","Rema ~ Calm Down (with Selena Gomez)",3
"Winter","Childish Gambino ~ Camp",3
"Winter","Lokss ~ Campus",3
"Winter","Amir Obe ~ Can't Be A ____Here: Chapter 1",3
"Winter","Prince Royce ~ Carita de Inocente (feat. Myke Towers)",3
"Winter","Minnie Delarosa ~ Catch Me When I Fall",3
"Winter","Valeria Rosso ~ Celestial Road",3
"Winter","Sebastian Kamae ~ Cerveza",3
"Winter","Leah Maur ~ Chamomile",3
"Winter","Kanye West ~ Champions",3
"Winter","ALMA ~ Chasing Highs",3
"Winter","Osteriana ~ Chilling Silence",3
"Winter","Trevor Wesley ~ Chivalry Is Dead",3
"Winter","Sonn ~ Choke",3
"Winter","Sleepdealer ~ Chop Me Up",3
"Winter","The Lumineers ~ Cleopatra",3
"Winter","Ellie Goulding ~ Close To Me (feat. Swae Lee)",3
"Winter","Guru Griff ~ Cloudy",3
"Winter","Kota the Friend ~ Colorado",3
"Winter","DC The Don ~ Come As You Are",3
"Winter","Dexys Midnight Runners ~ Come On Eileen / Dubious",3
"Winter","Olivia O'Brien ~ Complicated",3
"Winter","AGM ~ Conclusion",3
"Winter","Melody Leonard ~ Constants",3
"Winter","Universo ~ Constelaciones",3
"Winter","Mindezer ~ Continuum",3
"Winter","Bankrol Hayden ~ Costa Rica",3
"Winter","The 502s ~ Could It Get Better Than This",3
"Winter","Jamie Troy ~ Cycles",3
"Winter","Yandel ~ Dangerous",3
"Winter","Madison Beer ~ Dear Society",3
"Winter","Danny Ocean ~ Dembow",3
"Winter","Nohidea ~ Departures",3
"Winter","Eric Ardouin ~ Des reves sans fin",3
"Winter","Artemio Li Fonti ~ Desiderio",3
"Winter","Greeicy ~ Destino",3
"Winter","Yashita Sharma ~ Dil Dhadakne Do",3
"Winter","Jiao Ch'ien ~ Diligence",3
"Winter","Pia Mia ~ Do It Again",3
"Winter","Ed Sheeran ~ Don't",3
"Winter","David Guetta ~ Don't Leave Me Alone (feat. Anne-Marie)",3
"Winter","Kanye West ~ Donda",3
"Winter","Aly Youranday ~ Dont Give up the Fight",3
"Winter","Future Sky ~ Doux",3
"Winter","AJ Mitchell ~ Down In Flames",3
"Winter","D4L ~ Down for Life",3
"Winter","Thundercat ~ Dragonball Durag (Remix)",3
"Winter","COIN ~ Dreamland",3
"Winter","Pim Miles ~ Dreams Within Dreams",3
"Winter","Bryce Vine ~ Drew Barrymore EP",3
"Winter","Lil Baby ~ Drip Harder",3
"Winter","Petit Biscuit ~ Drivin Thru the Night",3
"Winter","KREAM ~ Drowning",3
"Winter","Papu DJ ~ Edicion Especial Fiestas",3
"Winter","Sean Kingston ~ Eenie Meenie EP",3
"Winter","Tep No ~ Eighteen",3
"Winter","Alina Baraz ~ Electric (feat. Khalid)",3
"Winter","Ludovico Einaudi ~ Elements",3
"Winter","Black Eyed Peas ~ Elephunk",3
"Winter","Ella Eyre ~ Ella Eyre",3
"Winter","Elm Lake ~ Elm Lake",3
"Winter","RINI ~ Emerald",3
"Winter","Emma Peters ~ Emma Peters (Remixed)",3
"Winter","The Deli ~ Encounters",3
"Winter","K-391 ~ End of Time",3
"Winter","Reka Ioescu ~ Endymion",3
"Winter","Gabrielle Aplin ~ English Rain",3
"Winter","Stephen Oaks ~ Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez)",3
"Winter","Yazko ~ Ete Appetissant",3
"Winter","RUDE ~ Eternal Youth",3
"Winter","Sia ~ Everyday Is Christmas",3
"Winter","Bob Marley & The Wailers ~ Exodus",3
"Winter","HAEVN ~ Eyes Closed",3
"Winter","Snoh Aalegra ~ FEELS",3
"Winter","Prince Royce ~ FIVE",3
"Winter","Seeb ~ Fade Out",3
"Winter","Vanessa Van Buren ~ Fading Light",3
"Winter","Kudasaibeats ~ Falling",3
"Winter","James Arthur ~ Falling Like The Stars",3
"Winter","Borgeous ~ Famous (feat. Morgan St. Jean)",3
"Winter","Nicky Jam ~ Fan de Tus Fotos",3
"Winter","Faime ~ Feels Like You",3
"Winter","Atomic Kitten ~ Feels So Good",3
"Winter","Megan Thee Stallion ~ Fever",3
"Winter","Kush Kush ~ Fight Back With Love Tonight",3
"Winter","Nuit Pluie ~ Finalement",3
"Winter","EMBRZ ~ Fire",3
"Winter","Sam Smith ~ Fire On Fire",3
"Winter","Waka Flocka Flame ~ Flockaveli",3
"Winter","Altair Blake ~ Fly Away",3
"Winter","Maryna Aksenov ~ Flying Leaves",3
"Winter","Bon Iver ~ For Emma, Forever Ago",3
"Winter","John Adams ~ For Me, For Her, For You",3
"Winter","Phoebe Ryan ~ Forgetting All About You feat. Blackbear",3
"Winter","Robin Laureli ~ Fremen's Fields",3
"Winter","Juke Ross ~ Fresh Roses",3
"Winter","Omar Apollo ~ Friends",3
"Winter","Maggie Lindemann ~ Friends Go",3
"Winter","Fleurs de Son ~ From Within",3
"Winter","Dayglow ~ Fuzzybrain",3
"Winter","ZHU ~ GENERATIONWHY",3
"Winter","Pitbull ~ Global Warming: Meltdown",3
"Winter","ILLENIUM ~ God Damnit (with Call Me Karizma)",3
"Winter","James Blake ~ Godspeed",3
"Winter","Blake Rose ~ Gone",3
"Winter","Lucky Daye ~ Good & Plenty",3
"Winter","Whethan ~ Good Nights (feat. Mascolo)",3
"Winter","ILLENIUM ~ Good Things Fall Apart (with Jon Bellion)",3
"Winter","Ciara ~ Goodies",3
"Winter","Dr. Toast ~ Gravity is Quiet",3
"Winter","Tove Lo ~ Habits (Stay High)",3
"Winter","Mike Perry ~ Hands",3
"Winter","Tomppabeats ~ Harbor",3
"Winter","Skip Marley ~ Higher Place",3
"Winter","Flo Rida ~ Hola (feat. Maluma)",3
"Winter","Addict. ~ Hold Me Closer",3
"Winter","KSI ~ Holiday",3
"Winter","TPR ~ Hollow & Heartless: Melancholy Music From Kingdom Hearts",3
"Winter","Machine Gun Kelly ~ Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",3
"Winter","Kehlani ~ Honey",3
"Winter","Choker ~ Honeybloom",3
"Winter","Johnny Stimson ~ Honeymoon",3
"Winter","Shaggy ~ Hot Shot",3
"Winter","Dro Kenji ~ Houdini",3
"Winter","Slow Magic ~ How To Run Away",3
"Winter","Savannah Keyes ~ Hypocrite",3
"Winter","YNW Melly ~ I AM YOU",3
"Winter","Kasbo ~ I Get You",3
"Winter","H.E.R. ~ I Used To Know Her",3
"Winter","Robotaki ~ I Want You (feat. Matthew John Kurz)",3
"Winter","Jason Mraz ~ I Won't Give Up",3
"Winter","Gentle Bones ~ I Wouldn't Know Any Better Than You",3
"Winter","Justin Rarri ~ IN THE BEGINNING",3
"Winter","Jake Hope ~ Icare2much",3
"Winter","JP Saxe ~ If the World Was Ending (feat. Julia Michaels)",3
"Winter","Black M ~ Il etait une fois...",3
"Winter","Nas ~ Illmatic XX",3
"Winter","Finn ~ In Luv With U",3
"Winter","Xuitcasecity ~ Indxgo",3
"Winter","Goody Grace ~ Infinite",3
"Winter","Mind Explorer ~ Infinity",3
"Winter","Mr Killjoy ~ Interpalatine",3
"Winter","Geek Music ~ Interstellar- Main Theme",3
"Winter","The Format ~ Interventions and Lullabies",3
"Winter","Damso ~ Ipseite",3
"Winter","Charlie Bennett ~ Is This Falling?",3
"Winter","Anthem Lights ~ Isn't She Lovely",3
"Winter","Kygo ~ It Ain't Me (with Selena Gomez)",3
"Winter","Bob Marley & The Wailers ~ Jamming",3
"Winter","Alec Benjamin ~ Jesus In LA",3
"Winter","SiR ~ John Redcorn - A COLORS SHOW",3
"Winter","Faime ~ Journeys",3
"Winter","Dontcry ~ Jungle Jim",3
"Winter","French Montana ~ Jungle Rules",3
"Winter","Tom Walker ~ Just You and I",3
"Winter","DaBaby ~ KIRK",3
"Winter","Miguel ~ Kaleidoscope Dream",3
"Winter","Chris Anderson ~ Killing Time",3
"Winter","Natalie Jane ~ Kind of Love",3
"Winter","Mind Explorer ~ Kissing the Ambience",3
"Winter","Jason Mraz ~ Know.",3
"Winter","C4C ~ L'aventure EP",3
"Winter","ASTN ~ LA DON'T LOOK GOOD ON U",3
"Winter","John Legend ~ LEGEND",3
"Winter","Bryce Vine ~ La La Land (feat. YG)",3
"Winter","Slumberville ~ Ladybug",3
"Winter","emawk ~ Later",3
"Winter","Kungs ~ Layers",3
"Winter","Mr Killjoy ~ Less Bushie",3
"Winter","Lost Frequencies ~ Less Is More",3
"Winter","Alec Benjamin ~ Let Me Down Slowly (feat. Alessia Cara)",3
"Winter","Max Styler ~ Let Me Take You There (feat. Laura White)",3
"Winter","Blewbird ~ Let Someone Go",3
"Winter","Lost Wings ~ Levitate",3
"Winter","Jinsang ~ Life",3
"Winter","Jakob Ahlbom ~ Like Home",3
"Winter","Liquid Mind ~ Liquid Mind XI: Deep Sleep",3
"Winter","DJ Kbz ~ Lo Intentamos",3
"Winter","Sleepy Clouds ~ Looking Up",3
"Winter","shy martin ~ Lose You Too",3
"Winter","Sam Smith ~ Love Goes",3
"Winter","Burna Boy ~ Love, Damini",3
"Winter","Greyson Chance ~ Low",3
"Winter","Bad Bunny ~ MIA (feat. Drake)",3
"Winter","One Direction ~ Made In The A.M.",3
"Winter","Alvaro Soler ~ Magia",3
"Winter","Rainbow Rise ~ Majestic",3
"Winter","John Splithoff ~ Make It Happen",3
"Winter","Borgeous ~ Make Me Yours",3
"Winter","Lazy Weekends ~ Make You Remember (feat. Your Friends)",3
"Winter","Borgeous ~ Making Me Feel",3
"Winter","Shoffy ~ Marathon",3
"Winter","Russ ~ Maybe",3
"Winter","Becky G ~ Mayores",3
"Winter","Piso 21 ~ Me Llamas (feat. Maluma)",3
"Winter","Danju ~ Meins",3
"Winter","Nujabes ~ Metaphorical Music",3
"Winter","Hish ~ Miss Me",3
"Winter","Jerzy Elle ~ Mon Bateau Tranquille",3
"Winter","Zion & Lennox ~ Motivan2",3
"Winter","Heuss L'enfoire ~ Moulaga",3
"Winter","RINI ~ My Favourite Clothes",3
"Winter","Borgeous ~ My Own Way",3
"Winter","Gradur ~ Ne reviens pas",3
"Winter","GENER8ION ~ Neo Surf",3
"Winter","Julia Michaels ~ Nervous System",3
"Winter","Vicetone ~ Nevada",3
"Winter","Dennis Lloyd ~ Never Go Back",3
"Winter","Tones And I ~ Never Seen The Rain",3
"Winter","Rex Orange County ~ New House",3
"Winter","Anirudh Ravichander ~ Ninnu Chuse Anandamlo",3
"Winter","DJ Khaled ~ No Brainer",3
"Winter","DeJ Loaf ~ No Fear",3
"Winter","Rhys Lewis ~ No Right To Love You",3
"Winter","Amanda Tenfjord ~ No Thanks",3
"Winter","Martin Jensen ~ Nobody",3
"Winter","Gryffin ~ Nobody Compares To You",3
"Winter","Birdy ~ Not About Angels",3
"Winter","Drake ~ Nothing Was The Same",3
"Winter","David Guetta ~ Nothing but the Beat",3
"Winter","Scintillante ~ Notte",3
"Winter","Brooklyn Duo ~ Numb",3
"Winter","Amine ~ ONEPOINTFIVE",3
"Winter","John K ~ OT",3
"Winter","RY X ~ Oceans",3
"Winter","Jorja Smith ~ On My Mind (Jorja Smith X Preditah)",3
"Winter","Alan Walker ~ On My Way",3
"Winter","Tate McRae ~ One Day",3
"Winter","FLETCHER ~ One Too Many",3
"Winter","Life of Dillon ~ Only Fools Fall in Love",3
"Winter","Blake Rose ~ Ordinary People",3
"Winter","Szigeti Aliz ~ Orison",3
"Winter","SHAED ~ Osaka",3
"Winter","Minik Knudsen ~ Over skyerne",3
"Winter","shy martin ~ Overthinking",3
"Winter","Joseph Alphane ~ Oxygen",3
"Winter","M. Pokora ~ PYRAMIDE",3
"Winter","Mome ~ Panorama",3
"Winter","Mau y Ricky ~ Para Aventuras y Curiosidades",3
