"ID","Hour","Song","Plays"
"4QRWA5UqYU1st9aO0UfxOj","05","Logic ~ Fade Away",4
"6QgjcU0zLnzq5OrUoSZ3OK","05","Portugal. The Man ~ Feel It Still",4
"6BaCraQ9xeLYg4Sb9TBT2X","05","Calvin Harris ~ Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",4
"7p4vHnYXkxlzvfePJVpcTr","05","Childish Gambino ~ Feels Like Summer",4
"4BP3uh0hFLFRb5cjsgLqDh","05","Creedence Clearwater Revival ~ Fortunate Son",4
"0awZwmlC6pxH65KTZpadmX","05","Briston Maroney ~ Freakin' Out On the Interstate",4
"1IIKrJVP1C9N7iPtG6eOsK","05","Chris Brown ~ Go Crazy",4
"1kPpge9JDLpcj15qgrPbYX","05","Owl City ~ Good Time",4
"1X1DWw2pcNZ8zSub3uhlNz","05","The Script ~ Hall of Fame (feat. will.i.am)",4
"4JehYebiI9JE8sR8MisGVb","05","Beyonce ~ Halo",4
"2aSC2xhRxOLiiZZVjhbylH","05","Drake ~ Hold On, We're Going Home",4
"4JQpghvT0ZH2WLRqzlPUC7","05","The Weeknd ~ House Of Balloons / Glass Table Girls",4
"4pbG9SUmWIvsROVLF0zF9s","05","The Beatles ~ I Want To Hold Your Hand - Remastered 2015",4
"3KndRyfkBK1tdEHpzN85zr","05","Baby Keem ~ INVENTED IT",4
"1MpQyTgfVMpUOnwKMTSMzu","05","Bryson Tiller ~ Keep Doing What You're Doing",4
"0N3W5peJUQtI4eyR6GJT5O","05","Kendrick Lamar ~ King Kunta",4
"51Fjme0JiitpyXKuyQiCDo","05","Y2K ~ Lalala",4
"2DQNYMRjisN3KAPj1bEwOI","05","Internet Money ~ Lemonade (feat. Gunna, Don Toliver & NAV)",4
"52okn5MNA47tk87PeZJLEL","05","NF ~ Let You Down",4
"5nujrmhLynf4yMoMtj8AQF","05","Dua Lipa ~ Levitating (feat. DaBaby)",4
"3Ol2xnObFdKV9pmRD2t9x8","05","A Boogie Wit da Hoodie ~ Look Back at It",4
"60SdxE8apGAxMiRrpbmLY0","05","Eminem ~ Lucky You (feat. Joyner Lucas)",4
"3rOSwuTsUlJp0Pu0MkN8r8","05","Future ~ Mask Off",4
"4dTaAiV9xFFCxnPur9c9yL","05","David Guetta ~ Memories (feat. Kid Cudi)",4
"1oYYd2gnWZYrt89EBXdFiO","05","The Police ~ Message In A Bottle",4
"1eyzqe2QqGZUmfcPZtrIyt","05","M83 ~ Midnight City",4
"53LkLW4k4w7EOayzvx70O9","05","Logic ~ Mos Definitely",4
"2Iq6HhIquO7JKr0KfTNLzU","05","Saint Motel ~ My Type",4
"5O2P9iiztwhomNh8xkR9lJ","05","One Direction ~ Night Changes",4
"1HOUzEsetdIPSpAgRPhZQt","05","Trey Songz ~ Nobody Else but You",4
"59dLtGBS26x7kc0rHbaPrq","05","B.o.B ~ Nothin' on You (feat. Bruno Mars)",4
"7i2DJ88J7jQ8K7zqFX2fW8","05","Halsey ~ Now Or Never",4
"6ukXwaLZoMjeqA98ZdKLtq","05","Jack Harlow ~ OUT FRONT",4
"3rbRruu8hsnbGPBra7xxh1","05","Bryce Hase ~ Off the Planet",4
"4PhsKqMdgMEUSstTDAmMpg","05","The Weeknd ~ Often",4
"53CJANUxooaqGOtdsBTh7O","05","Lil Nas X ~ Old Town Road",4
"7t2bFihaDvhIrd2gn2CWJO","05","Ty Dolla $ign ~ Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",4
"2gZUPNdnz5Y45eiGxpHGSc","05","Kanye West ~ POWER",4
"4F7A0DXBrmUAkp32uenhZt","05","The Weeknd ~ Party Monster",4
"4dVpf9jZjcORqGTLUaeYj9","05","A$AP Ferg ~ Plain Jane",4
"7w87IxuO7BDcJ3YUqCyMTT","05","Foster The People ~ Pumped Up Kicks",4
"5YsP03BXEcu4PoJygpZsnW","05","Jack Harlow ~ RIVER ROAD",4
"40U8d12pC5UHqmHwXjHjjl","05","The Weeknd ~ Repeat After Me (Interlude)",4
"5vlEg2fT4cFWAqU5QptIpQ","05","Iyaz ~ Replay",4
"3UDmHZcBTQp8Iu8droNtUl","05","The Beatles ~ Revolution - Remastered 2009",4
"6p01EqejbC3B4OPdxWYojj","05","Bryson Tiller ~ Right My Wrongs",4
"45sDIKapDyxPl307QpEAwl","05","Far East Movement ~ Rocketeer",4
"36YCdzT57us0LhDmCYtrNE","05","The Weeknd ~ Rockin'",4
"0w6webWdhjRKdqJ3DeGgM1","05","Baby Keem ~ STATS",4
"6Z8R6UsFuGXGtiIxiD8ISb","05","Capital Cities ~ Safe And Sound",4
"6pcO0mAQbpKbqKeiFHuTRR","05","The Beatles ~ Sgt Pepper's Lonely Hearts Club Band",4
"5CFJRZRq6sdKKtRwNPWbYv","05","Kid Cudi ~ Show Out (with Skepta & Pop Smoke)",4
"4mU5iXHeLgbR94siF7p1sY","05","The Weeknd ~ Six Feet Under",4
"6t6oULCRS6hnI7rm0h5gwl","05","fun. ~ Some Nights",4
"0VlrUeXXJXN3xQN0UV2f03","05","Veorra ~ Strangers",4
"08HPWLi0YmRUStJzkQ1ffh","05","Giveon ~ Stuck On You",4
"26Ke3Jpz2WY7sV1Yojgz2p","05","Dizaro ~ Sunny Day",4
"4MhTFsyqIJnjsOweVcU8ug","05","Guns N' Roses ~ Sweet Child O' Mine",4
"3G6hD9B2ZHOsgf4WfNu7X1","05","Lorde ~ Team",4
"30KctD1WsHKTIYczXjip5a","05","Kid Cudi ~ Tequila Shots",4
"6SNUuxeg0NWXSEkFirAkAM","05","The Weeknd ~ The Hills - RL Grime Remix",4
"3RB6zxrgPQBUxpTtoMW60r","05","The Weeknd ~ The Town",4
"7JJmb5XwzOO8jgpou264Ml","05","Shawn Mendes ~ There's Nothing Holdin' Me Back",4
"2bJvI42r8EF3wxjOuDav4r","05","Pitbull ~ Time of Our Lives",4
"6MWH4pJQ5QYjidX2A2KECd","05","Kid Cudi ~ Up Up & Away",4
"2Cd9iWfcOpGDHLz6tVA3G4","05","Shakira ~ Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",4
"4h8VwCb1MTGoLKueQ1WgbD","05","Avicii ~ Wake Me Up",4
"21kOVEG3bDCVphKhXL8XmQ","05","Comethazine ~ Walk",4
"2wAJTrFhCnQyNSD3oUgTZO","05","J. Cole ~ Work Out",4
"2rxp56vVQp1zzumJ0eHLmw","05","Coldplay ~ X&Y",4
"4SVTus5gJc5cfkFZ8ELK1p","05","Bryson Tiller ~ Years Go By",4
"2qwYI0iwHZbFXZzq0QGgMP","05","Ansel Elgort ~ You Can Count On Me",4
"0FZ4Dmg8jJJAPJnvBIzD9z","05","Kodak Black ~ ZEZE (feat. Travis Scott & Offset)",4
"2t8yVaLvJ0RenpXUIAC52d","05","21 Savage ~ a lot",4
"3zxIAOrkLc3QwhmtgQuQId","05","blackbear ~ e.z. (feat. Machine Gun Kelly)",4
"1nMYtxDrONcoGnKRvxTwPv","05","blackbear ~ i miss the old u",4
"0UTyLmkQgPOEIz95OVAJTR","05","Baby Keem ~ range brothers (with Kendrick Lamar)",4
"3lB0GMiI5KxDbTOG8V3bOx","05","Miguel ~ waves - Tame Impala Remix",4
"3Fj47GNK2kUF0uaEDgXLaD","05","Billie Eilish ~ wish you were gay",4
"4jtyUzZm9WLc2AdaJ1dso7","06","Drake ~ 0 To 100 / The Catch Up",4
"6d8MHAb3LSuAz42yyDM4q1","06","Yung Gravy ~ 1 Thot 2 Thot Red Thot Blue Thot",4
"2ZDRkJrKbceJRgLKkuex14","06","Kid Cudi ~ 4 Da Kidz",4
"1D2L6MefbXon28PzIk9I3r","06","Post Malone ~ 92 Explorer",4
"7lL3MvFWFFSD25pBz72Agj","06","J. Cole ~ A Tale of 2 Citiez",4
"68BTFws92cRztMS1oQ7Ewj","06","The Beatles ~ All You Need Is Love - Remastered 2009",4
"6GSMozgAebBmuM2hCV15H3","06","Kid Cudi ~ Ashin' Kusher",4
"5lFDtgWsjRJu8fPOAyJIAK","06","Drake ~ Back To Back",4
"3aGibUHhQyBsyumYHylw0K","06","Kendrick Lamar ~ Backseat Freestyle",4
"6WSBZroxQaO3FYEpT2ACFH","06","Kid Cudi ~ Baptized In Fire",4
"7lzIBydf6O8kgXeDcqjAAa","06","Bryson Tiller ~ Been That Way",4
"4k7dYdLGhJuUjaeEQB5hcA","06","Don Toliver ~ Best You Had",4
"41pFyxOpS119Pb8JEzhx0w","06","Green Day ~ Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)",4
"7jahcsevTvePvdduUFVzpq","06","Aries ~ CAROUSEL",4
"09mEdoA6zrmBPgTEN5qXmN","06","The Weeknd ~ Call Out My Name",4
"0Li1OuXXfi7950ilZUFGkF","06","Don Toliver ~ Cardigan",4
"4sebUbjqbcgDSwG6PbSGI0","06","Cage The Elephant ~ Come a Little Closer",4
"1xD8LOLKZTBWp7SXQrUANX","06","Queen ~ Cool Cat",4
"2n7Ao4nyESBa5ti8gcAbBt","06","Kid Cudi ~ Damaged",4
"0BDIeTy4N3KE2ZYQBWtlYF","06","Gianni ~ De La Hoya",4
"7Hc3YL8oDiAzbiAW32KXrw","06","Kid Cudi ~ Dive",4
"3HRQtRUYnnuZY7fE900XtJ","06","Journey ~ Don't Stop Believin'",4
"0N6vS1UdWM6mIEcJYyjCr4","06","NoMBe ~ Drama (feat. Big Data)",4
"1EaKU4dMbesXXd3BrLCtYG","06","Kendrick Lamar ~ ELEMENT.",4
"7FGq80cy8juXBCD2nrqdWU","06","benny blanco ~ Eastside (with Halsey & Khalid)",4
"7cGFbx7MP0H23iHZTZpqMM","06","Logic ~ Everybody",4
"6BaCraQ9xeLYg4Sb9TBT2X","06","Calvin Harris ~ Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",4
"3DamFFqW32WihKkTVlwTYQ","06","Owl City ~ Fireflies",4
"5nayhWICkQGMTkisxVMbRw","06","Playboi Carti ~ FlatBed Freestyle",4
"6HSqyfGnsHYw9MmIpa9zlZ","06","Drake ~ Forever",4
"1Kp6WFxRzc0sRBmGSgIYat","06","Logic ~ Gang Related",4
"3ZFTkvIE7kyPt6Nu3PEa7V","06","Shakira ~ Hips Don't Lie (feat. Wyclef Jean)",4
"1OAYKfE0YdrN7C1yLWaLJo","06","Drake ~ Hotline Bling",4
"3dhjNA0jGA8vHBQ1VdD6vV","06","The Weeknd ~ I Feel It Coming",4
"2aWVaW1p2kUc5yuKwBmRJi","06","Jack Harlow ~ I WANNA SEE SOME ASS (feat. jetsonmade)",4
"4DtB1PJsbl4KAb2rZVNCUL","06","Queen ~ I Want It All - Remastered 2011",4
"1IVZX29ZuEXng3ChRnp3tL","06","Queen ~ I Want To Break Free",4
"2OSfEYKhlSsLx6vn4O75RK","06","The Jackson 5 ~ I Want You Back",4
"7gSQv1OHpkIoAdUiRLdmI6","06","Tom Petty ~ I Won't Back Down",4
"4yoVysVzKbW0da1sayGpWp","06","Bantu ~ Jackie Chan",4
"1jJci4qxiYcOHhQR247rEU","06","MGMT ~ Kids",4
"4oM9DGUTrRaXJDypxxHztZ","06","Bryce Vine ~ La La Land (feat. YG)",4
"1K5KBOgreBi5fkEHvg5ap3","06","Future ~ Life Is Good (feat. Drake)",4
"0J6mQxEZnlRt9ymzFntA6z","06","Bon Jovi ~ Livin' On A Prayer",4
"152lZdxL1OR0ZMW6KquMif","06","Khalid ~ Location",4
"7xqANDRz8JFxkwfY65WISy","06","The Weeknd ~ Loft Music",4
"5J4ZkQpzMUFojo1CtAZYpn","06","Ariana Grande ~ Love Me Harder",4
"3CdDBopz2XipdS5ICzhWHN","06","The Beatles ~ Lovely Rita - Remix",4
"4gbVRS8gloEluzf0GzDOFc","06","Maroon 5 ~ Maps",4
"047fCsbO4NdmwCBn8pcUXl","06","Drake ~ Marvins Room",4
"2RlgNHKcydI9sayD2Df2xp","06","Electric Light Orchestra ~ Mr. Blue Sky",4
"4Q34FP1AT7GEl9oLgNtiWj","06","21 Savage ~ Mr. Right Now (feat. Drake)",4
"6Knv6wdA0luoMUuuoYi2i1","06","Flo Rida ~ My House",4
"02pf9lLM8Nb8l4u4ts1GWb","06","YG ~ My Nigga",4
"2Ee9amLUslOwgoJWZEpSSD","06","Masego ~ Mystery Lady (feat. Don Toliver)",4
"4cAgkb0ifwn0FSHGXnr4F6","06","Kanye West ~ New Slaves",4
"4Li2WHPkuyCdtmokzW2007","06","JAY-Z ~ Ni**as In Paris",4
"7AzlLxHn24DxjgQX73F9fU","06","Don Toliver ~ No Idea",4
"59dLtGBS26x7kc0rHbaPrq","06","B.o.B ~ Nothin' on You (feat. Bruno Mars)",4
"2rMFawCg4BW65jzbwztXAV","06","Travis Scott ~ Oh My Dis Side (feat. Quavo)",4
"6RD9GItAGZ3gbUbx14okHF","06","Majid Jordan ~ One I Want (feat. PARTYNEXTDOOR)",4
"3XyFQxpSlGowWpZkIn3ISA","06","Vishal Dadlani ~ One Two Three Four (Get On The Dance Floor)",4
"0w2piYWj1F2bzUftzGJgK9","06","Kanye West ~ Paranoid",4
"70C4NyhjD5OZUMzvWZ3njJ","06","Billy Joel ~ Piano Man",4
"6EHuOufBeL6vk3TvVJB5qo","06","The Beatles ~ Please Please Me - Remastered 2009",4
"46UzHOkZjRKG0Hnuv4XLPA","06","Osibih ~ Pressure 2.0",4
"7sO5G9EABYOXQKNPNiE9NR","06","Offset ~ Ric Flair Drip (with Metro Boomin)",4
"0qRR9d89hIS0MHRkQ0ejxX","06","Daryl Hall & John Oates ~ Rich Girl",4
"3JvrhDOgAt6p7K8mDyZwRd","06","Vance Joy ~ Riptide",4
"4J9SI7do4KOEsCexqEbjmR","06","Kid Cudi ~ Rockstar Knights (with Trippie Redd)",4
"3FDrI0FLKzrYQiWxPhqV2W","06","Calvin Harris ~ Rollin (feat. Future & Khalid)",4
"3vqJY3pVELLIxqXXyI08yr","06","A.R. Rahman ~ Roobaroo",4
"4aJH4kVoy2tlhCwiwrMDeb","06","Veorra ~ Run",4
"5GG3knKdxKWrNboRijxeKF","06","Bryson Tiller ~ Run Me Dry",4
"7wBJfHzpfI3032CSD7CE2m","06","Travis Scott ~ STARGAZING",4
"6Z8R6UsFuGXGtiIxiD8ISb","06","Capital Cities ~ Safe And Sound",4
"2pg2TiYo9Rb8KeB5JjP7jS","06","Jhene Aiko ~ Sativa",4
"6pcO0mAQbpKbqKeiFHuTRR","06","The Beatles ~ Sgt Pepper's Lonely Hearts Club Band",4
"6olUplztLFFfU7fMYmFXOP","06","Childish Gambino ~ Sober",4
"09CtPGIpYB4BrO8qb1RGsF","06","Justin Bieber ~ Sorry",4
"7A20WnLkjtZU2d7hIB6Ziu","06","Roddy Ricch ~ Start Wit Me (feat. Gunna)",4
"6vECYJHxYmm3Ydt3fF01pE","06","Milky Chance ~ Stolen Dance",4
"7e89621JPkKaeDSTQ3avtg","06","Lynyrd Skynyrd ~ Sweet Home Alabama",4
"5ujh1I7NZH5agbwf7Hp8Hc","06","Kendrick Lamar ~ Swimming Pools (Drank) - Extended Version",4
"1Ud6moTC0KyXMq1Oxfien0","06","The Rolling Stones ~ Sympathy For The Devil - 50th Anniversary Edition",4
"7KOlJ92bu51cltsD9KU5I7","06","Migos ~ T-Shirt",4
"1AgSUWSzmza5jF6ER5R68v","06","Jack Harlow ~ THRU THE NIGHT (feat. Bryson Tiller)",4
"6AP7SrxDiQdIoyWZ32nTVm","06","Jef Miles ~ Take It Back",4
"0TBI2aZeFxIIsmvKiptYey","06","Don Toliver ~ Talk No More",4
"4f5kLqyOJ5ZPnalEVMQrB2","06","Rahat Fateh Ali Khan ~ Tere Bin (From """"Simmba"""")",4
"7fBv7CLKzipRk6EC6TWHOB","06","The Weeknd ~ The Hills",4
"09IStsImFySgyp0pIQdqAc","06","Zedd ~ The Middle",4
"3yfqSUWxFvZELEM4PmlwIR","06","Eminem ~ The Real Slim Shady",4
"7jGr8wzgwOVLuktY66qM5f","06","The Weeknd ~ The Town",4
"7JJmb5XwzOO8jgpou264Ml","06","Shawn Mendes ~ There's Nothing Holdin' Me Back",4
"2TVxnKdb3tqe1nhQWwwZCO","06","Elton John ~ Tiny Dancer",4
"0zzc5kYkzTmWmwrn3CTk5v","06","The Weeknd ~ Too Late",4
"2dxjKgT0li4qBI3QwuN9Ih","06","Kanye West ~ Touch The Sky",4
"1gnYyhbQVmPskm6idTMrx3","06","Quinn XCII ~ Tourist",4
"5hfpu8saHLGedbHRtNCYjm","06","Machine Gun Kelly ~ Trap Paris (feat. Quavo & Ty Dolla $ign)",4
"6MF4tRr5lU8qok8IKaFOBE","06","Dreamville ~ Under The Sun (with J. Cole & Lute feat. DaBaby)",4
"0oPOuDmmkVp3h6puekhs6P","06","Kanye West ~ Use This Gospel",4
"0fySG6A6qLE8IvDpayb5bM","06","DaBaby ~ VIBEZ",4
"6Ius4TC0L3cN74HT7ENE6e","06","J. Cole ~ Wet Dreamz",4
"46ymJU8Bt4i3nj91UV1WPk","06","Lil Wayne ~ With You",4
"7GX5flRQZVHRAGd6B4TmDO","06","Lil Uzi Vert ~ XO Tour Llif3",4
"3QFInJAm9eyaho5vBzxInN","06","Baby Keem ~ family ties (with Kendrick Lamar)",4
"02iYJG3KLBJODa5JkQ4O6y","06","Baby Keem ~ hooligan",4
"7aiClxsDWFRQ0Kzk5KI5ku","06","blackbear ~ hot girl bummer",4
"1nMYtxDrONcoGnKRvxTwPv","06","blackbear ~ i miss the old u",4
"2cDCojn6uIBM6A5xTAbl3H","06","Kendrick Lamar ~ m.A.A.d city",4
"7hDVYcQq6MxkdJGweuCtl9","06","Billie Eilish ~ ocean eyes",4
"01Ch5LzVStxCFPKkT1xg6k","06","Travis Scott ~ sweet sweet",4
"3lB0GMiI5KxDbTOG8V3bOx","06","Miguel ~ waves - Tame Impala Remix",4
"1SGt65i9AnXYdDQt1AtDRH","07","Travis Scott ~ 3500 (feat. Future & 2 Chainz)",4
"2ZDRkJrKbceJRgLKkuex14","07","Kid Cudi ~ 4 Da Kidz",4
"1446HFkR9DWexD1kADGEmR","07","HYTYD ~ 7 Years (Remix)",4
"4bb94wZVF1cX66vQjNeJTX","07","Selena Gomez ~ A Sweeter Place (feat. Kid Cudi)",4
"69uxyAqqPIsUyTO8txoP2M","07","Coldplay ~ Adventure of a Lifetime",4
"22L7bfCiAkJo5xGSQgmiIO","07","Kanye West ~ All Of The Lights",4
"4D6TpthzUVNTjWQqfBW5Kb","07","Kanye West ~ All Of The Lights (Interlude)",4
"2Z8cY4QpZTFUZxCQCpvNe1","07","The Beatles ~ All You Need Is Love - Remastered 2009",4
"2cYqizR4lgvp4Qu6IQ3qGN","07","Travis Scott ~ BUTTERFLY EFFECT",4
"3aGibUHhQyBsyumYHylw0K","07","Kendrick Lamar ~ Backseat Freestyle",4
"2zjGJ0dChMR0KxBZS15aqo","07","Mustard ~ Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",4
"3QzAOrNlsabgbMwlZt7TAY","07","Mustard ~ Ballin' (with Roddy Ricch)",4
"6WSBZroxQaO3FYEpT2ACFH","07","Kid Cudi ~ Baptized In Fire",4
"5qN4HFkapdAOV94XPryVof","07","Kendrick Lamar ~ Black Panther",4
"41pFyxOpS119Pb8JEzhx0w","07","Green Day ~ Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)",4
"7l28SBHS3zmKDVnOzG8BM7","07","CHASE B ~ Cafeteria (feat. Gunna)",4
"0Li1OuXXfi7950ilZUFGkF","07","Don Toliver ~ Cardigan",4
"7BKLCZ1jbUBVqRi2FVlTVw","07","The Chainsmokers ~ Closer",4
"5VlTQnZO89Ioku8ssdbqJk","07","Brent Faiyaz ~ Dead Man Walking",4
"4guBZjUyrGoHsTahO3IHdj","07","Lil Tecca ~ Did It Again",4
"7Hc3YL8oDiAzbiAW32KXrw","07","Kid Cudi ~ Dive",4
"7kAykEQsPsC67ML8qQmOSW","07","OneRepublic ~ Dream",4
"6XkuklKiHYVTlVvWlTgQYP","07","Kid Cudi ~ Erase Me - Main",4
"1sOW4PuG5X3Ie3EXUhAopJ","07","The Weeknd ~ Escape From LA",4
"4EAV2cKiqKP5UPZmY6dejk","07","Logic ~ Everyday",4
"08bNPGLD8AhKpnnERrAc6G","07","Marshmello ~ FRIENDS",4
"4igIYHF3B5VBxEafHauVo3","07","Queen ~ Fat Bottomed Girls - Remastered 2011",4
"6QgjcU0zLnzq5OrUoSZ3OK","07","Portugal. The Man ~ Feel It Still",4
"6BaCraQ9xeLYg4Sb9TBT2X","07","Calvin Harris ~ Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",4
"7p4vHnYXkxlzvfePJVpcTr","07","Childish Gambino ~ Feels Like Summer",4
"3DamFFqW32WihKkTVlwTYQ","07","Owl City ~ Fireflies",4
"0W6I02J9xcqK8MtSeosEXb","07","Doja Cat ~ Get Into It (Yuh)",4
"2Foc5Q5nqNiosCNqttzHof","07","Daft Punk ~ Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",4
"6H3kDe7CGoWYBabAeVWGiD","07","The Rolling Stones ~ Gimme Shelter",4
"2IRZnDFmlqMuOrYOLnZZyc","07","Meek Mill ~ Going Bad (feat. Drake)",4
"3eekarcy7kvN4yt5ZFzltW","07","Travis Scott ~ HIGHEST IN THE ROOM",4
"0ada5XsQGLPUVbmTCkAP49","07","Juice WRLD ~ Hate The Other Side (with Marshmello & The Kid Laroi)",4
"1rqqCSm0Qe4I9rUvWncaom","07","Panic! At The Disco ~ High Hopes",4
"4pbG9SUmWIvsROVLF0zF9s","07","The Beatles ~ I Want To Hold Your Hand - Remastered 2015",4
"7gSQv1OHpkIoAdUiRLdmI6","07","Tom Petty ~ I Won't Back Down",4
"22nyEAEM29tcBRhukR089b","07","Jaden ~ Icon",4
"3hCUkos0NxuSFl73oOHJzb","07","Shankar-Ehsaan-Loy ~ It's the Time to Disco",4
"1eLSF6HfrRA0AsNmTkUlKx","07","Jay Rock ~ King's Dead (with Kendrick Lamar, Future & James Blake)",4
"7C5atbXdv6nTkjlEKp4jLX","07","Major Lazer ~ Know No Better",4
"0Omhxcy38tjNxqVZshdfpf","07","Kendrick Lamar ~ LOYALTY. FEAT. RIHANNA.",4
"3w3y8KPTfNeOKPiqUTakBh","07","Bruno Mars ~ Locked out of Heaven",4
"60SdxE8apGAxMiRrpbmLY0","07","Eminem ~ Lucky You (feat. Joyner Lucas)",4
"78T9DulqSBWqkaxczcGBfk","07","Kid Cudi ~ Man On The Moon",4
"4dTaAiV9xFFCxnPur9c9yL","07","David Guetta ~ Memories (feat. Kid Cudi)",4
"1eyzqe2QqGZUmfcPZtrIyt","07","M83 ~ Midnight City",4
"561jH07mF1jHuk7KlaeF0s","07","Eminem ~ Mockingbird",4
"52ztI2AthLbmFHyGE3CzSl","07","Roy Woods ~ Monday to Monday",4
"2HbKqm4o0w5wEeEFXm2sD4","07","Kendrick Lamar ~ Money Trees",4
"5rZlwNFl01HqLWBQGryKSm","07","Pop Smoke ~ Mood Swings (feat. Lil Tjay)",4
"2Iq6HhIquO7JKr0KfTNLzU","07","Saint Motel ~ My Type",4
"3rbRruu8hsnbGPBra7xxh1","07","Bryce Hase ~ Off the Planet",4
"4PhsKqMdgMEUSstTDAmMpg","07","The Weeknd ~ Often",4
"2rMFawCg4BW65jzbwztXAV","07","Travis Scott ~ Oh My Dis Side (feat. Quavo)",4
"6KuHjfXHkfnIjdmcIvt9r0","07","Imagine Dragons ~ On Top Of The World",4
"0w2piYWj1F2bzUftzGJgK9","07","Kanye West ~ Paranoid",4
"5mCPDVBb16L4XQwDdbRUpz","07","Drake ~ Passionfruit",4
"1GqlvSEtMx5xbGptxOTTyk","07","Boston ~ Peace of Mind",4
"2P3SLxeQHPqh8qKB6gtJY2","07","Kendrick Lamar ~ Poetic Justice",4
"77UjLW8j5UAGAGVGhR5oUK","07","The Weeknd ~ Pray For Me (with Kendrick Lamar)",4
"4gY2S5FOKy3dUIGNJyt3dB","07","Jack Harlow ~ RAIN",4
"3s4U7OHV7gnj42VV72eSZ6","07","Clean Bandit ~ Rather Be (feat. Jess Glynne)",4
"45sDIKapDyxPl307QpEAwl","07","Far East Movement ~ Rocketeer",4
"40jxatV29fk82SAziDsPqN","07","Kid Cudi ~ Rose Golden",4
"2xLMifQCjDGFmkHkpNLD9h","07","Travis Scott ~ SICKO MODE",4
"4wCmqSrbyCgxEXROQE6vtV","07","Gotye ~ Somebody That I Used To Know",4
"6vt0I1cw1YmAIKDJvHVIM5","07","Justin Timberlake ~ Suit & Tie (feat. Jay-Z)",4
"0RiRZpuVRbi7oqRdSMwhQY","07","Post Malone ~ Sunflower - Spider-Man: Into the Spider-Verse",4
"1TfqLAPs4K3s2rJMoCokcS","07","Eurythmics ~ Sweet Dreams (Are Made of This) - Remastered",4
"5e9TFTbltYBg2xThimr0rU","07","Fleetwood Mac ~ The Chain - 2004 Remaster",4
"6K4t31amVTZDgR3sKmwUJJ","07","Tame Impala ~ The Less I Know The Better",4
"4Kz4RdRCceaA9VgTqBhBfa","07","Drake ~ The Motto",4
"6Iw6fQVKZi0fWtEQBrTFcP","07","Bryson Tiller ~ Timeless Interlude",4
"2K9Ovn1o2bTGqbsABGC6m3","07","The Weeknd ~ Too Late",4
"2dxjKgT0li4qBI3QwuN9Ih","07","Kanye West ~ Touch The Sky",4
"0YAQnYt2oB8OdoaeqnHyTI","07","Bas ~ Tribe (with J. Cole)",4
"3OaunNUlXXs5e2PXtNAzzG","07","RL Grime ~ UCLA",4
"1HFfMOxCAT4GAwaPfCdmUs","07","Mr. Probz ~ Waves - Robin Schulz Radio Edit",4
"4CEoeG1rCKomLu9DtRvX5l","07","The Beatles ~ With A Little Help From My Friends",4
"432hUIl3ISDeytYW5XBQ5h","07","Kanye West ~ Wolves",4
"2wAJTrFhCnQyNSD3oUgTZO","07","J. Cole ~ Work Out",4
"2Gy7qnDwt8Z3MNxqat4CsK","07","The Beach Boys ~ Wouldn't It Be Nice",4
"4LmAnpjlhWTahvRkYR8xJa","07","ScHoolboy Q ~ X (with 2 Chainz & Saudi)",4
"3QFInJAm9eyaho5vBzxInN","07","Baby Keem ~ family ties (with Kendrick Lamar)",4
"6G0FACzGN80Dj2v4ass5rq","07","iann dior ~ gone girl",4
"02iYJG3KLBJODa5JkQ4O6y","07","Baby Keem ~ hooligan",4
"7aiClxsDWFRQ0Kzk5KI5ku","07","blackbear ~ hot girl bummer",4
"1cZlBZwnwGPtYeRIeQcoFh","07","Travis Scott ~ wonderful",4
"4MXhiYIRDMGAuvZc5IFTwC","08","Travis Scott ~ ASTROTHUNDER",4
"69uxyAqqPIsUyTO8txoP2M","08","Coldplay ~ Adventure of a Lifetime",4
"3MEYFivt6bilQ9q9mFWZ4g","08","Marshmello ~ Alone",4
"3KQ1KVG2F8qAospksegrmZ","08","The Weeknd ~ Alone Again",4
"1xpXnpIpuvzpx9jz15baJF","08","NAV ~ Call Me",4
"21jGcNKet2qwijlDFuPiPb","08","Post Malone ~ Circles",4
"5JEx7HbmvHQQswJCsoo9rA","08","Ellie Goulding ~ Close To Me (with Diplo) (feat. Swae Lee)",4
"7pBrj5rt4SSxXwFKOyZfHR","08","Absofacto ~ Dissolve",4
"7Hc3YL8oDiAzbiAW32KXrw","08","Kid Cudi ~ Dive",4
"43DHLzDkncpby82Po5jlOZ","08","Queen ~ Don't Stop Me Now",4
"7kAykEQsPsC67ML8qQmOSW","08","OneRepublic ~ Dream",4
"2igwFfvr1OAGX9SKDCPBwO","08","JAY-Z ~ Empire State Of Mind",4
