"Song","Artist","Plays","First Listen","ID"
"Livin' On A Prayer","Bon Jovi",34,"2017-10-09","37ZJ0p5Jm13JPevGcx4SkF"
"Man On The Moon","Kid Cudi",34,"2020-11-10","78T9DulqSBWqkaxczcGBfk"
"Maria I'm Drunk (feat. Justin Bieber & Young Thug)","Travis Scott",34,"2019-12-29","6Yqmv7XJLCrQEauMbPGZSw"
"No Church In The Wild","JAY-Z",34,"2020-11-23","3Osd3Yf8K73aj4ySn6LrvK"
"No More Parties In LA","Kanye West",34,"2019-05-31","0zLClc0emc6qUeV1p5nc99"
"Pumped Up Kicks","Foster The People",34,"2019-05-14","7w87IxuO7BDcJ3YUqCyMTT"
"Sneakin'","Drake",34,"2017-08-25","4ckuS4Nj4FZ7i3Def3Br8W"
"The Blacker The Berry","Kendrick Lamar",34,"2017-06-22","5Mtt6tZSZA9cXTHGSGpyh0"
"The London (feat. J. Cole & Travis Scott)","Young Thug",34,"2019-05-24","7DcvwMAiqKJQD1rrdfxSDx"
"Tip Toe (feat. A Boogie Wit da Hoodie)","Roddy Ricch",34,"2020-03-18","6ztvsy3C6hPjVg9j4x1XKJ"
"Up","NAV",34,"2017-07-31","5qbcsZMwL0x46sX7VO37Ye"
"Wants and Needs (feat. Lil Baby)","Drake",34,"2021-03-05","65OVbaJR5O1RmwOQx0875b"
"Yellow Submarine - Remastered 2009","The Beatles",34,"2018-12-18","50xwQXPtfNZFKFeZ0XePWc"
"2 Gone","CVBZ",33,"2021-02-11","0aX2TCQRU3FHUMrOagZi2k"
"Ain't No Rest for the Wicked","Cage The Elephant",33,"2021-09-02","3Pzh926pXggbMe2ZpXyMV7"
"Bloody Waters (with Anderson .Paak & James Blake)","Ab-Soul",33,"2018-02-09","4KXwFI9pgJLpUIAc9oSL8j"
"Can I Call You Tonight?","Dayglow",33,"2021-02-11","64lsIF5pw0sJY0gV5kz0RN"
"Go Legend (& Metro Boomin)","Big Sean",33,"2018-01-07","3wAI7MIQtTgwcRmwchPZBc"
"Hammer To Fall","Queen",33,"2018-12-16","2GCFcbxm61rSA8gzsDk6NJ"
"I'm the One","DJ Khaled",33,"2017-05-01","72Q0FQQo32KJloivv5xge2"
"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",33,"2021-07-23","27NovPIUIRrOZoCHxABJwK"
"Jonah","Kanye West",33,"2021-08-29","35acXjupfWHgtchiS6yAjC"
"Keanu Reeves","Logic",33,"2019-01-18","25F6MWrnFBCXVnpN4n76EK"
"Miss The Rage (feat. Playboi Carti)","Trippie Redd",33,"2021-06-24","2BITQ360Knh6qNAOqR7Dyq"
"Needed Me","Rihanna",33,"2016-04-28","4pAl7FkDMNBsjykPXo91B3"
"New Slaves","Kanye West",33,"2019-09-06","4cAgkb0ifwn0FSHGXnr4F6"
"One Two Three Four (Get On The Dance Floor)","Vishal Dadlani",33,"2019-04-23","3XyFQxpSlGowWpZkIn3ISA"
"Savior","Kendrick Lamar",33,"2022-05-13","3drdWsJKiVCSQ2gKhd9BDT"
"Soul Meets Body","Death Cab for Cutie",33,"2017-07-13","5yc59J3MR3tVDPTOgwgRI5"
"Southern Nights","Glen Campbell",33,"2021-01-02","7kv7zBjMtVf0eIJle2VZxn"
"Stuck On You","Giveon",33,"2020-11-22","08HPWLi0YmRUStJzkQ1ffh"
"This Is What You Came For","Calvin Harris",33,"2016-05-01","0azC730Exh71aQlOt9Zj3y"
"Wanted Dead Or Alive","Bon Jovi",33,"2019-01-28","0oerlffJSzhRVvtDfLcp3N"
"White Iverson","Post Malone",33,"2017-11-28","6eT7xZZlB2mwyzJ2sUKG6w"
"A Tale of 2 Citiez","J. Cole",32,"2017-06-10","7lL3MvFWFFSD25pBz72Agj"
"Drama (feat. Big Data)","NoMBe",32,"2019-08-05","0N6vS1UdWM6mIEcJYyjCr4"
"Every Breath You Take","The Police",32,"2019-06-21","1JSTJqkT5qHq8MDJnJbRE1"
"For Sale? - Interlude","Kendrick Lamar",32,"2022-04-20","7unx2Rvsq8D0RfOLRXclTA"
"Hey Mama","Kanye West",32,"2020-08-15","46OFHBw45fNi7QNjSetITR"
"It Was A Good Day","Ice Cube",32,"2021-12-07","2qOm7ukLyHUXWyR4ZWLwxA"
"Kiss Me More (feat. SZA)","Doja Cat",32,"2021-06-19","748mdHapucXQri7IAO8yFK"
"Magnolia","Playboi Carti",32,"2017-07-15","1e1JKLEDKP7hEQzJfNAgPl"
"Opps (with Yugen Blakrok)","Vince Staples",32,"2018-02-09","7bUcBztfGqO7cSI2gMZeCI"
"Super Mario World","Logic",32,"2017-08-12","1py4qzrEEkOvU8uTHYLuOW"
"Uptown Girl","Billy Joel",32,"2019-02-04","5zA8vzDGqPl2AzZkEYQGKh"
"Young Dumb & Broke","Khalid",32,"2017-08-25","5Z3GHaZ6ec9bsiI5BenrbY"
"wokeuplikethis*","Playboi Carti",32,"2019-07-27","59J5nzL1KniFHnU120dQzt"
"After Party","Don Toliver",31,"2020-05-04","527k23H0A4Q0UJN3vGs0Da"
"Any Way You Want It","Journey",31,"2018-11-27","71SvEDmsOwIWw1IozsZoMA"
"Beautiful Trip","Kid Cudi",31,"2020-12-11","4IIuCotvqijraSdnVLaFnM"
"Eleanor Rigby - Remastered 2009","The Beatles",31,"2019-01-17","5GjPQ0eI7AgmOnADn1EO6Q"
"FEEL.","Kendrick Lamar",31,"2017-06-27","2LTlO3NuNVN70lp2ZbVswF"
"High Fashion (feat. Mustard)","Roddy Ricch",31,"2020-01-31","07KXEDMj78x68D884wgVEm"
"KOD","J. Cole",31,"2018-04-20","7yotKA30dwTKNEGomV9ZsI"
"Movin' Out (Anthony's Song)","Billy Joel",31,"2022-01-20","16GUMo6u3D2qo9a19AkYct"
"N95","Kendrick Lamar",31,"2022-05-13","0fX4oNGBWO3dSGUZcVdVV2"
"ROCKSTAR P","Baby Keem",31,"2021-03-15","0lTH3Dt0GlBQhxFHSnaZ7g"
"Repeat After Me (Interlude)","The Weeknd",31,"2020-03-20","40U8d12pC5UHqmHwXjHjjl"
"Shoota (feat. Lil Uzi Vert)","Playboi Carti",31,"2019-11-27","2BJSMvOGABRxokHKB0OI8i"
"Sorry Not Sorry","Bryson Tiller",31,"2020-10-20","16bHRxM89ue0TiCKARYbRp"
"Sucker","Jonas Brothers",31,"2019-03-12","4y3OI86AEP6PQoDE6olYhO"
"There's Nothing Holdin' Me Back","Shawn Mendes",31,"2017-08-12","7JJmb5XwzOO8jgpou264Ml"
"Valet (feat. Fetty Wap and 2 Chainz)","Eric Bellinger",31,"2016-04-21","5u5VZaUmYMZiFed9jFWebf"
"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)","Shakira",31,"2016-04-27","2Cd9iWfcOpGDHLz6tVA3G4"
"You Make My Dreams (Come True)","Daryl Hall & John Oates",31,"2022-01-20","4o6BgsqLIBViaGVbx5rbRk"
"2055","Sleepy Hallow",30,"2021-09-17","4XvcHTUfIlWfyJTRG0aqlo"
"Been That Way","Bryson Tiller",30,"2020-10-20","7lzIBydf6O8kgXeDcqjAAa"
"Best I Ever Had","Drake",30,"2018-05-06","3QLjDkgLh9AOEHlhQtDuhs"
"Big Stepper","Roddy Ricch",30,"2021-10-13","6x0QNM6f0C2JEjK0hFF8Ca"
"Blame (feat. John Newman)","Calvin Harris",30,"2018-03-29","07nH4ifBxUB4lZcsf44Brn"
"Dil Chahta Hai","Shankar Mahadevan",30,"2019-04-25","2r1CHpKRDdzHGJScn5UqjX"
"Forever","Drake",30,"2017-06-04","6HSqyfGnsHYw9MmIpa9zlZ"
"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",30,"2018-07-12","6V1bu6o1Yo5ZXnsCJU8Ovk"
"Hot (feat. Gunna)","Young Thug",30,"2019-09-22","5Z8HZM6iQMhhqyPcCGY5g9"
"Jaane Kyon Log Pyar","Udit Narayan",30,"2019-04-23","2NouPVwXUlBF0wDm5bpAbp"
"Magic","Olympic Ayres",30,"2021-10-24","4q8ce3VGQzroZzwrRhRwKf"
"Pyramids","Frank Ocean",30,"2020-07-12","4QhWbupniDd44EDtnh2bFJ"
"Rap God","Eminem",30,"2017-07-17","6or1bKJiZ06IlK0vFvY75k"
"Sugar","Maroon 5",30,"2017-03-27","2iuZJX9X9P0GKaE93xcPjk"
"Take It Back","Jef Miles",30,"2021-02-11","6AP7SrxDiQdIoyWZ32nTVm"
"The Walker","Fitz and The Tantrums",30,"2017-09-10","0Nk7bSn0MItonkR0GNs3mj"
"These Days","Wallows",30,"2021-12-02","4gZDCOFuLCxCRWNhSEcOtJ"
"Timber (feat. Ke$ha)","Pitbull",30,"2017-09-27","3cHyrEgdyYRjgJKSOiOtcS"
"Wanderlust","The Weeknd",30,"2020-07-12","3b30Kdm3nKrD352zEPCAda"
"Who Dat Boy (feat. A$AP Rocky)","Tyler, The Creator",30,"2017-07-26","21yRtB6B8EMounImAfHRCP"
"Dance, Baby!","boy pablo",29,"2019-01-23","5EV4bGHxVN0kHpcAFvgnTt"
"Don't Go Breaking My Heart","Elton John",29,"2022-01-04","7HW5WIw7ZgZORCzUxv5gW5"
"Dreams and Nightmares","Meek Mill",29,"2018-02-16","42zd6DYQ4o4SECmTITrM1U"
"Hotline Bling","Drake",29,"2017-03-31","1OAYKfE0YdrN7C1yLWaLJo"
"It's A Vibe","2 Chainz",29,"2017-08-24","6H0AwSQ20mo62jGlPGB8S6"
"Locked In","Baby Keem",29,"2021-03-15","1vOX6B0pM2NGeI5ZI9wW22"
"Mr. Right Now (feat. Drake)","21 Savage",29,"2021-03-22","4Q34FP1AT7GEl9oLgNtiWj"
"My House","Flo Rida",29,"2017-06-11","6Knv6wdA0luoMUuuoYi2i1"
"My Love (feat. T.I.)","Justin Timberlake",29,"2020-09-26","4NeOWqHmlrGRuBvsLJC9rL"
"OMG (feat. Quavo)","Camila Cabello",29,"2017-08-15","4xBjsLUSjcx2h7PcRikpQp"
"Octopus's Garden - Remastered 2009","The Beatles",29,"2021-10-21","0suLngfo7rJoetk7Ub6N8l"
"On Top Of The World","Imagine Dragons",29,"2021-02-19","6KuHjfXHkfnIjdmcIvt9r0"
"Please Please Me - Remastered 2009","The Beatles",29,"2017-09-02","6EHuOufBeL6vk3TvVJB5qo"
"Ransom","Lil Tecca",29,"2019-08-06","1kBbgxAUc4HQv7cgIayIDH"
"Sad People","Kid Cudi",29,"2020-12-11","4nuAslShoN77tq12fzwjUq"
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",29,"2017-07-08","4dASQiO1Eoo3RJvt74FtXB"
"THE SCOTTS","THE SCOTTS",29,"2020-04-24","39Yp9wwQiSRIDOvrVg7mbk"
"Uproar","Lil Wayne",29,"2018-12-10","3wScL5W8H40zzCKN0atfBk"
"Xmen","Baby Keem",29,"2021-03-15","1ue0vGOJCfPThzNJyy7WB9"
"e.z. (feat. Machine Gun Kelly)","blackbear",29,"2018-02-19","3zxIAOrkLc3QwhmtgQuQId"
"4U","Pi'erre Bourne",28,"2021-04-02","7sqtFqGCxKPysBxPVzCX4c"
"7 Years (Remix)","HYTYD",28,"2018-10-25","1446HFkR9DWexD1kADGEmR"
"A Sky Full of Stars","Coldplay",28,"2020-11-10","0FDzzruyVECATHXKHFs9eJ"
"BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)","DJ Khaled",28,"2021-04-30","1IZGMPe57hATuLJgmMR4eP"
"Belong To The World","The Weeknd",28,"2020-07-12","2jst5B18Q3PN3rwwIfnAgp"
"Brazil","Declan McKenna",28,"2021-12-02","4sNG6zQBmtq7M8aeeKJRMQ"
"Come and See Me (feat. Drake)","PARTYNEXTDOOR",28,"2020-05-10","1wZqJM5FGDEl3FjHDxDyQd"
"Diamonds From Sierra Leone - Bonus Track","Kanye West",28,"2020-08-15","4R5bSS8yoCl2czeWLr61aO"
"Fame Is for Assholes (feat. Chiddy)","Hoodie Allen",28,"2018-08-23","3D0b0441vvXFJvgbaiDyp3"
"Gimme Three Steps","Lynyrd Skynyrd",28,"2018-12-13","0x2wtJbtJrox3SDmnMj97x"
"Here With Me","Marshmello",28,"2019-04-23","5icOoE6VgqFKohjWWNp0Ac"
"How Long","Charlie Puth",28,"2017-11-12","6wmAHw1szh5RCKSRjiXhPe"
"Kashmir Main Tu Kanyakumari","Sunidhi Chauhan",28,"2019-04-23","5orNEFkFG4RP24goF02AuD"
"LUST.","Kendrick Lamar",28,"2017-06-22","06FCvd7rrRcF3DdvWH5Isp"
"Pt. 2","Kanye West",28,"2020-08-07","1Wsbr1d2BouNGk2q92mIj7"
"ROTTEN (feat. EST Gee)","Jack Harlow",28,"2021-04-27","15jg4vt123axobdGleLugn"
"RoboCop","Kanye West",28,"2020-08-06","02LAK7qT1wya0klSeNO96f"
"Sinner","Veorra",28,"2020-09-20","6AZ0l58vbw8oNquULJscDG"
"Started From the Bottom","Drake",28,"2018-03-07","5DI9jxTHrEiFAhStG7VA8E"
"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",28,"2017-10-07","0qOnSQQF0yzuPWsXrQ9paz"
"The Longest Time","Billy Joel",28,"2019-10-22","5DH7nDryMhpixm4G4B7RP9"
"Twist And Shout - Remastered 2009","The Beatles",28,"2019-01-16","5ZBeML7Lf3FMEVviTyvi8l"
"Up Around The Bend","Creedence Clearwater Revival",28,"2018-12-10","36gPq8WG7tDxrblyGVUCiT"
"VIBEZ","DaBaby",28,"2019-10-26","0fySG6A6qLE8IvDpayb5bM"
"u","Kendrick Lamar",28,"2017-06-21","1bxEpNR75Hq3T2oF9AZjt8"
"BULLIES","Baby Keem",27,"2021-03-15","5Ow3QqHeeA78Q3nSnbUbkL"
"Blitzkrieg Bop - 2016 Remaster","Ramones",27,"2019-01-21","4KcH1ZRV2W1q7Flq0QqC76"
"Collard Greens","ScHoolboy Q",27,"2020-08-25","0zO8ctW0UiuOefR87OeJOZ"
"Dancing Queen","ABBA",27,"2019-01-22","4NtUY5IGzHCaqfZemmAu56"
"Escape (The Pina Colada Song)","Rupert Holmes",27,"2019-01-18","5IMtdHjJ1OtkxbGe4zfUxQ"
"Go Crazy","Chris Brown",27,"2021-05-05","1IIKrJVP1C9N7iPtG6eOsK"
"I Want It All - Remastered 2011","Queen",27,"2018-12-15","4DtB1PJsbl4KAb2rZVNCUL"
"In The Air Tonight - 2015 Remastered","Phil Collins",27,"2018-12-11","18AXbzPzBS8Y3AkgSxzJPb"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",27,"2017-11-15","7iDa6hUg2VgEL1o1HjmfBn"
"R U Mine?","Arctic Monkeys",27,"2019-09-10","2AT8iROs4FQueDv2c8q2KE"
"R.I.C.O. (feat. Drake)","Meek Mill",27,"2018-07-14","0Y0TOsE1q11qgbi7c5WZsG"
"Slow Jamz","Twista",27,"2019-09-06","3A4cpTBPaIQdtPFb5JxtaX"
"Something Special","Pop Smoke",27,"2020-08-24","5kkaSMcf4BFlhRRICCKZb6"
"The Color Violet","Tory Lanez",27,"2022-01-18","3azJifCSqg9fRij2yKIbWz"
"ZEZE (feat. Travis Scott & Offset)","Kodak Black",27,"2018-10-12","0FZ4Dmg8jJJAPJnvBIzD9z"
"Believe What I Say","Kanye West",26,"2021-08-29","73uxnSsFMeJ15POpd3zgrV"
"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",26,"2018-11-06","3YeJXuRSNS5FYwOsDu44kD"
"Dragonball Durag","Thundercat",26,"2022-08-17","7eWGnKg4B44sbBPpQp4y2c"
"Feel This Moment (feat. Christina Aguilera)","Pitbull",26,"2019-07-21","0Hf4aIJpsN4Os2f0y0VqWl"
"I'm with You","GROUPLOVE",26,"2022-06-14","1LDDhChEfQXyL8QmHHDznj"
"JAPAN","Famous Dex",26,"2019-01-10","5PTG6rrL6EPFD9E2QMI2pl"
"Midnight's Interlude","Tory Lanez",26,"2022-01-18","31zNgkbLt8McmjDrh6XKY9"
"Pretty Woman","Shankar-Ehsaan-Loy",26,"2019-04-23","3rsx3pDYM3a08O0Yu3Tq6V"
"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)","Tyler, The Creator",26,"2022-02-11","3EG9FJ0ToLfgnc1IG2Z1wz"
"Some Way","NAV",26,"2017-07-25","7zxRMhXxJMQCeDDg0rKAVo"
"Strange Magic","Electric Light Orchestra",26,"2019-04-23","7cY7GAhOWKPGDeFzKEAyj2"
"Stuck In A Dream (feat. Gunna)","Lil Mosey",26,"2019-11-02","7iHHxY2NLlJRAmlAmC4ahQ"
"The Box","Roddy Ricch",26,"2019-12-21","0nbXyq5TXYPCO7pr3N8S4I"
"The Boys Are Back In Town","Thin Lizzy",26,"2019-10-25","43DeSV93pJPT4lCZaWZ6b1"
"Trapped In My Mind","Kid Cudi",26,"2020-11-10","3fV84Z6UdxxHqfGIMmuSKg"
"What They Want","Russ",26,"2018-01-16","3pndPhlQWjuSoXhcIIdBjv"
"idfc - Tarro Remix","blackbear",26,"2019-02-07","1wsZ0cp5He4Wm4yohNjwIs"
"untitled 07 | levitate","Kendrick Lamar",26,"2018-01-30","6QvxTX9zvo4u7XhP9vOP3n"
"vent","Baby Keem",26,"2021-09-10","1ITpqT1kDATCtMBwOK7sYn"
"7 rings","Ariana Grande",25,"2019-01-28","14msK75pk3pA33pzPVNtBF"
"Am I Wrong","Nico & Vinz",25,"2016-04-27","1fidCEsYlaVE3pHwKCvpFZ"
"BLEACH","BROCKHAMPTON",25,"2018-02-20","0dWOFwdXrbBUYqD9DLsoyK"
"Dang! (feat. Anderson .Paak)","Mac Miller",25,"2021-02-16","5iUQMwxUPdJBFeGkePtM66"
"Down On The Corner","Creedence Clearwater Revival",25,"2018-12-13","2gE95JskwQ1pCACTpGe1Db"
"Drive By","Eric Bellinger",25,"2020-11-22","1kEINOBYcSCQ5RwkP65g2A"
"Gold Digger","Kanye West",25,"2017-05-30","1PS1QMdUqOal0ai3Gt7sDQ"
"MOSHPIT","Baby Keem",25,"2021-03-15","6XrRiRgDivf3Kv4CKuQh9o"
"Mos Definitely","Logic",25,"2018-09-18","53LkLW4k4w7EOayzvx70O9"
"Mr. Brightside","The Killers",25,"2019-09-10","7oK9VyNzrYvRFo7nQEYkWN"
"Mystery Lady","Masego",25,"2021-06-03","0bkTdkWwGk3OGFX0afD3Wj"
"Night Changes","One Direction",25,"2021-02-11","5O2P9iiztwhomNh8xkR9lJ"
"Nothing to Regret","Robinson",25,"2021-02-11","3C2xQqHVkhA1Ht17SzPRke"
"Overdue (with Travis Scott)","Metro Boomin",25,"2018-12-21","6LyAwkJsHlW7RQ8S1cYAtM"
"Paper Trail$","Joey Bada$$",25,"2019-01-05","23bOfmnZiN42pB1frXNyak"
"Perfect Time","Roddy Ricch",25,"2021-10-13","6kiIVIbmwEw6JvIZc7UG0E"
"Pure Water (with Migos)","Mustard",25,"2019-04-12","3j84U36KvLeXNDPv4t5pI8"
"Rambo (Last Blood) (feat. The Weeknd)","Bryson Tiller",25,"2020-09-25","62itulOgU4flQFuI7f7JF8"
"Rigamortus","Kendrick Lamar",25,"2020-01-23","2lD6AoA8qf2t4Dkf2TcmNK"
"SLICE INTERLUDE","Baby Keem",25,"2021-03-15","17q2kvipvoCK4lX9n21zht"
"TOP RAMEN","Baby Keem",25,"2021-03-15","4PXqTastDY8zNGwYsGlsbd"
"Taste (feat. Offset)","Tyga",25,"2018-06-21","5IaHrVsrferBYDm0bDyABy"
"Tone It Down (feat. Chris Brown)","Gucci Mane",25,"2017-08-28","0iTCmKvuU1ReULiQB0rI7n"
"Wanted You (feat. Lil Uzi Vert)","NAV",25,"2018-01-07","790MhTXPFrYkrqCKvpg4t1"
"Years Go By","Bryson Tiller",25,"2020-10-02","4SVTus5gJc5cfkFZ8ELK1p"
"late at night","Roddy Ricch",25,"2021-12-02","1fxYz1s15pyZLsJT0Hdh1m"
"sdp interlude","Travis Scott",25,"2020-07-09","4gh0ZnHzaTMT1sDga7Ek0N"
"waves - Tame Impala Remix","Miguel",25,"2020-11-22","3lB0GMiI5KxDbTOG8V3bOx"
"Aankh Marey (From """"Simmba"""")","Neha Kakkar",24,"2019-04-23","63MvWd6T6yoS7h4AJ4Hjrm"
"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)","Shoreline Mafia",24,"2021-06-01","1n8wr8tRHs5jmBxNWXedcn"
"Candy Paint","Post Malone",24,"2017-11-16","32lItqlMi4LBhb4k0BaSaC"
"Cradles","Sub Urban",24,"2019-08-07","1y4jsQt7MjnZhiD1L6qFBC"
"Dream World","The Growlers",24,"2021-12-02","3HlM5CBcbCjbSupnIB42d4"
"Every Season","Roddy Ricch",24,"2019-08-15","1ttPzkTSpQUFcEGx8bjerL"
"Everybody Dies In Their Nightmares","XXXTENTACION",24,"2021-08-04","3GVkPk8mqxz0itaAriG1L7"
"Funny Thing","Thundercat",24,"2021-04-29","1c5CllrZr45UBhWpIqM332"
"Get Into It (Yuh)","Doja Cat",24,"2021-08-04","0W6I02J9xcqK8MtSeosEXb"
"Good Morning","Kanye West",24,"2020-07-11","5CaXxLM568tBh1PwhXdciZ"
"Icon","Jaden",24,"2018-01-07","22nyEAEM29tcBRhukR089b"
"Kids","MGMT",24,"2021-06-27","1jJci4qxiYcOHhQR247rEU"
"Mamma Mia","Don Toliver",24,"2020-10-13","6QBPIWx7WcAuEzzudRU8pJ"
"Often","The Weeknd",24,"2020-04-02","4PhsKqMdgMEUSstTDAmMpg"
"Out of Time","The Weeknd",24,"2022-04-17","2SLwbpExuoBDZBpjfefCtV"
"Pay You Back (feat. 21 Savage)","Meek Mill",24,"2018-12-03","0UNeNA0dcfUMsGxvLwf2p3"
"Peta (feat. Meek Mill)","Roddy Ricch",24,"2019-12-24","4bl1HBZliBuYpFZjWgefE4"
"Psycho (feat. Ty Dolla $ign)","Post Malone",24,"2018-04-23","3swc6WTsr7rl9DqQKQA55C"
"Pull Up N Wreck (& Metro Boomin)","Big Sean",24,"2017-12-09","7DuvVy7JfFgXwWlVzyyPys"
"River (feat. Ed Sheeran)","Eminem",24,"2017-12-15","1cS0TgbR263ey9jn0MwD2s"
"Selfish (feat. Rihanna)","Future",24,"2017-06-21","2Ce5IyMlVRVvN997ZJjJJA"
"She Knows This","Kid Cudi",24,"2020-12-11","1xzUQMiCoY5pdego0pHMeV"
"Sold Out Dates (feat. Lil Baby)","Gunna",24,"2021-08-25","55WLWX71YkHt2tSucNIf1g"
"Take Me - Not Your Dope Remix","JiKay",24,"2020-09-20","2B7isQhlpOFWhnjYosAZs6"
"The Feast and The Famine","Foo Fighters",24,"2016-04-25","1M4Wy6jRce1x17qyE7yQAB"
"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis",24,"2017-09-27","4YMqbFcDIFiCBd02PzUBcM"
"Topanga","Trippie Redd",24,"2019-01-06","5aXgz1oKK8Q9z9xvTmSnrO"
"Walk","Comethazine",24,"2019-01-21","21kOVEG3bDCVphKhXL8XmQ"
"pink panties","Baby Keem",24,"2021-09-10","4Af4H9x1RwADB9XizalvUM"
"scars","Baby Keem",24,"2021-09-10","0hEEtVeSFFBGQYZzfq0y1j"
"6 Foot 7 Foot","Lil Wayne",23,"2017-12-14","0z5ZPs57J2KERwM1tBM2GF"
"All Smiles Now","Blaccmass",23,"2020-11-26","4iTXRiOlEfQ7AfeL5MwBbE"
"Bennie And The Jets - Remastered 2014","Elton John",23,"2019-01-15","0dBatXn1vVUl0jLgXRClwD"
"Chammak Challo","Akon",23,"2020-07-13","0EH7sgeiFqDa3eS7ieW2zs"
"Dancing in the Moonlight","King Harvest",23,"2021-03-27","0q21FNwES2bbtcduB6kjEU"
"Help! - Remastered 2009","The Beatles",23,"2019-07-23","7DD7eSuYSC5xk2ArU62esN"
"I Don't Fuck With You","Big Sean",23,"2016-04-26","7FYH5AW3bVfZHJIQpq3UOA"
"Mr. Clean","Yung Gravy",23,"2018-04-20","5GxnROd93Y7NGt2ci0TwBw"
"No Limit","G-Eazy",23,"2017-11-12","2Xqd0wUttjueBfdcltADOv"
"Oh Okay (feat. Young Thug & Lil Baby)","Gunna",23,"2021-08-25","38844QuZDlnt44uHPrSA3S"
"Pink Dolphin Sunset (feat. Tee)","Tory Lanez",23,"2022-01-18","6GGmABM6AMwMzEhK7szqJT"
"Pleaser","Wallows",23,"2021-12-02","11zf7m4vw9Ze7cer9Nyhk1"
"REEL IT IN","Amine",23,"2019-03-31","5qHirGR7M9tdm6C17DlzSY"
"Saturday Nights","Khalid",23,"2021-03-11","1fHRzxbts9A8J1ergDe7Kz"
"Something - Remastered 2009","The Beatles",23,"2019-01-29","0pNeVovbiZHkulpGeOx1Gj"
"Space Song","Beach House",23,"2022-01-07","7H0ya83CMmgFcOhw0UB6ow"
"Till The End","Logic",23,"2018-05-08","66urf1ZXFy4qVKdNqcdbaZ"
"Umbrella","Rihanna",23,"2020-01-14","49FYlytm3dAAraYgpoJZux"
"Weak","AJR",23,"2017-10-01","45iMRHmfLZu3yjdZ8P5e3t"
"same squad","P-Lo",23,"2019-04-07","0YCl0i8CTDqtISiphhLIE8"
"trademark usa","Baby Keem",23,"2021-09-10","15hJmqqEtASVXl6sM7i4UF"
"Awake","Electric Guest",22,"2022-03-04","2QoC2SAaXpLrpVNCGJnrgd"
"Baby It's You - Remastered 2009","The Beatles",22,"2019-01-24","2VmB1rF9FtfKUmFHDVnq8Q"
"Better","Khalid",22,"2019-09-20","6zeeWid2sgw4lap2jV61PZ"
"CAROUSEL","Travis Scott",22,"2018-08-29","7KZ5MMVgBVox9ycroB2UrI"
"Clouded","Brent Faiyaz",22,"2020-11-22","2J6OF7CkpdQGSfm1wdclqn"
"Drag Me Down","One Direction",22,"2021-03-09","2K87XMYnUMqLcX3zvtAF4G"
"Jesus Walks","Kanye West",22,"2019-09-06","5g1vtHqi9uV7xtYeCcFOBx"
"Mi Gente","J Balvin",22,"2017-08-10","4ipnJyDU3Lq15qBAYNqlqK"
"Ob-La-Di, Ob-La-Da - Remastered 2009","The Beatles",22,"2019-01-29","1gFNm7cXfG1vSMcxPpSxec"
"Panini - DaBaby Remix","Lil Nas X",22,"2019-09-20","4SDgTLDYrJ2UrHbkRkg7MD"
"RAIN","Jack Harlow",22,"2021-04-27","4gY2S5FOKy3dUIGNJyt3dB"
"Rockin'","The Weeknd",22,"2017-10-07","36YCdzT57us0LhDmCYtrNE"
"Surfin' U.S.A. - Remastered 2001","The Beach Boys",22,"2020-09-22","0wz1LjDb9ZNEYwOmDJ3Q4b"
"Swang","Rae Sremmurd",22,"2020-08-14","6mapJIPnQ23RTAevUoE0DL"
"Way It Goes","Hippo Campus",22,"2021-07-28","6CES1554HcWMIVroJfmmBm"
"White Walls (feat. ScHoolboy Q & Hollis)","Macklemore & Ryan Lewis",22,"2021-02-10","1MFD6gdVDjFFMM8ItH9ZhI"
"You've Got a Friend in Me","Rex Orange County",22,"2018-12-07","446imtjItCGwAmXySZG2FS"
"hey girl","boy pablo",22,"2021-12-02","5x9r0HaFznxQ32J2JZFhub"
"CAROUSEL","Aries",21,"2021-03-12","7jahcsevTvePvdduUFVzpq"
"Centerfold","The J. Geils Band",21,"2020-08-04","1ynmMEK1fkyiZ6Z6F3ThEt"
"Damaged","Kid Cudi",21,"2020-12-11","2n7Ao4nyESBa5ti8gcAbBt"
"Did It Again","Lil Tecca",21,"2019-10-26","4guBZjUyrGoHsTahO3IHdj"
"Do I Wanna Know?","Arctic Monkeys",21,"2018-03-20","5FVd6KXrgO9B3JPmC8OPst"
"Hold My Liquor","Kanye West",21,"2020-11-23","5nIu0VwPOsjkF61zfevLKh"
