"Song","Artist","Plays","First Listen","ID"
"Water (with Mahalia)","Kojey Radical",3,2022-04-11,"6I15UB0IPWQhJNJEPQ1gLE"
"We Cry Together","Kendrick Lamar",3,2022-05-13,"0RAvy97QRPzO2AfK5Dw6j3"
"What Do You Do (feat. Sir Michael Rocks)","Mac Miller",3,2021-10-15,"6HQC66NOPyXDy4TEoO6WDE"
"Will He (Ryan Hemsworth Remix)","Joji",3,2021-03-26,"1n8KCrv2wq43ysd6HQCpV6"
"Worldwide Steppers","Kendrick Lamar",3,2022-05-13,"5p56JT5F9a1z9pwXnqTg7d"
"XNXX","Joji",3,2021-03-26,"0qpSvzE0Rws3gVZNZCf04v"
"Yellow","Amine",3,2021-04-20,"4Hj5yNHgu2dyrnzRQN7Gld"
"Yellow","Emmit Fenn",3,2022-04-11,"0zDDc616MQciHCOLiPDacv"
"Yiken (Certified)","Priceless Da Roc",3,2021-09-30,"67ncKGqScuJdNUN6bTqclA"
"Younger Days","Mt. Joy",3,2021-03-25,"73DoUyxCAGBTzr5RFOEHXo"
"a m a r i","J. Cole",3,2021-05-14,"3cLc5HfEVkD78OA8Z6IEet"
"blue","Kamal.",3,2020-12-19,"7pt64sepCy5QmDrgy9wOJS"
"brutal","Olivia Rodrigo",3,2021-05-25,"3fZVIxJjV4kXYynsz1G5lr"
"cocoa (with Don Toliver)","Baby Keem",3,2021-12-22,"1YYSGVMyHKhVi1ef46zNB9"
"drivers license","Olivia Rodrigo",3,2021-01-12,"7lPN2DXiMsVn7XUKtOW1CS"
"good 4 u","Olivia Rodrigo",3,2021-05-19,"4ZtFanR9U6ndgddUvNcjcG"
"if I were u (with Lauv)","blackbear",3,2021-11-10,"2ttGfRawDPWlkAoXxP5Z72"
"indifferent","Arden Jones",3,2022-05-05,"2eyW2bMSWxYK7MnOc8bMEa"
"issues","Baby Keem",3,2021-12-22,"2emAwdap7qy3QEMEeDjQ42"
"you should see me in a crown","Billie Eilish",3,2022-11-08,"3XF5xLJHOQQRbWya6hBp7d"
"-Interlude-","NF",2,2019-07-26,"4NAOU1fKvpPtLwtR2rUfFP"
"100 Shooters (feat. Meek Mill)","Future",2,2019-08-11,"2j7mcsEz4n5XxMMqqjjB6p"
"4 Da Gang (with Roddy Ricch)","42 Dugg",2,2022-01-09,"1mAey8kEPmDM2icL56kS9d"
"6 Ft","Mudrigo",2,2022-10-03,"0kwtcexUeuGMmduCFp6x8H"
"8 Out Of 10","Drake",2,2018-07-07,"5fcM0StdQxMjzulVGhFkHN"
"A Calabasas Freestyle","Jaden",2,2018-11-17,"7ynAgAdnTA6gIpCHwQTjRK"
"A Little Less Sixteen Candles, A Little More """"""""Touch Me""""""""","Fall Out Boy",2,2022-03-29,"4pmU8AtVu9qU40Xd9zjEfA"
"A Million Dreams","Ziv Zaifman",2,2021-04-06,"0RoA7ObU6phWpqhlC9zH4Z"
"AMAZING","Rex Orange County",2,2022-03-11,"3OM6qQmdFV6uy61GIqpRtf"
"Adore You","Harry Styles",2,2020-08-28,"3jjujdWJ72nww5eGnfs2E7"
"Africa","Marcus Warner",2,2021-04-05,"7dZuU2P7eXJllH2EINDtLH"
"After Last Night (with Thundercat & Bootsy Collins)","Bruno Mars",2,2021-11-12,"0crw01bqnefvDUDjsuKraD"
"Agape","Bear's Den",2,2021-01-27,"0u3rkZ1Z5f1JIPHlLUX2Mi"
"All I Feel Is Rain (feat. JID)","Khalid",2,2021-12-03,"0XuDk1nGTNuXPmAn4WbT9G"
"All I Want For Christmas (Is My Two Front Teeth)","Nat King Cole Trio",2,2020-11-28,"4xXMJbzVQSCyprr4PG5sBj"
"All I Want for Christmas Is You","Mariah Carey",2,2020-11-28,"0bYg9bo50gSsH3LtXe2SQn"
"All My Friends Are Stoned","WizTheMc",2,2021-04-20,"7BL33HmuFQien4olebugdj"
"All The Right Moves","OneRepublic",2,2019-06-25,"5XRHGXut00SrJUFmcn2lQF"
"All This","Mac Miller",2,2022-07-22,"0NTMdiBP1zniyBP96iNFsc"
"Alors On Danse","Stromae",2,2020-02-01,"5TvbwJP6gEq3dKtdYxZRRh"
"Amber","Steve Lacy",2,2022-07-26,"5Z4EEIaSzeRmYze3W47S1k"
"America","Mac Miller",2,2020-07-16,"50wicJjTmQSkZ6XluATpCi"
"Angel Eyes","Christine Baranski",2,2018-11-01,"6ERUsU7mPnu6sUQptDACkA"
"Antidote","Travis Scott",2,2020-08-09,"1wHZx0LgzFHyeIZkUydNXq"
"Antisocial (with Travis Scott)","Ed Sheeran",2,2019-07-12,"1DhRbox3xkceP64k3JeYfW"
"Anyway","Huntar",2,2022-04-12,"7FWMxu9wvFLlbNDqTS38IL"
"Apparition","Mac Miller",2,2021-10-16,"3FGzWMNxijMddusQq4qF0q"
"Around Me (feat. Don Toliver)","Metro Boomin",2,2022-12-03,"1SN3Ts25sR0tLwcDGLJdNh"
"As I Am (feat. Khalid)","Justin Bieber",2,2021-03-19,"6F2r4HgpJnvKDmkN6JEN6J"
"Axel F","Crazy Frog",2,2020-02-29,"2Ea1iuiNtpR9BcFlQYRE5d"
"Baby Shark","Pinkfong",2,2019-06-22,"5ygDXis42ncn6kYG14lEVG"
"Back of the Car","RAC",2,2022-04-14,"15X35tF6ZanQFygFEz87ky"
"Backseat","Khalid",2,2021-12-03,"502hkh4XajUi5yABYxIFqA"
"Baguetti (with JID & Kenny Beats)","Smino",2,2020-07-23,"3DcL8FXLA9iKwqnyj9POLt"
"Ballin Flossin","Chance the Rapper",2,2019-08-04,"4pnIUqhf1AQMFrJPd4BbrT"
"Beat 54 (All Good Now)","Jungle",2,2022-04-18,"7CFbh9XfJ40XaYWgCbYX3H"
"Bed (feat. Ariana Grande)","Nicki Minaj",2,2018-06-27,"1ZEm9cJC05rawV2tptNfTS"
"Before The Moment's Gone","Child Of The Parish",2,2022-04-25,"2XgmS25Rf94SzaeTzTjbs9"
"Black Bush","Mac Miller",2,2020-09-07,"2HvT3ejj8596KKNYqg4JIP"
"Blow","Kesha",2,2021-02-27,"3pYDZTJM2tVBUhIRifWVzI"
"Bohemian Rhapsody","Queen",2,2020-02-22,"6l8GvAyoUZwWDgF1e4822w"
"Boogie Wonderland","Earth, Wind & Fire",2,2019-01-26,"6ztstiyZL6FXzh4aG46ZPD"
"BoomTrap Protocol","Logic",2,2018-03-09,"4fZxGiES1FKbNqJPrI4L3s"
"Bottle Rocket","Briston Maroney",2,2021-04-09,"0ANOK8C8kRTR5AKjW3G62V"
"But A Dream","G-Eazy",2,2017-12-16,"6sDCgB1Ulh7aw92mk0opyd"
"Buttons","Steve Lacy",2,2022-07-26,"4CzLJ2wsrk1QdhXXuT16gx"
"Buy U a Drank (Shawty Snappin') (feat. Yung Joc)","T-Pain",2,2021-04-30,"1tkMs9wDPknQ3ZHcKDw1ES"
"Bye Bye Bye","*NSYNC",2,2019-06-14,"62bOmKYxYg7dhrC6gH9vFn"
"C7osure (You Like)","Lil Nas X",2,2019-06-23,"4no0eHn4fEB7tN1yZSXMma"
"CAROUSEL","Travis Scott",2,2018-08-03,"7KZ5MMVgBVox9ycroB2UrI"
"CHopstix (feat. Travis Scott)","ScHoolboy Q",2,2019-04-29,"2EGtBS7Ws3ajiSkJLviFJ4"
"CODY BANKS","Jack Harlow",2,2021-09-21,"0XcmRDeHawnaIYRIKW1vMo"
"COMMANDO (feat. G-Eazy)","Logic",2,2019-05-10,"2SDFznsHkeFXiPFwN0npVM"
"Call It What You Want","Foster The People",2,2022-04-12,"3u1Er1rkjn1oSz1xdZH3ZD"
"Can't Take My Eyes off You","Frankie Valli",2,2021-06-17,"6ft9PAgNOjmZ2kFVP7LGqb"
"Can't Tell Me Nothing","Kanye West",2,2022-03-13,"0mEdbdeRFQwBhN4xfyIeUM"
"Cannibal","Marcus Mumford",2,2022-09-26,"4XQ4LiJPSQXOxa3ap31Z4g"
"Cherry Beach","Kota the Friend",2,2022-01-16,"5E4saQ3z3Dwj1vpauqEqsL"
"Cherry Cola","Kuwada",2,2021-02-07,"44uCMdE6RWnkOFYTtbmUUc"
"Chicken Fried","Zac Brown Band",2,2022-03-13,"0LQtEJt7x0s6knb6RKdRYc"
"Christmas Time Is Here - Instrumental","Vince Guaraldi Trio",2,2021-12-10,"4DphT1rljbJjbK9WdrR1zI"
"Chrome Heart Tags","Lil Uzi Vert",2,2020-03-06,"46mT9NR7N9Zf5MolcrBgE3"
"Cinnamon","Briston Maroney",2,2021-04-09,"6KqgHLhsyScGQtoclGOnHv"
"Circa 2015","Jaden",2,2020-08-28,"4NU4ZK3ncM05KPUc8JSuQ5"
"Cody Freestyle","Steve Lacy",2,2022-07-26,"2kk2trjT2JXhEHtCnz9FWA"
"Cold Heart - PNAU Remix","Elton John",2,2022-06-12,"6zSpb8dQRaw0M1dK8PBwQz"
"Collard Greens","ScHoolboy Q",2,2021-09-09,"0zO8ctW0UiuOefR87OeJOZ"
"Come Here","Dominic Fike",2,2020-08-01,"3Wgs96Z4TdCpnqFj2CxpsI"
"Come Home - Hazey Eyes Remix","BAYNK",2,2021-12-29,"6jgOrsBix5nngpvePgJjsE"
"Come to Life","Kanye West",2,2021-08-29,"6DZz58CbF0AKw5PCKqNKcM"
"Cooped Up (with Roddy Ricch)","Post Malone",2,2022-05-12,"7DwcBgdzqhFJltEaV1XF81"
"Cotton Candy","Nic D",2,2022-06-27,"49svgOKkm8D9u8RuQHdIW7"
"Count On You (feat. Jordin Sparks)","Big Time Rush",2,2021-12-13,"2l8sAa7La9rjejJAmHdPEB"
"Crazy","Art of Sleeping",2,2022-03-31,"7HwEM2D3vfh0vNTiKjoNEp"
"Crazy In Love (feat. Jay-Z)","Beyonce",2,2019-06-20,"5IVuqXILoxVWvWEPm82Jxr"
"Crazy Rap (Colt 45 & 2 Zig Zags)","Afroman",2,2017-10-26,"1ACZpHI5vZ5Ea4xGlkdGWM"
"Creepin' (with The Weeknd & 21 Savage)","Metro Boomin",2,2022-12-03,"64BuLY7ggczC17w5LSUlSE"
"Crush Culture","Conan Gray",2,2019-11-20,"2sHwSBNDZN2yjCtgwStYt1"
"D/vision","JID",2,2018-11-09,"0DcBQ7dMhCMvk9t6L4XI7G"
"DEAR LORD","BROCKHAMPTON",2,2021-04-09,"2fjJxOWKe6GnR4BM2AS09u"
"DEARLY DEPARTED","BROCKHAMPTON",2,2020-07-02,"7HuaFNJNNgLmk1WTSigmhi"
"DON'T SHOOT UP THE PARTY","BROCKHAMPTON",2,2021-04-09,"3X0Tof7fViQGV95EKIY5x1"
"DRUGS","Tai Verdes",2,2021-02-07,"0ooz46SAYMJsdOPnwW4nKK"
"Dance Monkey","Tones And I",2,2019-10-28,"5ZULALImTm80tzUbYQYM9d"
"Dancing Queen","Colin Firth",2,2019-06-21,"3zZ6W6T7TuGJmcyvZ5VRlo"
"Deep Reverence (feat. Nipsey Hussle)","Big Sean",2,2020-08-25,"7MRCoIgpn1if1BcH9QpI9G"
"Dive","Ed Sheeran",2,2020-01-03,"51ChrwmUPDJvedPQnIU8Ls"
"Domain","KSI",2,2020-05-22,"2mRlw1zgbAgVHwFlSUcqFX"
"Don't Leave","Snakehips",2,2018-12-07,"0Zx8khUcEfCFK2AEoIhC92"
"Don't Stop Me Now - Remastered 2011","Queen",2,2019-03-25,"7hQJA50XrCWABAu5v6QZ4i"
"Doors","Mac Miller",2,2020-07-16,"0cDvVjiJ8iKCYcypWJ71ay"
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","Dreamville",2,2019-07-18,"36J0iaPDGbYGsHvYpaYs3k"
"Down By The River","Milky Chance",2,2022-04-14,"7HNpXPaTcX5CoNBjTAEWBr"
"Dreams","Beck",2,2022-04-24,"14zhqtMI5xHrfCFCLhFcsn"
"Dua Lipa","Jack Harlow",2,2022-05-06,"0LnS7aOdOdI1dNKZqdOLz4"
"E","Jaden",2,2018-12-28,"4ydrAAm26b8TxnzCQdC4hM"
"Earthquake","KSI",2,2017-10-06,"4veJxHnfgBo4BWTuXtGI3B"
"East Detroit","Samm Henshaw",2,2022-01-28,"20AR02PFQdrJMmLMFikzRX"
"Elevate","Drake",2,2018-07-07,"4uloft7ZE54WflsuqFmjC7"
"Empty","Juice WRLD",2,2019-03-08,"41MCdlvXOl62B7Kv86Bb1v"
"English Lane","Mac Miller",2,2020-09-07,"0GJtwvQGnnKfkCvENWsNRn"
"Eon","NINJA TRACKS",2,2021-04-08,"52JeePGSlde1rbXK78wipH"
"Escape (The Pina Colada Song)","Rupert Holmes",2,2020-08-09,"5IMtdHjJ1OtkxbGe4zfUxQ"
"Everything","Jaden",2,2020-08-28,"5JF353xKQVcUAhdzNAkg0n"
"Everytime We Touch","Cascada",2,2019-05-20,"1eOHw1k2AoluG4VyjBHLzX"
"Faking It (feat. Kehlani & Lil Yachty)","Calvin Harris",2,2020-07-12,"0pJPdSVti6cTM1Q6xYGmcf"
"Familiar (feat. TheHxliday)","Internet Money",2,2020-08-28,"1vdriVHaC2ACrH7e4bLUiN"
"Father Son Holy Smoke","Smino",2,2021-12-01,"3lWatHvGLP3GU8qvcO1tIu"
"Feeling Electric","Parade of Lights",2,2022-04-11,"2wHJj7r73uyiMjayyaoJGk"
"Fernando","Cher",2,2018-11-01,"1V9zWcD0PpWlFa42vCErzm"
"Fine By Me","Andy Grammer",2,2021-08-23,"4wTChU0tU44TAMC0xcQizi"
"Floating (feat. Khalid)","Alina Baraz",2,2019-04-01,"2vLWF4yFhTHQZVwrPTjH1s"
"Fly","Fransis Derelle",2,2019-03-23,"3X9g3kEOS35gjRDRIwWfr7"
"Fly Away","G-Eazy",2,2017-12-22,"7EqbX6KDCvWms0m8Rbmt2q"
"Follow You - Summer '21 Version","Imagine Dragons",2,2021-07-12,"1ek5GzoAX8EsM75zHB2grh"
"Followers","AREA21",2,2022-04-14,"5sPoju3oZHg9Wq5KXxBH3a"
"Funk","C-Dot 416",2,2021-11-22,"6XC8tcsdjIZH6AesIaKLbt"
"G-Shit","Tiny Meat Gang",2,2019-06-26,"5w2qILWgWgsIRywOU7LI0n"
"GET OVER IT","RAT BOY",2,2022-04-15,"0v2FBgSaKQp4yeI2azeEVd"
"GHOST","Jaden",2,2018-12-17,"0aWMostcnfyjuCEcO7sTz5"
"GOIN BACK DOWN","Jack Harlow",2,2020-02-26,"5lRkkQ6AqiezT8smWMjOMU"
"GOKU","Jaden",2,2018-11-17,"3BgL0IcxKAd0sukooPIVhA"
"GOODMORNINGTOKYO!","TOKYO'S REVENGE",2,2019-12-30,"0Q2n5yzl2XRqYbV77tZNYp"
"Gang Gang (feat. JAY1 & Deno)","KSI",2,2021-07-16,"4xdElB9O7YfpISMghyMUsV"
"Gates to the Sun (POLLEN Singles)","SahBabii",2,2021-03-30,"6EG0w98d2S1u1copDAHDqP"
"Get Busy","Sean Paul",2,2021-06-24,"7C86DVl6REN8VPeGEMOf9q"
"Get Em Up","Mac Miller",2,2020-04-29,"4KwHLWYcVk0Raa5fzpa35p"
"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk",2,2021-01-11,"2Foc5Q5nqNiosCNqttzHof"
"Get Up","Big Time Rush",2,2021-07-20,"3mahf3jjHZZ9YWhCrKvQHH"
"Getcha Roll On (feat. Tory Lanez)","T-Pain",2,2019-01-26,"76Um0vLd5sX9au6X7T5mOL"
"Give You the World","Steve Lacy",2,2022-07-26,"0J119Oas2ox6JTTHUGZxHN"
"Glimpse of Us","Joji",2,2022-06-10,"6xGruZOHLs39ZbVccQTuPZ"
"God Save the Rave","Scooter",2,2021-01-12,"6g1VQsGGteeFbJm4IEn3N4"
"Good Day","iann dior",2,2020-06-12,"3ZqgCbcM2AGXivffHcun0X"
"Good as Hell","Lizzo",2,2019-11-15,"3Yh9lZcWyKrK9GjbhuS0hR"
"HEAVEN BELONGS TO YOU","BROCKHAMPTON",2,2020-07-02,"5SecO8b3bvFNBTtrTyt91o"
"HORIZONS","Jonah Zed",2,2021-10-05,"3b4CQ5xOFAMZ2DG9rB30PG"
"Hangin Round","Briston Maroney",2,2021-07-30,"3svVlSJkYHq2jf28FhwuUS"
"Hangin'","Bastille",2,2022-04-12,"3s7q7sn5DaRtAuOo2ft9BD"
"Havana (feat. Young Thug)","Camila Cabello",2,2017-09-11,"0ofbQMrRDsUaVKq2mGLEAb"
"HeadBand (feat. 2 Chainz)","B.o.B",2,2019-03-25,"6gf1xlPETW9CwjsdnUzW3g"
"Heads Will Roll - A-Trak Remix","Yeah Yeah Yeahs",2,2021-09-04,"2idmlkd8oUaQvYEtINpLBX"
"Heard the Colours","Rob Caesar",2,2022-04-12,"6UYN1XMcDRHpXQ9KALcqJa"
"Heartless (feat. Morgan Wallen)","Diplo",2,2019-11-15,"0rFQ5cKYJ9WtHSKp9sxVYt"
"Hell N Back","Bakar",2,2021-04-20,"3NRql0A1Ef4RCvT473iqgD"
"Helmet","Steve Lacy",2,2022-07-26,"0DmkBOGgEWMbUJlL6VwwF2"
"Higher Power","Coldplay",2,2021-05-07,"0939D7aT18uBDS2MTjWzct"
"Him & I (with Halsey)","G-Eazy",2,2017-12-21,"5k38wzpLb15YgncyWdTZE4"
"Hips Don't Lie (feat. Wyclef Jean)","Shakira",2,2021-09-26,"3ZFTkvIE7kyPt6Nu3PEa7V"
"Hold Back The River","James Bay",2,2018-11-01,"7tmtOEDxPN7CWaQWBsG1DY"
"Home Sweet","Russell Dickerson",2,2021-08-05,"7xMFk2Vj2hALyMdzHFopJl"
"Homo Flow","Team Clutch",2,2021-01-11,"6TUUIFeGgVSIBVTAaW22tH"
"Hood Politics","Kendrick Lamar",2,2022-04-14,"2UOYzhusMTypF7oAQwksCj"
"Humongous","Declan McKenna",2,2022-02-21,"7zI1PDpYJ1yEyAINS604Zs"
"Husavik (My Hometown)","Will Ferrell",2,2021-04-08,"6ofMKJjMpfDEb48JYEAgjX"
"I BEEN BORN AGAIN","BROCKHAMPTON",2,2020-07-02,"7frG49GBDHPPvxXRVLRwle"
"I Could Make You Happy","Art of Sleeping",2,2022-03-31,"0wHWeyAqqC8hkqAKtOuT8p"
"I Feel It Coming","The Weeknd",2,2020-07-19,"5GXAXm5YOmYT0kL5jHvYBt"
"I Found You (with Calvin Harris)","benny blanco",2,2020-07-12,"5sdb5pMhcK44SSLsj1moUh"
"I Love It (feat. Charli XCX)","Icona Pop",2,2021-09-26,"6HZ9VeI5IRFCNQLXhpF4bq"
"I WISH","The Kid LAROI",2,2020-07-24,"6FSHigAWfTd5Zx3jYfehbO"
"I Won't Give Up","Jason Mraz",2,2018-11-01,"53QF56cjZA9RTuuMZDrSA6"
"I Write Sins Not Tragedies","Panic! At The Disco",2,2021-08-24,"4bPQs0PHn4xbipzdPfn6du"
"If Only You Could Ease My Mind","Art of Sleeping",2,2022-03-31,"7nBXKqJlFIv6OhTUhmLghx"
"Ignorant","Mac Miller",2,2020-05-04,"5jk0RECB0yC5h4cG7NJ3Ge"
"In the Morning","Mac Miller",2,2020-08-18,"4tph7twTQ2WSXfSG5Y25Cp"
"Interstellar- Main Theme","Geek Music",2,2022-04-13,"5tE3p4vIwoqUZLkKF2PNeB"
"Intoxicated - Radio Edit","Martin Solveig",2,2019-10-11,"0dbQ4h3cs8QE5fOPMYdDrX"
"It Girl","Jason Derulo",2,2021-09-26,"4fINc8dnfcz7AdhFYVA4i7"
"It Will Come Back","Hozier",2,2020-04-06,"1iugFsBigGHtRwvFVDG9oo"
"It Won't Change (feat. Maverick Sabre)","Samm Henshaw",2,2022-01-28,"5rMPLtLJoZaA6heFg3FXWD"
"It's Beginning to Look a Lot like Christmas","Michael Buble",2,2018-11-01,"0lLdorYw7lVrJydTINhWdI"
"It's Called: Freefall","Rainbow Kitten Surprise",2,2022-01-16,"474uVhyGgK5MtY9gMcDgGl"
"It's Not My Fault","Briston Maroney",2,2021-07-30,"08jeQcyxniWp2Vvk9ncEl6"
"It's Strange","Louis The Child",2,2022-11-08,"0NxHMGOA8vwPD0x8MmXnp7"
"JLO (feat. Lil Tecca)","Internet Money",2,2020-08-28,"3QpVmv8HQK5NrqqHr8Rqle"
"Jackie and Wilson","Hozier",2,2020-04-07,"4JpazKcfOhbwqZrsYhzHee"
"Japan","Rex Orange County",2,2019-06-29,"0HzGiz4mcF77yGK4WsRAZz"
"Jefferson","Art of Sleeping",2,2022-03-31,"0qWJ6fCsRGpyw0gG6DAF7U"
"Jumpman","Drake",2,2018-07-13,"27GmP9AWRs744SzKcpJsTZ"
"Just Da Other Day","JID",2,2022-01-16,"2fU2TSb3bghWYkPFuqgSkr"
"Keyon - Interlude","Samm Henshaw",2,2022-01-28,"2rexU8KyHRN5LENc4QfPq2"
"Killa Killa (feat. Aiyana-Lee)","KSI",2,2020-05-22,"13Npvj6mfPFQL5DiBKWSIQ"
"Kiss Me Thru The Phone","Soulja Boy",2,2019-03-25,"2q4rjDy9WhaN3o9MvDbO21"
"Know Better","KillBunk",2,2022-04-18,"2YCDVu4FofMFvSJt5Vggu2"
"Know Your Worth","Khalid",2,2020-02-11,"0TrPqhAMoaKUFLR7iYDokf"
"L.A.F","BROODS",2,2022-04-22,"0XsVNUmFx0hYW18xIin9ie"
"LOYAL (feat. Drake)","PARTYNEXTDOOR",2,2019-12-24,"5bvnqVuq7UFl0txSlHpsfS"
"LUCY!","Jaden",2,2020-08-28,"5HopPxueKZJfrvXYPfT42T"
"Let Me Go","NF",2,2019-07-26,"2PqSOrlabozEH6KXs7BvQr"
"Let Me Know","No Wyld",2,2022-04-12,"4kCyuJR5pmxX5AVlEHXXny"
"Life","Mac Miller",2,2020-07-17,"1VAU9yeQ6mwGXZHgpvPRqi"
"Life is a Highway","Rascal Flatts",2,2020-07-02,"2Fs18NaCDuluPG1DHGw1XG"
"Like A G6","Far East Movement",2,2021-09-26,"4DvhkX2ic4zWkQeWMwQ2qf"
"Live Well","Palace",2,2022-01-16,"2H30WL3exSctlDC9GyRbD4"
"Lot to Learn","Luke Christopher",2,2021-10-17,"3TRFq09DUgYj1mug6RRqJW"
"Love Ain't Enough","Jacob Banks",2,2022-04-14,"2TH7wRbGBMH0U2noQy9cHT"
"Love Is Gone","G-Eazy",2,2017-12-16,"7aW0z1jKq6FgB7ffpbocg6"
"Love Me As I Have Loved You","Mac Miller",2,2020-05-04,"1u2cLPyMeehqcsujkqAYC9"
"Lucky Ass Bitch","Mac Miller",2,2020-05-04,"7qjOGctWNfqfWsoVILg5iT"
"Lucky You (feat. Joyner Lucas)","Eminem",2,2018-09-28,"60SdxE8apGAxMiRrpbmLY0"
"Mansion","NF",2,2019-02-21,"3nKRYKbGxhzv4BbwlLOcWU"
"Martin & Gina","Polo G",2,2022-03-13,"1VLtjHwRWOVJiE5Py7JxoQ"
"Meditate (feat. J.I.D.)","EARTHGANG",2,2022-08-14,"0Eqm7hD828cATBLUx2fJox"
"Message (feat. TyFontaine)","Internet Money",2,2020-08-28,"1Cu0qxFQDTLhlIPvqnZHvF"
"Metro Spider (with Young Thug)","Metro Boomin",2,2022-12-03,"03hyZKbj9GWZXD8jALwJA3"
"Midsummer Madness","88rising",2,2018-06-20,"0wFmawqundY8rOn9sZUqA6"
"Millions","KSI",2,2020-05-22,"3nxobbTLF4bUnTJ85Z1Xmt"
"Mine","Bazzi",2,2018-05-06,"7uzmGiiJyRfuViKKK3lVmR"
"Misery","Maroon 5",2,2020-08-07,"6KBYk8OFtod7brGuZ3Y67q"
"Molly Girl","Lil Tecca",2,2019-08-01,"21OgIYNglfbUMkVXg6mBX3"
"Mood Swings (feat. Lil Tjay)","Pop Smoke",2,2020-09-05,"3mZNztgWFsvm9wfcqSOdKg"
"Moon River","Frank Ocean",2,2021-03-08,"41cpvQ2GyGb2BRdIRSsTqK"
"More Than Friends","Aidan Bissett",2,2021-09-17,"1Ph96WpdjNlwD6iKRE2Xa3"
"Motion","Khalid",2,2018-10-19,"65DzdjRWH35DNsBZBjW523"
"Movement","Hozier",2,2020-04-07,"1djzKW3eYLyzjjHXazEWWh"
"Movie Star (feat. Pharrell Williams)","Jack Harlow",2,2022-05-06,"3u8bblcJtOxxmGzJrviWLp"
"Music For a Sushi Restaurant","Harry Styles",2,2022-05-20,"5LYMamLv12UPbemOaTPyeV"
"My Time","Lil Tecca",2,2019-08-01,"6Lme9Ly3CUl6CcHM2AeiQi"
"My Type","Saweetie",2,2019-09-15,"5KBARWIxeMGkvUax9VtVC9"
"NC-17","Travis Scott",2,2018-08-03,"6BJbOXDlgVAXSaq6wYFYT2"
"NOT FAIR (feat. Corbin)","The Kid LAROI",2,2020-07-24,"2HrMDMckfCyM4OcZxXuiRn"
"Never Be Like You (feat. Kai)","Flume",2,2020-06-17,"5WI2ltQIdwgzf1SNE76JyR"
"Never Enough","Loren Allred",2,2021-04-06,"0Gl5s8IhMmQE5YQwM8Qx1J"
"New To You (with Normani, Tinashe, & Offset)","Calvin Harris",2,2022-07-29,"22PTmk4mzAVi92WiQPAcFp"
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Metro Boomin",2,2022-12-03,"5XJWEh8huqG0l9RgRyArtv"
"Nikes On","Healy",2,2021-11-22,"5z14e4rPImlgk40W33dt0U"
"Nikes on My Feet","Mac Miller",2,2021-11-22,"4Hq1q82uvzNxUYmgBOxPco"
"No Less","G-Eazy",2,2017-12-21,"44YAJYlDg4EECrecze8BU2"
"No Stylist (feat. Drake)","French Montana",2,2018-12-25,"04MLEeAMuV9IlHEsD8vF6A"
"No Type","Rae Sremmurd",2,2020-09-29,"4scpF6J5uMBvoh6sFB7EL1"
"North Face","ODIE",2,2022-04-11,"63bAGRSSX2V1hhPSP2NpBC"
"Nothing Even Matters","Big Time Rush",2,2018-07-22,"1orvAKENOEEigWWVmusYAO"
"OPEN A WINDOW (feat. Tyler, The Creator)","Rex Orange County",2,2022-03-10,"0YpaoMOUSP3jwZ4RgqNESG"
"On My Way Out","Getter",2,2021-03-30,"6wb1K3y7rRyQdoJlkrMgik"
"One Great Song and I Could Change the World","Swim Deep",2,2022-04-16,"6tkqqX7J4qgWD71Ts6BLaR"
"One Man Band","Old Dominion",2,2019-08-30,"3ksmU0DaEUMEVzx5V6cc3z"
"One Punch Man (feat. Ski Mask The Slump God & Denzel Curry)","Higher Brothers",2,2019-02-24,"5XHcYoIcFY7GgV6OHUB00Q"
"Only","NF",2,2019-07-26,"5lehoWkVPujeOAwb8BO0uK"
"Ontario","Novo Amor",2,2021-01-27,"1XZPtZVqcOzzxbYIR7MjQw"
"Oogway Ascends","Hans Zimmer",2,2021-04-08,"1dZCiUTIbbvwOCALmzBh9y"
"Options","NF",2,2019-07-26,"1Q3HtTFGxjmEljAw7Y0CaR"
"Outside","Mac Miller",2,2020-04-29,"3O4d6DrxBDBgPxel0ANiHE"
"Overnight","Logic",2,2018-03-09,"3s3VVLE1kB7Xk2AoJKlGmr"
"PIKACHU","The Kid LAROI",2,2020-11-07,"33QXHN1SzNgHIRPr7qYknV"
"POP","Lil Uzi Vert",2,2020-03-06,"1jDbQz6tr52WgScCTXMnaN"
"Panda","Desiigner",2,2018-02-12,"275a9yzwGB6ncAW4SxY7q3"
"Paper Planes","M.I.A.",2,2022-07-02,"1ixbwbeBi5ufN4noUKmW5a"
"Paper Route","Mac Miller",2,2020-07-25,"6ap9K1KJg2eIRhBTAl1mxL"
"Paracetamol","Declan McKenna",2,2022-02-21,"74lfGn1j0rBJ3YqR2mo4oU"
"Paralyzed","NF",2,2019-02-18,"5DHQKZCOZhGNTbYBCekWx0"
"Play God","Sam Fender",2,2022-11-08,"6R1y3I91AIktu7qoKIugtH"
"Portrait of Ned","Rex Orange County",2,2019-06-29,"70iAPmTJ1w6QQq4zMYmFBy"
"Postpone","Catfish and the Bottlemen",2,2022-04-16,"1IMtCtSqlw3VJv3IvCxkaz"
