"Artist","Album","Songs","Plays Per Song"
"Kid Cudi","Passion, Pain & Demon Slayin'",19,33.4210526315789
"Roddy Ricch","Please Excuse Me For Being Antisocial",15,42.1333333333333
"Lil Baby","My Turn",26,24.1923076923077
"ScHoolboy Q","Blank Face LP",17,36.6470588235294
"Verzache","My Head Is a Moshpit",18,34.1111111111111
"Bryson Tiller","A N N I V E R S A R Y",15,40.7333333333333
"Travis Scott, Quavo, HUNCHO JACK","Huncho Jack, Jack Huncho",13,47
"Daniel Caesar","Freudian",10,60.9
"Kanye West","My Beautiful Dark Twisted Fantasy",14,43.1428571428571
"Kanye West","The College Dropout",29,20.3793103448276
"whiterosemoxie","white ceilings",30,19.0333333333333
"Mick Jenkins","Wave[s]",11,51.7272727272727
"Kanye West","Late Registration",21,26.7619047619048
"Young Thug","JEFFERY",9,62.2222222222222
"whiterosemoxie","grae ceilings",13,41.6923076923077
"A$AP Rocky","LONG.LIVE.A$AP",22,24.3636363636364
"Joey Bada$$","1999",15,35.4666666666667
"Lil Skies","Life of a Dark Rose",14,38
"Aries","BELIEVE IN ME, WHO BELIEVES IN YOU",12,44.0833333333333
"Kid Cudi","Indicud",18,29.3333333333333
"JID","The Never Story",12,44
"Future","FUTURE",20,26.3
"Smino","NOIR",18,28.6666666666667
"Ty Dolla $ign","Free TC",21,24.3333333333333
"Tyler, The Creator","CALL ME IF YOU GET LOST",16,30.6875
"BROCKHAMPTON","SATURATION",15,32.4666666666667
"Jazz Cartier","Hotel Paranoia",15,32.2666666666667
"Drake","If You're Reading This It's Too Late",17,28.4705882352941
"J. Cole","KOD",12,39.9166666666667
"Radiohead","OK Computer",12,39.6666666666667
"Ty Dolla $ign","Beach House 3",21,22.5238095238095
"Joey Bada$$","Summer Knights",13,35.8461538461538
"Mac Miller","Swimming",13,35.6923076923077
"Tom The Mail Man","Sunset Visionary, Vol. 2",12,38.5833333333333
"Kid Cudi","Man On the Moon: The End of Day",19,24.3157894736842
"Kendrick Lamar, Jay Rock, James Blake, Future","Black Panther The Album Music From And Inspired By",14,32.4285714285714
"Daniel Caesar","CASE STUDY 01",10,44
"Migos","Culture",13,33.6153846153846
"Kendrick Lamar","Mr. Morale & The Big Steppers",17,25.2352941176471
"J. Cole","Born Sinner",27,15.7777777777778
"Future","Future Hndrxx Presents: The WIZRD",20,21.25
"A$AP Rocky","TESTING",15,28.0666666666667
"Juice WRLD","Goodbye & Good Riddance",16,26.1875
"Smino","blkswn",18,23.2777777777778
"Quality Control, Migos","Quality Control: Control the Streets, Vol. 1",30,13.8
"Juice WRLD","Death Race for Love",22,18.7727272727273
"Trippie Redd","A Love Letter to You 2",14,28.9285714285714
"Rich The Kid","The World Is Yours 2",16,25.3125
"Kendrick Lamar","untitled unmastered.",8,50.625
"BROCKHAMPTON","SATURATION III",15,26.7333333333333
"Joyner Lucas","Along Came Joyner",21,19
"Flatbush Zombies","Vacation In Hell",19,20.8947368421053
"Drake","More Life",22,17.9545454545455
"JID","DiCaprio 2",14,27.3571428571429
"Playboi Carti","Playboi Carti",15,25.2666666666667
"Rich The Kid","The World Is Yours",15,25.2666666666667
"A$AP Mob","Cozy Tapes, Vol. 1: Friends",12,31.5
"Denzel Curry","TA13OO",13,29.0769230769231
"Patrick Cc:","Launch Sequence",16,23.0625
"Cage the Elephant","Melophobia",10,36.6
"Danny Brown","Atrocity Exhibition",15,24.2666666666667
"Tyler, The Creator","IGOR",11,33.0909090909091
"Rich Brian","Amen",14,25.9285714285714
"Khalid","American Teen",15,24.1333333333333
"SiR","November",11,32.7272727272727
"J. Cole","4 Your Eyez Only",10,35.5
"A Boogie wit da Hoodie","Artist 2.0",27,13
"6LACK","FREE 6LACK",13,27
"Jay Rock","Redemption",14,24.9285714285714
"Flatbush Zombies","3001: A Laced Odyssey",12,28.9166666666667
"Gunna","Drip or Drown 2",16,21.4375
"Earl Sweatshirt","Doris",15,22.6
"Madlib, Freddie Gibbs","Bandana",14,24.1428571428571
"Amine","Good For You",15,22.4666666666667
"A$AP Mob","Cozy Tapes, Vol. 2: Too Cozy",17,19.5294117647059
"Young Thug","BEAUTIFUL THUGGER GIRLS",14,23.5
"SZA","Ctrl",18,18.1666666666667
"Logic","Bobby Tarantino",11,29.2727272727273
"The Weeknd","Starboy",18,17.8333333333333
"Kota the Friend","Foto",20,15.75
"Pusha T","DAYTONA",7,44.8571428571429
"Drake","Scorpion",25,12.56
"The Black Keys","Brothers",15,20.8
"Mick Jenkins","Elephant in the Room",13,23.9230769230769
"The Beatles","Sgt. Pepper's Lonely Hearts Club Band",15,20.6666666666667
"Lil Uzi Vert","The Perfect LUV Tape",10,31
"Young Thug","So Much Fun",24,12.875
"Grouplove","Never Trust a Happy Song",12,25
"Koi","Trial & Error",20,14.95
"Young Thug, Future","SUPER SLIMEY",13,22.9230769230769
"Tyler, The Creator","Flower Boy",14,21.2142857142857
"Rae Sremmurd","SremmLife 2",14,20.6428571428571
"Vince Staples","FM!",10,28.4
"Logic","Bobby Tarantino II",13,21.6153846153846
"Migos","Culture II",24,11.7083333333333
"Earl Sweatshirt","Some Rap Songs",15,18.7333333333333
"nothing,nowhere.","Trauma Factory",15,18.6
"A Tribe Called Quest","We Got It from Here... Thank You 4 Your Service",16,17.4375
"Buddy","Harlan & Alondra",12,23.0833333333333
"BROCKHAMPTON","SATURATION II",16,17.3125
"Amine","Limbo",21,13.1428571428571
"Mac Miller","The Divine Feminine",10,27.4
"Brent Faiyaz","WASTELAND",19,14.4210526315789
"VIC MENSA","The Autobiography",15,18.2
"Lil Uzi Vert, Future","Pluto x Baby Pluto",24,11.3333333333333
"Trippie Redd","A Love Letter to You 3",16,16.9375
"Pusha T","My Name Is My Name",12,22.5833333333333
"Post Malone","beerbongs & bentleys",18,15.0555555555556
"Dr. Dre","2001",22,12.2272727272727
"The Beatles","Abbey Road (Remastered)",17,15.8235294117647
"Mir Fontane","Macaroni Tony",10,26.6
"Domo Genesis","Genesis",11,23.3636363636364
"Lil Baby, Gunna","Drip Harder",13,19.6153846153846
"Dave East","Kairi Chanel",18,14.1666666666667
"Smino","Luv 4 Rent",15,17
"SOB X RBE","GANGIN",15,16.9333333333333
"Anderson .Paak","Venice",14,18.0714285714286
"JAY-Z","4:44",10,25.2
"Jack Harlow","Sweet Action",7,35.8571428571429
"Jazz Cartier","Fleurever",16,15.625
"Jack Harlow","Gazebo",10,25
"Ramzoid","WORLD",4,62.5
"XXXTENTACION","?",21,11.8095238095238
"Beach House","Teen Dream",12,20.5833333333333
"Amine","ONEPOINTFIVE",13,18.9230769230769
"whiterosemoxie","HABITS",7,35
"Drake","Nothing Was the Same",15,16.3333333333333
"Verzache","Thought Pool",8,30.5
"Polo G","THE GOAT",16,15.0625
"Miguel","War & Leisure",12,20.0833333333333
"Trippie Redd","LIFE'S A TRIP",14,17.1428571428571
"whiterosemoxie","TROJAN",12,19.5833333333333
"Big K.R.I.T.","4eva Is a Mighty Long Time",22,10.6363636363636
"The 1975","The 1975",16,14.625
"Felly","Mariposa",13,17.8461538461538
"Anderson .Paak","Ventura",11,21.0909090909091
"blackbear","digital druglord",14,16.5714285714286
"Dave East","Paranoia: A True Story",13,17.7692307692308
"Joey Purp","QUARTERTHING",17,13.5882352941176
"Daniyel","82",10,23
"Drake","Certified Lover Boy",21,10.8571428571429
"KIDS SEE GHOSTS","KIDS SEE GHOSTS",10,22.8
"Juice WRLD, Future","Future & Juice WRLD Present... WRLD ON DRUGS",16,14.125
"Metro Boomin","NOT ALL HEROES WEAR CAPES",13,17.2307692307692
"Trippie Redd","A Love Letter to You 4",21,10.6190476190476
"Vince Staples","Big Fish Theory",12,18.5
"JID, Dreamville, Bas","Revenge of the Dreamers III",18,12.3333333333333
"Big Sean","I Decided.",14,15.7857142857143
"Mac Miller","Circles",14,15.5714285714286
"The Weeknd","Dawn FM",16,13.5625
"PARTYNEXTDOOR","COLOURS",8,27
"A Boogie wit da Hoodie","Hoodie SZN",20,10.65
"Rae Sremmurd","SremmLife",11,19.2727272727273
"Macklemore & Ryan Lewis","This Unruly Mess I've Made",13,16.3076923076923
"PnB Rock","Catch These Vibes",18,11.7222222222222
"Lil Yachty","Teenage Emotions",21,9.80952380952381
"Hippo Campus","LP3",10,20.5
"Kota the Friend","Lyrics to GO, Vol. 2",10,20.4
"Logic","Under Pressure",16,12.6875
"The Weeknd","After Hours",15,13.4666666666667
"Lil Peep","Come Over When You're Sober, Pt. 2 (Bonus)",13,15.2307692307692
"midwxst","BACK IN ACTION 2.0",12,16.4166666666667
"Kanye West","Donda",31,6.35483870967742
"Swae Lee, Slim Jxmmi, Rae Sremmurd","SR3MM",27,7.2962962962963
"Tory Lanez","LoVE me NOw",15,13.0666666666667
"Lupe Fiasco","DROGAS Light",14,13.9285714285714
"Dro Kenji","LOST IN HERE",8,24.375
"NAV","NAV",11,17.4545454545455
"Madvillain, Madlib, MF DOOM","Madvillainy",22,8.5
"Vince Staples","RAMONA PARK BROKE MY HEART",16,11.625
"2 Chainz","Pretty Girls Like Trap Music",16,11.5625
"XXXTENTACION","17",11,16.7272727272727
"Tee Grizzley","Activated",18,10.1666666666667
"Ab-Soul","Do What Thou Wilt",16,11.375
"DJ Khaled","Major Key",5,36.4
"Jack Harlow","Thats What They All Say",13,14
"Amine","TWOPOINTFIVE",12,15.0833333333333
"midwxst","better luck next time.",9,20.1111111111111
"21 Savage","i am > i was",16,11.25
"Beast Coast","Escape From New York",13,13.7692307692308
"Offset","FATHER OF 4",16,11.125
"Lil Wayne","Tha Carter V",23,7.69565217391304
"Pink Floyd","The Dark Side of the Moon",10,17.7
"Knxwledge","1988",22,8
"The Beach Boys","Pet Sounds",13,13.4615384615385
"Fleetwood Mac","Greatest Hits",27,6.44444444444444
"Kota the Friend","Everything",12,14.4166666666667
"Joyner Lucas","508-507-2209",16,10.6875
"Juice WRLD","Legends Never Die",20,8.55
"EARTHGANG","Mirrorland",14,12.2142857142857
"Arctic Monkeys","AM",12,14.1666666666667
"Kanye West","ye",7,24.2857142857143
"Kevin Gates","Luca Brasi 3",18,9.22222222222222
"ScHoolboy Q","CrasH Talk",14,11.5714285714286
"Young Thug, Young Stoner Life","Slime Language 2",31,5.2258064516129
"Jonah Zed","Summer In Slow Motion",5,32.2
"Snoop Dogg","COOLAID",20,8
"Sheck Wes","MUDBOY",14,11.2857142857143
"Mick Jenkins","The Circus",7,22.5714285714286
"Rick Ross","Rather You Than Me",14,11.0714285714286
"whiterosemoxie","Twotone",5,31
"Mir Fontane","Who's Watching the Kids 2",11,14.0909090909091
"Saba","Few Good Things",14,11
"slowthai","TYRON",14,11
"Guapdad 4000, !llmind","1176",14,10.9285714285714
"Action Bronson","Blue Chips 7000",13,11.7692307692308
"Lil Wayne","Funeral",24,6.375
"Lil Skies","Shelby",14,10.9285714285714
"Earl Sweatshirt","SICK!",10,15.1
"Dave East","P2",15,10
"Takeoff","The Last Rocket",12,12.5
"Post Malone","Twelve Carat Toothache",14,10.6428571428571
"Quavo","QUAVO HUNCHO",19,7.78947368421053
"Nas","NASIR",7,21
"The Underachievers","Renaissance",15,9.8
"BROCKHAMPTON","ROADRUNNER: NEW LIGHT, NEW MACHINE",13,11.2307692307692
"SiR","Judas and the Black Messiah: The Inspired Album",22,6.54545454545455
"Childish Gambino","Because the Internet",12,11.9166666666667
"Tory Lanez","The New Toronto 3",16,8.9375
"Lil Yachty","Lil Boat 2",16,8.875
"redveil","learn 2 swim",12,11.8333333333333
"Buddy","Superghetto",14,10.0714285714286
"Jonah Zed","Lovewontwait",10,14
"Playboi Carti","Whole Lotta Red",24,5.83333333333333
"Denzel Curry","Melt My Eyez See Your Future",14,9.92857142857143
"SZA","SOS",23,6
"Southside, G Herbo","Swervo",15,9.2
"Jack Harlow","Come Home The Kids Miss You",15,9.13333333333333
"Greta Van Fleet","From the Fires",6,22.6666666666667
"Danny Brown","XXX",21,6.38095238095238
"WESTSIDE BOOGIE","Everythings for Sale",13,10.1538461538462
"Pop Smoke","Shoot For The Stars Aim For The Moon",21,6.28571428571429
"Kanye West, JAY-Z","Watch the Throne",6,21.3333333333333
"Gucci Mane","Droptopwop",10,12.7
"Anderson .Paak","Oxnard",14,9.07142857142857
"Lil Uzi Vert","RED & WHITE",9,14
"Logic","YSIV",14,9
"Future","DS2",18,6.88888888888889
"Future","High Off Life",21,5.90476190476191
"JID","The Forever Story",15,8.2
"Post Malone","Hollywood's Bleeding",17,7.17647058823529
"Wallows","Tell Me That It's Over",10,12.2
"Joey Bada$$","2000",14,8.64285714285714
"Denzel Curry","ZUU",12,9.91666666666667
"Frank Ocean","Channel ORANGE",15,7.8
"Lil Durk, Lil Baby","The Voice of the Heroes",18,6.5
"Dro Kenji","ANYWHERE BUT HERE",12,9.66666666666667
"Jaden","ERYS",19,6.10526315789474
"Post Malone","Stoney",18,6.44444444444444
"Calvin Harris","Funk Wav Bounces, Vol. 1",8,14.375
"Jazz Cartier","Marauding in Paradise",14,8.21428571428571
"Grouplove","This Is This",9,12.7777777777778
"MAVI","Laughing so Hard, it Hurts",16,7.125
"Omen, Dreamville, Cozz","Revenge of the Dreamers III: Director's Cut",12,9.41666666666667
"Wiz Khalifa","Rolling Papers 2",25,4.52
"Young Thug","On the Rvn",6,18.6666666666667
"Travis Scott, JACKBOYS","JACKBOYS",7,15.8571428571429
"Eminem","The Marshall Mathers LP2",12,9.25
"Smino","blkjuptr ",5,22.2
"Future","56 Nights",7,15.7142857142857
"Baby Keem","The Melodic Blue",19,5.78947368421053
"REASON","There You Have It",12,9.16666666666667
"Dr. Dre","The Chronic",16,6.8125
"YBN Nahmir","YBN: The Mixtape",23,4.73913043478261
"Kid Cudi","Man On the Moon III: The Chosen",18,5.94444444444444
"BROCKHAMPTON","iridescence",15,7.06666666666667
"Patrick Cc:, Jonah Zed","Bound 2 Fall - Single",2,52.5
"MIKNNA, Kadhja Bonet, JID, Free Nationals","Free Nationals",13,8.07692307692308
"Fun.","Some Nights",11,9.54545454545454
"Kirk Knight","Black Noise",12,8.66666666666667
"Nas","Illmatic XX",3,34.6666666666667
"Eminem","Kamikaze",14,7.42857142857143
"Kota the Friend","Lyrics to GO, Vol. 3",10,10.4
"6ix9ine","DUMMY BOY",15,6.8
"Big Sean","Dark Sky Paradise",15,6.8
"Famous Dex","Dex Meets Dexter",14,7.14285714285714
"Roddy Ricch","LIVE LIFE FAST",18,5.55555555555556
"VIC MENSA","There's Alot Going On",7,14.2857142857143
"Meek Mill","Wins & Losses",17,5.88235294117647
"Meek Mill","Championships",19,5.21052631578947
"Of Monsters and Men","My Head Is an Animal",13,7.61538461538461
"DJ Khaled","Grateful",22,4.45454545454545
"Juice WRLD","Legends Never Die (Video Version)",14,7
"Logic","No Pressure",15,6.53333333333333
"MadeinTYO","True's World",6,16.1666666666667
"Macklemore & Ryan Lewis","The Heist",19,5.05263157894737
"Pusha T","It's Almost Dry",12,7.83333333333333
"Gucci Mane","Mr. Davis",17,5.52941176470588
"Ski Mask the Slump God","STOKELEY",13,7.23076923076923
"Ariana Grande","Sweetener",15,6.26666666666667
"Gunna","DRIP SEASON 4EVER",19,4.89473684210526
"Logic","Everybody",13,7.15384615384615
"Kirk Knight","IIWII",12,7.66666666666667
"Desiigner","New English",13,7.07692307692308
"tobi lou","tobi lou and the Juice",7,13.1428571428571
"2 Chainz","Rap or Go to the League",14,6.5
"MihTy","MIH-TY",11,8.18181818181818
"Johnny Rain","Idol Blue",16,5.5625
"Joey Bada$$","Waves - Single",2,44.5
"Ariana Grande","thank u, next",12,7.41666666666667
"Drake, 21 Savage","Her Loss",16,5.5
"Gunna","DS4EVER",19,4.57894736842105
"Chance the Rapper","10 Day",14,6.14285714285714
"Mac Miller","Faces",25,3.44
"Nyck @ Knight","Nyck @ Knight",9,9.44444444444444
"T-Pain","Oblivion",16,5.3125
"J. Cole","Cole World - The Sideline Story",11,7.63636363636364
"Chester Watson","Past Cloaks",19,4.42105263157895
"Flyboy Tarantino, Craig Xen","XXXTENTACION Presents: Members Only, Vol. 4",24,3.5
"Jay Rock","90059",9,9.22222222222222
"Tyler, The Creator","Cherry Bomb",11,7.54545454545455
"Tory Lanez","I Told You",6,13.8333333333333
"Eminem","Revival",18,4.61111111111111
"OutKast","Aquemini",3,27
"Chuck Strangers","Consumers Park",14,5.78571428571429
"Roddy Ricch, Mustard","Perfect Ten",2,40.5
"Statik Selektah, Kota the Friend","To Kill a Sunrise",10,8.1
"Comethazine","Bawskee 2",13,6.15384615384615
"Smokepurpp, Murda Beatz","Bless Yo Trap",11,7.27272727272727
"JAY-Z","Magna Carta... Holy Grail",5,16
"Kevin Abstract","American Boyfriend: A Suburban Love Story",7,11.2857142857143
"Dr. Dre","Compton",12,6.58333333333333
"Zacari","Run Wild Run Free",7,11.2857142857143
"J. Cole","The Off-Season",12,6.58333333333333
"The Cure","Kiss Me, Kiss Me, Kiss Me",11,7.09090909090909
"Kirk Knight","Late Knight Special",13,6
"Chester Watson","Project 0",10,7.8
"Polo G","Hall of Fame",21,3.66666666666667
"Hippo Campus","Landmark",3,25.6666666666667
"Drake","Take Care",20,3.85
"Vince Staples","Vince Staples",10,7.6
"Dr. Dre","2001 (Instrumentals Only)",10,7.5
"Bryson Tiller","A Different Christmas",7,10.7142857142857
"Ahmir","Aim to Kill",4,18.75
"Metro Boomin, Big Sean","Double Or Nothing",10,7.4
"Kanye West","Yeezus",9,8.22222222222222
"Danny Brown","uknowhatimsayin?",11,6.72727272727273
"Tyler, The Creator, Nigo, A$AP Rocky","I Know NIGO!",11,6.63636363636364
"DaBaby","KIRK",6,12.1666666666667
"Kenny Beats, 03 Greedo","Netflix & Deal",13,5.61538461538461
"JPEGMAFIA","Veteran",21,3.47619047619048
"Juice WRLD","Fighting Demons",15,4.8
"NAV","RECKLESS",12,6
"Bas","Milky Way",13,5.46153846153846
"Lil Mosey","Northsbest",11,6.45454545454545
"A$AP Ferg","Still Striving",14,5.07142857142857
"Felly","Bad Radio",11,6.36363636363636
"Tee Grizzley","My Moment",13,5.38461538461539
"A Boogie wit da Hoodie","Artist",3,23
"DaBaby","Baby on Baby",4,17.25
"21 Savage","Issa Album",14,4.92857142857143
"Gunna","WUNNA",20,3.45
"BORNS","Dopamine",10,6.8
"Metro Boomin, Future","HEROES & VILLAINS",15,4.53333333333333
"Snoop Dogg","Neva Left",16,4.1875
"6LACK","East Atlanta Love Letter",14,4.71428571428571
"Lupe Fiasco","Lupe Fiasco's The Cool",5,13.2
"Snoop Dogg","BUSH",4,16.25
"whiterosemoxie, Kato On The Track","NOTHING is IDEAL - Single",2,32.5
"YG","STAY DANGEROUS",15,4.33333333333333
"Offset, Metro Boomin","Without Warning",6,10.8333333333333
"Drake","Dark Lane Demo Tapes",14,4.57142857142857
"Kanye West","JESUS IS KING",11,5.72727272727273
"French Montana","Jungle Rules",18,3.5
"A Boogie wit da Hoodie","The Bigger Artist",12,5.25
"MAVI","Let the Sun Talk",13,4.76923076923077
"Jretro","Retro",5,12.4
"The 1975","Being Funny In a Foreign Language",11,5.54545454545455
"SiR","Chasing Summer",6,10.1666666666667
"Khalid","Free Spirit",17,3.58823529411765
"Common","The Dreamer, The Believer",3,20.3333333333333
"Mere Raj","Come Inside It's Getting Dark",5,12
"Van Morrison","Blowin' Your Mind!",8,7.375
"Cage the Elephant","Cage the Elephant",2,29.5
"Lil Yachty","Nuthin' 2 Prove",15,3.93333333333333
"Tee Grizzley","Still My Moment",15,3.93333333333333
"Don Toliver","Heaven Or Hell",12,4.83333333333333
"Desiigner","L.O.D.",7,8.28571428571429
"Jalen Santoy","Charlie Eastern",2,28.5
"50 Cent","Get Rich or Die Tryin'",4,14
"Mura Masa","Mura Masa",4,14
"Quality Control, Lil Baby, DaBaby","Quality Control: Control The Streets, Vol. 2",8,7
"Nas","I Am...",2,27.5
"BJ the Chicago Kid","In My Mind",12,4.58333333333333
"Lil Baby","Street Gossip",4,13.75
"Yeat","2 Alive",20,2.7
"whiterosemoxie","ALL i've HEARD - Single",2,27
"Tory Lanez","DAYSTAR",17,3.17647058823529
"Lance Skiiiwalker","Introverted Intuition",13,4.15384615384615
"James Blake","Assume Form",12,4.41666666666667
"Young Thug","Hear No Evil - Single",3,17.6666666666667
"VIC MENSA","I TAPE",7,7.57142857142857
"Lil Keed","Long Live Mexico",8,6.625
"A Boogie wit da Hoodie","B4 AVA",7,7.42857142857143
"Childish Gambino","""""Awaken, My Love!""""",10,5.1
"Chester Watson","1997",9,5.66666666666667
"Baby Keem","hooligan / sons & critics - Single",2,25.5
"Future","I NEVER LIKED YOU",16,3.125
"Patrick Cc:","24",8,6.125
"Big K.R.I.T.","Cadillactica",14,3.5
"Freddie Gibbs","$oul $old $eparately",15,3.2
"Gunna","Drip Season 3",4,12
"DJ Khaled","KHALED KHALED",3,16
"John Legend","Love in the Future",8,6
"Action Bronson","White Bronco",11,4.36363636363636
"GoldLink","At What Cost",14,3.35714285714286
"Jeremih","Late Nights",3,15.6666666666667
"XXXTENTACION","Revenge",8,5.875
"Yung Bans","Yung Bans Vol. 5",9,5.22222222222222
"Guns N' Roses","Appetite for Destruction (Super Deluxe)",10,4.6
"Kanye West","808s & Heartbreak",7,6.42857142857143
"Lil Uzi Vert","Luv Is Rage",7,6.42857142857143
"Lil Wayne","Tha Carter IV",5,9
"Greta Van Fleet","The Battle at Garden's Gate",8,5.625
"OneRepublic","Waking Up",4,11.25
"KAYTRANADA","99.9%",4,11
"Future","BEASTMODE 2",9,4.88888888888889
"Kill Jasper","Kill",7,6.28571428571429
"Baby Smoove","Mr. Perfect",2,22
"Action Bronson","Mr. Wonderful",3,14.6666666666667
"OutKast","Stankonia",3,14.6666666666667
"CJ Fly","Flytrap",14,3.07142857142857
"H.E.R.","I Used to Know Her: The Prelude",6,7.16666666666667
"Taihaul","Integrity vs. Despair",8,5.375
"The Weeknd","My Dear Melancholy,",6,7.16666666666667
"Kodak Black","Painting Pictures",18,2.38888888888889
"Young Thug, Young Stoner Life","Slime Language",15,2.86666666666667
"Jaden","The Sunset Tapes: A Cool Tape Story",11,3.90909090909091
"midwxst","BACK IN ACTION 3.0",9,4.66666666666667
"Future","EVOL",3,14
"Kodak Black","Lil Big Pac",9,4.66666666666667
"Dion","Runaround Sue",2,21
"Baby Keem","DIE FOR MY BITCH",5,8.2
"Astrel K","Flickering I",2,20.5
"whiterosemoxie","GIVE or TAKE - Single",2,20.5
"Childish Gambino","Kauai",6,6.83333333333333
"Led Zeppelin","Led Zeppelin III (Remastered)",4,10.25
"NAV, Metro Boomin","Perfect Timing",15,2.73333333333333
"Arctic Monkeys","The Car",10,4.1
"twenty one pilots","Blurryface",6,6.66666666666667
"Koi","Fed Up",4,10
"G Herbo","Humble Beast",4,10
"Drake","The Best In The World Pack - Single",2,20
"Ski Mask the Slump God","You Will Regret (Reloaded)",3,13.3333333333333
"Machine Gun Kelly","bloom",13,3.07692307692308
"Nas","God's Son",2,19.5
"Kevin Gates","Islah",5,7.8
"Comethazine","Bawskee",2,19
"Lil Wayne","FWA",5,7.6
"PARTYNEXTDOOR","PARTYNEXTDOOR",2,19
"Young Thug","Punk",20,1.9
"Drake","Scary Hours 2",3,12.6666666666667
"YoungBoy Never Broke Again","Top",3,12.6666666666667
"Radiohead","KID A MNESIA",26,1.42307692307692
"Ariana Grande","My Everything",3,12.3333333333333
"Bobby Shmurda","Shmurda She Wrote",2,18.5
"Nas","Stillmatic",5,7.4
"The Isley Brothers","The Essential Isley Brothers",2,18.5
"Tory Lanez, Snakehips","All My Friends",2,18
"THE CARTERS","EVERYTHING IS LOVE",9,4
"MF DOOM, CZARFACE","Super What?",10,3.6
"Joey Bada$$","The Light Pack - Single",3,11.6666666666667
"Cordae","The Lost Boy",12,2.91666666666667
"Ski Mask the Slump God","BEWARE THE BOOK OF ELI",10,3.4
"KAYTRANADA","BUBBA",17,2
"Chris Brown","F.A.M.E.",3,11.3333333333333
"Maroon 5","Songs About Jane",3,11.3333333333333
"VIC MENSA","The Manuscript",4,8.5
"G-Eazy, Bebe Rexha","When It's Dark Out",2,17
"Chance the Rapper","Acid Rap",11,3
"Common","Be",2,16.5
"Tame Impala","Currents",3,11
"Tyler, The Creator","Goblin",3,11
"Danny Brown","Old",6,5.5
"G Herbo","PTSD",16,2.0625
"Juicy J","Rubba Band Business",13,2.53846153846154
"Disclosure","Settle",2,16.5
"Symere Woods","What Is This?",8,4.125
"YoungBoy Never Broke Again","AI YoungBoy 2",11,2.90909090909091
"Lil Baby","It's Only Me",23,1.39130434782609
"Wale","SHINE",11,2.90909090909091
"Tory Lanez","Sorry 4 What",20,1.6
"Foo Fighters","Wasting Light",2,16
"Future, Drake","What a Time To Be Alive",6,5.33333333333333
"ABBA","ABBA Gold: Greatest Hits",2,15.5
"The Weeknd","Beauty Behind the Madness",5,6.2
"Lil Baby, Drake","Harder Than Ever",3,10.3333333333333
"A Tribe Called Quest","Midnight Marauders",7,4.42857142857143
"Beach House","Once Twice Melody",12,2.58333333333333
"Breakbot","Baby I'm Yours (feat. Irfane) - Single",2,15
"Thundercat","Drunk",2,15
"Roddy Ricch","Feed Tha Streets ll",2,15
"Macklemore","GEMINI",15,2
"Lil Yachty","Lil Boat",5,6
"Pop Smoke","Meet the Woo 2",2,15
"OneRepublic","Native",10,3
